#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1     0.44334     0.44334           0
           2    0.385624    0.414482   0.0204056
           3    0.466957    0.431974   0.0197239
           4    0.368247    0.416042   0.0202286
           5    0.448152    0.422464    0.017172
           6    0.451429    0.427291   0.0149732
           7    0.471495    0.433606   0.0141031
           8    0.372368    0.425951   0.0142671
           9    0.465343    0.430328   0.0133364
          10    0.363101    0.423605   0.0135919
          11    0.413076    0.422648     0.01239
          12    0.373428    0.418547   0.0120172
          13    0.414695     0.41825   0.0110965
          14    0.443853    0.420079   0.0104535
          15    0.435955    0.421137  0.00981004
          16    0.391824    0.419305  0.00936643
          17    0.386525    0.417377  0.00901176
          18    0.412059    0.417082  0.00851595
          19    0.432226    0.417879  0.00810496
          20      0.4721     0.42059  0.00814052
          21    0.376917     0.41851  0.00801412
          22    0.429486    0.419009  0.00766535
          23    0.382859    0.417437  0.00749148
          24    0.374452    0.415646  0.00739034
          25    0.381487     0.41428  0.00721993
          26     0.37643    0.412824  0.00708749
          27    0.481011    0.415349    0.007261
          28    0.438082    0.416161  0.00704692
          29    0.386767    0.415148  0.00687643
          30     0.46501     0.41681  0.00684514
          31    0.421122    0.416949  0.00662574
          32    0.444794    0.417819  0.00647557
          33    0.417045    0.417796  0.00627938
          34    0.471299    0.419369  0.00628878
          35    0.457323    0.420454  0.00620189
          36    0.454281    0.421393  0.00610039
          37    0.389466     0.42053  0.00599623
          38     0.44329    0.421129  0.00586827
          39    0.447933    0.421817  0.00575791
          40    0.459046    0.422747  0.00568868
          41    0.349234    0.420954  0.00582565
          42     0.44238    0.421464  0.00570924
          43    0.379582     0.42049  0.00565894
          44    0.463802    0.421475  0.00561529
          45    0.529357    0.423872  0.00598042
          46    0.433746    0.424087  0.00585426
          47     0.45456    0.424735  0.00576549
          48    0.463319    0.425539  0.00570114
          49    0.345112    0.423898  0.00581627
          50    0.381193    0.423044  0.00576231
          51    0.383836    0.422275  0.00570038
          52    0.464504    0.423087  0.00564831
          53    0.493952    0.424424  0.00569779
          54     0.56308    0.426992  0.00614366
          55    0.482076    0.427993  0.00611305
          56    0.441736    0.428239  0.00600881
          57    0.467433    0.428926  0.00594261
          58    0.441631    0.429145  0.00584419
          59    0.408416    0.428794  0.00575568
          60    0.489072    0.429799  0.00574677
          61    0.376611    0.428927  0.00571832
          62    0.419018    0.428767  0.00562832
          63    0.426963    0.428738  0.00553906
          64    0.405136    0.428369  0.00546477
          65    0.410064    0.428088  0.00538795
          66    0.481697      0.4289  0.00536719
          67    0.489717    0.429808  0.00536329
          68    0.412728    0.429557   0.0052903
          69    0.388347    0.428959  0.00524723
          70    0.365874    0.428058  0.00524909
          71    0.422144    0.427975  0.00517582
          72    0.435269    0.428076  0.00510493
          73    0.371655    0.427303  0.00509317
          74     0.39333    0.426844  0.00504499
          75    0.590788     0.42903  0.00543068
          76    0.391787     0.42854  0.00538129
          77    0.389611    0.428034  0.00533509
          78    0.423101    0.427971  0.00526707
          79    0.464715    0.428436   0.0052209
          80    0.428136    0.428433  0.00515564
          81    0.492169    0.429219  0.00515168
          82    0.479415    0.429832   0.0051251
          83     0.39632    0.429428  0.00507923
          84    0.419299    0.429307  0.00502019
          85    0.395011    0.428904  0.00497732
          86    0.468849    0.429368  0.00494107
          87    0.383358    0.428839   0.0049125
          88    0.446924    0.429045  0.00486097
          89    0.456279    0.429351  0.00481597
          90     0.43116    0.429371   0.0047625
          91    0.426254    0.429337  0.00471029
          92    0.455862    0.429625  0.00466791
          93    0.420494    0.429527  0.00461875
          94    0.488208    0.430151  0.00461161
          95    0.417643     0.43002  0.00456494
          96    0.400589    0.429713  0.00452767
          97     0.42642    0.429679  0.00448112
          98    0.457304    0.429961  0.00444426
          99    0.423974      0.4299  0.00439978
         100    0.434454    0.429946  0.00435601
