#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1     0.15632     0.15632           0
           2     0.31956     0.23794   0.0577141
           3     0.00768    0.161187   0.0735377
           4     0.14676     0.15758   0.0552416
           5      0.3346    0.192984   0.0543673
           6     0.13016    0.182513   0.0463034
           7       0.374    0.209869   0.0470807
           8     0.08796     0.19463    0.043592
           9     0.08264    0.182187   0.0404855
          10     0.23904    0.187872    0.036834
          11      0.0058     0.17132   0.0370181
          12     0.36848     0.18775   0.0374021
          13      0.3424    0.199646   0.0363677
          14     0.18508    0.198606   0.0337849
          15     0.30292     0.20556   0.0322403
          16     0.19564     0.20494   0.0302313
          17     0.19772    0.204515   0.0284559
          18      0.1498    0.201476   0.0270369
          19     0.12328     0.19736   0.0259253
          20     0.27592    0.201288   0.0249248
          21     0.25744    0.203962   0.0238809
          22     0.27344     0.20712   0.0230033
          23     0.03472    0.199624   0.0231922
          24      0.1796     0.19879   0.0222409
          25     0.28388    0.202194   0.0216101
          26     0.10648    0.198512   0.0210902
          27       0.329    0.203345   0.0208555
          28     0.06636    0.198453   0.0206765
          29     0.30204    0.202025   0.0202697
          30      0.3488    0.206917   0.0201758
          31     0.36504    0.212018   0.0201595
          32     0.42628    0.218714   0.0206115
          33     0.28824    0.220821   0.0200943
          34     0.30912    0.223418   0.0196704
          35     0.20784    0.222973   0.0191134
          36     0.28612    0.224727   0.0186628
          37      0.3668    0.228566   0.0185492
          38     0.10776    0.225387   0.0183315
          39     0.18068    0.224241   0.0178972
          40     0.41496    0.229009   0.0180738
          41        0.12     0.22635   0.0178274
          42      0.2358    0.226575   0.0174044
          43      0.1302    0.224334   0.0171433
          44     0.22372     0.22432   0.0167537
          45      0.4368    0.229042   0.0170338
          46     0.14992    0.227322   0.0167501
          47     0.10828    0.224789   0.0165841
          48    -0.00652     0.21997   0.0169243
          49     0.20108    0.219584   0.0165833
          50     0.31076    0.221408   0.0163516
          51     0.13196    0.219654   0.0161247
          52      0.1398    0.218118   0.0158876
          53     0.10772    0.216035   0.0157238
          54     0.07876    0.213493   0.0156367
          55     0.29852    0.215039   0.0154287
          56     0.11516    0.213256   0.0152559
          57     0.11928    0.211607   0.0150771
          58     0.19012    0.211237   0.0148217
          59     0.23336    0.211612   0.0145752
          60      0.3588    0.214065   0.0145373
          61     0.18292    0.213554   0.0143079
          62     0.16172    0.212718   0.0141015
          63       0.232    0.213024    0.013881
          64     0.15256    0.212079   0.0136963
          65     0.14476    0.211044   0.0135246
          66     0.11172    0.209539   0.0134032
          67     0.23436    0.209909   0.0132083
          68    -0.01324    0.206628   0.0134155
          69       0.064    0.204561   0.0133794
          70      0.2818    0.205664   0.0132336
          71     0.15732    0.204983   0.0130648
          72     0.33472    0.206785    0.013007
          73      0.1666    0.206235   0.0128404
          74     0.35464     0.20824   0.0128226
          75     0.16424    0.207653    0.012665
          76     0.25148     0.20823   0.0125115
          77    -0.16628    0.203366   0.0132607
          78     0.05072    0.201409   0.0132343
          79     0.30188    0.202681   0.0131278
          80     0.38544    0.204965    0.013161
          81     0.09264    0.203579   0.0130713
          82     0.03416    0.201513   0.0130742
          83     0.24652    0.202055   0.0129279
          84       0.125    0.201138   0.0128065
          85     0.12388    0.200229   0.0126881
          86     0.26856    0.201023   0.0125654
          87     0.15404    0.200483   0.0124325
          88      0.1056    0.199405   0.0123379
          89     0.06316    0.197874   0.0122939
          90    -0.10016    0.194563   0.0125954
          91     0.11724    0.193713   0.0124856
          92     0.45348    0.196537   0.0126652
          93     0.11028    0.195609   0.0125629
          94     0.13068    0.194918   0.0124482
          95     0.19792     0.19495   0.0123172
          96     0.02368    0.193166   0.0123174
          97     0.36728    0.194961   0.0123206
          98      0.2688    0.195714   0.0122178
          99     0.24428    0.196205   0.0121043
         100     0.29256    0.197168   0.0120215
