#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -0.81712    -0.81712           0
           2    -0.81336    -0.81524  0.00132936
           3    -0.79968   -0.810053  0.00432663
           4    -0.81008    -0.81006  0.00324498
           5    -0.81632   -0.811312  0.00282721
           6    -0.81112    -0.81128  0.00235619
           7    -0.82184   -0.812789  0.00245549
           8    -0.79696    -0.81081  0.00283579
           9     -0.8008   -0.809698  0.00273011
          10     -0.8136   -0.810088  0.00248483
          11    -0.81608   -0.810633  0.00231788
          12    -0.80552   -0.810207  0.00216353
          13    -0.79616   -0.809126   0.0022508
          14    -0.78912   -0.807697  0.00250289
          15    -0.80536   -0.807541  0.00234087
          16    -0.80112    -0.80714   0.0022287
          17    -0.78824   -0.806028  0.00235866
          18    -0.81408   -0.806476  0.00226964
          19    -0.79384   -0.805811   0.0022455
          20    -0.79088   -0.805064  0.00225391
          21    -0.81384   -0.805482  0.00218498
          22    -0.81536   -0.805931   0.0021313
          23    -0.80664   -0.805962  0.00203885
          24    -0.79896    -0.80567  0.00197466
          25    -0.79848   -0.805382  0.00191651
          26    -0.81048   -0.805578   0.0018528
          27    -0.79832    -0.80531  0.00180357
          28    -0.78784   -0.804686  0.00184392
          29    -0.79088    -0.80421  0.00184076
          30    -0.82304   -0.804837  0.00188338
          31    -0.80048   -0.804697  0.00182787
          32    -0.80368   -0.804665  0.00177102
          33    -0.80528   -0.804684  0.00171745
          34     -0.7956   -0.804416  0.00168759
          35     -0.8176   -0.804793  0.00168089
          36     -0.7992   -0.804638  0.00164136
          37    -0.81136   -0.804819  0.00160702
          38    -0.79288   -0.804505  0.00159515
          39    -0.79896   -0.804363  0.00156057
          40    -0.81432   -0.804612  0.00154128
          41    -0.81992   -0.804985  0.00154825
          42     -0.7892    -0.80461  0.00155634
          43    -0.79424   -0.804368  0.00153872
          44    -0.79992   -0.804267  0.00150706
          45    -0.80064   -0.804187  0.00147573
          46    -0.79928    -0.80408   0.0014475
          47    -0.79312   -0.803847  0.00143536
          48     -0.7972   -0.803708  0.00141212
          49    -0.81648   -0.803969  0.00140715
          50    -0.81216   -0.804133  0.00138851
          51    -0.81568   -0.804359  0.00137962
          52     -0.8148    -0.80456  0.00136762
          53    -0.81424   -0.804743  0.00135396
          54    -0.80416   -0.804732  0.00132893
          55    -0.80704   -0.804774  0.00130543
          56    -0.81472   -0.804951  0.00129414
          57    -0.80424   -0.804939   0.0012715
          58    -0.79912   -0.804839  0.00125353
          59    -0.80112   -0.804776  0.00123387
          60    -0.80048   -0.804704  0.00121538
          61    -0.79584   -0.804559  0.00120411
          62    -0.81848   -0.804783  0.00120544
          63    -0.80456    -0.80478  0.00118631
          64      -0.804   -0.804767  0.00116784
          65     -0.7964   -0.804639  0.00115694
          66    -0.80416   -0.804632  0.00113944
          67    -0.80816   -0.804684  0.00112365
          68    -0.78728   -0.804428   0.0011359
          69    -0.80912   -0.804496  0.00112147
          70    -0.81128   -0.804593  0.00110963
          71    -0.80856   -0.804649  0.00109541
          72     -0.7988   -0.804568   0.0010832
          73    -0.81544   -0.804717  0.00107855
          74    -0.81024   -0.804791  0.00106656
          75    -0.81304   -0.804901  0.00105799
          76    -0.79864   -0.804819  0.00104727
          77    -0.82288   -0.805054  0.00105961
          78     -0.8084   -0.805096   0.0010469
          79    -0.79064   -0.804913  0.00104952
          80    -0.80728   -0.804943  0.00103681
          81    -0.80112   -0.804896  0.00102509
          82    -0.81528   -0.805022  0.00102038
          83    -0.79168   -0.804862  0.00102067
          84    -0.80744   -0.804892  0.00100898
          85    -0.81016   -0.804954 0.000999011
          86     -0.8092   -0.805004 0.000988613
          87      -0.806   -0.805015 0.000977316
          88    -0.79344   -0.804884 0.000975022
          89    -0.81104   -0.804953 0.000966517
          90      -0.818   -0.805098 0.000966589
          91    -0.81104   -0.805163  0.00095817
          92     -0.8072   -0.805185 0.000948011
          93       -0.81   -0.805237  0.00093923
          94    -0.81344   -0.805324 0.000933283
          95    -0.81768   -0.805454 0.000932478
          96    -0.82024   -0.805608 0.000935398
          97      -0.802   -0.805571 0.000926494
          98    -0.81144   -0.805631 0.000918973
          99    -0.79168    -0.80549 0.000920432
         100    -0.80136   -0.805449 0.000912154
