#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1     0.78536     0.78536           0
           2     0.89956     0.84246   0.0403758
           3     0.99852     0.89448   0.0502851
           4     0.96944     0.91322   0.0410575
           5     0.99076    0.928728   0.0356547
           6      0.6748    0.886407   0.0487381
           7      0.9848    0.900463   0.0437555
           8     0.87628     0.89744   0.0383903
           9     0.99556    0.908342   0.0356392
          10     0.94836    0.912344   0.0322991
          11     0.95756    0.916455   0.0296233
          12     0.98252     0.92196   0.0276615
          13     0.98064    0.926474   0.0258994
          14      0.9006    0.924626   0.0241153
          15      0.9788    0.928237   0.0227764
          16     0.83812    0.922605   0.0220383
          17     0.98228    0.926115   0.0210196
          18     0.99368    0.929869   0.0201842
          19     0.70796    0.918189   0.0222458
          20       0.903     0.91743   0.0211465
          21     0.98532    0.920663   0.0203851
          22     0.89116    0.919322   0.0195026
          23      0.9574    0.920977   0.0187248
          24     0.91332    0.920658   0.0179473
          25     0.68352    0.911173   0.0195763
          26     0.73128    0.904254   0.0200087
          27      0.9858    0.907274   0.0194942
          28     0.93808    0.908374    0.018829
          29     0.98384    0.910977   0.0183587
          30     0.99516    0.913783   0.0179599
          31     0.95292    0.915045   0.0174249
          32       0.967    0.916669   0.0169558
          33     0.78192    0.912585   0.0169266
          34      0.9926    0.914939   0.0165915
          35      0.9924    0.917152   0.0162644
          36     0.74476    0.912363   0.0165025
          37     0.93908    0.913085   0.0160723
          38       0.942    0.913846   0.0156673
          39     0.90636    0.913654   0.0152668
          40     0.52284    0.903884   0.0177381
          41       0.971    0.905521   0.0173808
          42     0.93976    0.906336   0.0169861
          43     0.84216    0.904844   0.0166565
          44     0.93856     0.90561   0.0162956
          45     0.90328    0.905558   0.0159335
          46      0.9604     0.90675   0.0156317
          47     0.99296    0.908585   0.0154064
          48     0.82876    0.906922   0.0151749
          49      0.9942    0.908703   0.0149694
          50    -0.65844     0.87736   0.0343211
          51     0.52292     0.87041   0.0343445
          52     0.92404    0.871442   0.0336995
          53     0.94736    0.872874   0.0330941
          54      0.9716    0.874702   0.0325317
          55     0.99712    0.876928   0.0320163
          56     0.87328    0.876863   0.0314447
          57     0.96584    0.878424   0.0309317
          58     0.78468    0.876808   0.0304406
          59    -0.12668    0.859799   0.0343491
          60      0.8874    0.860259   0.0337797
          61     0.95872    0.861873   0.0332645
          62     0.85004    0.861683   0.0327285
          63     0.97272    0.863445   0.0322565
          64     0.94324    0.864692   0.0317765
          65     0.73988    0.862772   0.0313456
          66     0.99344    0.864752   0.0309332
          67     0.99352    0.866673   0.0305311
          68     0.96592    0.868133    0.030117
          69       0.958    0.869435   0.0297087
          70     0.99876    0.871283   0.0293416
          71     0.99472    0.873021   0.0289798
          72       0.954    0.874146   0.0285992
          73     0.65244    0.871109   0.0283682
          74     0.43664    0.865238   0.0285859
          75     0.05136    0.854386   0.0301944
          76      0.8612    0.854476   0.0297972
          77     0.97828    0.856084   0.0294536
          78     0.98668    0.857758   0.0291235
          79     0.88936    0.858158   0.0287576
          80     0.96184    0.859454   0.0284273
          81     0.97696    0.860905   0.0281134
          82       0.928    0.861723   0.0277824
          83      0.7684    0.860599   0.0274704
          84     0.69312    0.858605   0.0272157
          85     0.96044    0.859803   0.0269218
          86     0.92528    0.860564   0.0266196
          87      0.9496    0.861588   0.0263333
          88     0.98984    0.863045   0.0260743
          89     0.97124    0.864261   0.0258097
          90     0.76216    0.863126   0.0255478
          91     0.72588    0.861618   0.0253116
          92     0.98096    0.862915   0.0250696
          93     0.99252    0.864309   0.0248388
          94       0.998    0.865731   0.0246152
          95     0.99948    0.867139   0.0243963
          96     0.98672    0.868385    0.024174
          97     0.98916     0.86963   0.0239568
          98     0.93488    0.870296   0.0237216
          99     0.96912    0.871294    0.023503
         100     0.94316    0.872012    0.023279
