#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.165458    0.165458           0
           2     0.26416    0.214809   0.0348965
           3    0.114175    0.181264    0.035936
           4    0.104832    0.162156   0.0316267
           5    0.379208    0.205566   0.0463435
           6      0.1976    0.204239   0.0386386
           7    0.310107    0.219363   0.0359571
           8    0.316846    0.231548   0.0334636
           9    0.353074    0.245051   0.0323552
          10    0.164716    0.237017   0.0301005
          11    0.302939     0.24301   0.0279543
          12    0.228402    0.241793   0.0256513
          13    0.349736    0.250096   0.0249859
          14    0.177663    0.244922   0.0237308
          15    0.512705    0.262775   0.0280717
          16      0.2048    0.259151     0.02655
          17      0.0312    0.245742   0.0281715
          18    0.138075    0.239761   0.0272341
          19    0.453632    0.251017   0.0280306
          20    0.394056    0.258169   0.0275263
          21    0.256992    0.258113   0.0262156
          22    0.336876    0.261693   0.0252673
          23    0.375008     0.26662   0.0246443
          24    0.246824    0.265795   0.0236313
          25     0.34482    0.268956   0.0228965
          26    0.325422    0.271128   0.0221186
          27     0.47872    0.278816   0.0225962
          28     0.20228    0.276083   0.0219539
          29    0.303604    0.277032   0.0212174
          30    0.183168    0.273903   0.0207395
          31    0.383743    0.277446   0.0203709
          32    0.384255    0.280784   0.0200059
          33     0.32944    0.282259   0.0194539
          34    0.131992    0.277839   0.0193773
          35   0.0710643    0.271931   0.0197037
          36    0.306847    0.272901   0.0191802
          37    0.272372    0.272887   0.0186618
          38    0.415596    0.276642   0.0185448
          39    0.430591     0.28059   0.0184846
          40    0.306053    0.281226   0.0180335
          41    0.235909    0.280121   0.0176275
          42      0.4118    0.283256   0.0174843
          43    0.391628    0.285776   0.0172584
          44    0.297614    0.286045   0.0168683
          45    0.180622    0.283703   0.0166553
          46    0.475807    0.287879   0.0168087
          47    0.339968    0.288987   0.0164875
          48    0.380436    0.290892   0.0162537
          49    0.254657    0.290153   0.0159388
          50    0.509183    0.294533   0.0162109
          51     0.33685    0.295363   0.0159142
          52    0.354866    0.296507   0.0156493
          53    0.248032    0.295593   0.0153807
          54     0.32766    0.296187   0.0151073
          55    0.324832    0.296707   0.0148416
          56     0.32432    0.297201   0.0145848
          57    0.403148    0.299059   0.0144469
          58    0.241029    0.298059   0.0142324
          59    0.154715    0.295629    0.014197
          60    0.428216    0.297839   0.0141313
          61    0.459858    0.300495   0.0141471
          62    0.327168    0.300925   0.0139254
          63    0.351969    0.301735    0.013728
          64     0.19504    0.300068   0.0136143
          65    0.403968    0.301667   0.0134984
          66    0.169083    0.299658   0.0134425
          67    0.315372    0.299892   0.0132439
          68    0.443392    0.302003   0.0132162
          69    0.267508    0.301503   0.0130341
          70    0.118764    0.298892   0.0131067
          71    0.114606    0.296297   0.0131766
          72    0.223662    0.295288   0.0130322
          73     0.49668    0.298047   0.0131424
          74    0.366587    0.298973   0.0129974
          75    0.471008    0.301267    0.013025
          76    0.194048    0.299856   0.0129298
          77    0.362184    0.300665   0.0127871
          78    0.221102    0.299645   0.0126638
          79    0.185691    0.298203   0.0125854
          80     0.15595    0.296425   0.0125531
          81    0.244936    0.295789   0.0124142
          82    0.307967    0.295938   0.0122637
          83    0.353166    0.296627   0.0121353
          84    0.272352    0.296338   0.0119943
          85    0.238572    0.295658   0.0118724
          86      0.1848    0.294369   0.0118041
          87    0.355328     0.29507   0.0116892
          88    0.116735    0.293044   0.0117307
          89     0.35632    0.293755   0.0116205
          90    0.364276    0.294538   0.0115177
          91     0.33072    0.294936    0.011398
          92    0.313384    0.295136   0.0112759
          93    0.096128    0.292996   0.0113559
          94   0.0587315    0.290504   0.0115053
          95    0.277601    0.290368    0.011385
          96    0.382688     0.29133   0.0113069
          97    0.252718    0.290932   0.0111974
          98    0.165518    0.289652    0.011156
          99    0.328827    0.290048   0.0110503
         100    0.189746    0.289045   0.0109853
