#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -0.98848    -0.98848           0
           2      -0.982    -0.98524  0.00229103
           3    -0.99208    -0.98752  0.00240799
           4     -0.9928    -0.98884  0.00213738
           5    -0.96704    -0.98448   0.0042581
           6      -0.986   -0.984733  0.00355595
           7    -0.97784   -0.983749  0.00318139
           8    -0.96736     -0.9817  0.00337952
           9    -0.96952   -0.980347  0.00326376
          10    -0.98832   -0.981144  0.00303321
          11    -0.97416   -0.980509  0.00282314
          12    -0.98648   -0.981007  0.00263136
          13    -0.97096   -0.980234   0.0025399
          14    -0.98808   -0.980794  0.00241952
          15    -0.95144   -0.978837  0.00294515
          16      -0.984    -0.97916   0.0027787
          17      -0.998   -0.980268  0.00282762
          18    -0.99016   -0.980818  0.00272341
          19     -0.9632   -0.979891  0.00273337
          20    -0.95904   -0.978848  0.00278844
          21     -0.9788   -0.978846  0.00265565
          22    -0.96832   -0.978367  0.00257768
          23     -0.9676   -0.977899  0.00250776
          24    -0.98104    -0.97803  0.00240668
          25    -0.95176   -0.976979  0.00252943
          26    -0.96336   -0.976455  0.00248579
          27       -0.96   -0.975846  0.00246731
          28    -0.98504   -0.976174  0.00240094
          29    -0.97576    -0.97616  0.00231819
          30     -0.9864   -0.976501  0.00226591
          31    -0.96808    -0.97623  0.00220904
          32    -0.96792    -0.97597  0.00215521
          33      -0.958   -0.975425   0.0021576
          34    -0.99128   -0.975892  0.00214394
          35    -0.99528   -0.976446  0.00215306
          36    -0.97392   -0.976376   0.0020944
          37    -0.97624   -0.976372  0.00203779
          38    -0.94832   -0.975634  0.00211365
          39    -0.94408   -0.974825  0.00220889
          40    -0.97312   -0.974782  0.00215407
          41    -0.98112   -0.974937  0.00210708
          42    -0.96728   -0.974754  0.00206478
          43    -0.94568   -0.974078  0.00212459
          44    -0.94536   -0.973425  0.00217424
          45    -0.98664   -0.973719  0.00214567
          46    -0.97392   -0.973723  0.00209903
          47     -0.9744   -0.973738  0.00205441
          48    -0.96224   -0.973498  0.00202553
          49    -0.97944    -0.97362  0.00198782
          50    -0.97192   -0.973586  0.00194835
          51    -0.95248   -0.973172  0.00195361
          52    -0.97448   -0.973197   0.0019162
          53     -0.9292   -0.972367  0.00205199
          54    -0.96032   -0.972144  0.00202609
          55     -0.9652   -0.972017  0.00199318
          56      -0.978   -0.972124  0.00196045
          57    -0.96568   -0.972011  0.00192931
          58    -0.98112   -0.972168  0.00190243
          59    -0.98984   -0.972468  0.00189361
          60    -0.96928   -0.972415   0.0018628
          61    -0.97152     -0.9724  0.00183232
          62     -0.9696   -0.972355  0.00180332
          63    -0.96256   -0.972199  0.00178139
          64      -0.986   -0.972415  0.00176656
          65     -0.9616   -0.972249   0.0017472
          66    -0.98816    -0.97249  0.00173728
          67    -0.97632   -0.972547  0.00171229
          68     -0.9632   -0.972409  0.00169261
          69    -0.97976   -0.972516  0.00167143
          70    -0.99232   -0.972799  0.00167133
          71    -0.99264   -0.973078  0.00167099
          72    -0.98336   -0.973221  0.00165387
          73    -0.96504   -0.973109  0.00163501
          74    -0.96784   -0.973038  0.00161446
          75     -0.9596   -0.972859  0.00160285
          76     -0.9856   -0.973026   0.0015905
          77    -0.97104   -0.973001  0.00157005
          78    -0.98336   -0.973133  0.00155553
          79    -0.98616   -0.973298  0.00154456
          80    -0.98864    -0.97349  0.00153711
          81    -0.98096   -0.973582   0.0015209
          82    -0.98392   -0.973708  0.00150756
          83    -0.93736    -0.97327  0.00155171
          84     -0.9788   -0.973336  0.00153463
          85    -0.98368   -0.973458  0.00152139
          86      -0.986   -0.973604  0.00151067
          87     -0.9424   -0.973245   0.0015353
          88    -0.99208   -0.973459   0.0015327
          89      -0.966   -0.973375  0.00151776
          90    -0.96776   -0.973313  0.00150218
          91      -0.934   -0.972881  0.00154655
          92    -0.93896   -0.972512  0.00157307
          93     -0.9944   -0.972748  0.00157367
          94    -0.99632   -0.972998  0.00157678
          95    -0.97456   -0.973015  0.00156027
          96     -0.9716      -0.973  0.00154409
          97    -0.97936   -0.973066  0.00152956
          98    -0.98936   -0.973232  0.00152296
          99    -0.97216   -0.973221  0.00150762
         100    -0.98552   -0.973344  0.00149755
