#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.513222    0.513222           0
           2     0.38228    0.447751   0.0462952
           3     0.36318     0.41956   0.0385013
           4    0.427276    0.421489   0.0289243
           5    0.318836    0.400958   0.0295405
           6    0.405488    0.401713   0.0246267
           7    0.444288    0.407795   0.0218468
           8    0.439408    0.411747     0.01947
           9     0.45795    0.416881   0.0179707
          10     0.46524    0.421717   0.0168117
          11     0.38395    0.418283     0.01563
          12    0.355408    0.413044   0.0151804
          13    0.343518    0.407696    0.014925
          14    0.420136    0.408584   0.0138854
          15    0.404368    0.408303   0.0129625
          16     0.39312    0.407354   0.0121871
          17    0.343638    0.403606   0.0120327
          18    0.370568    0.401771   0.0115034
          19    0.420796    0.402772   0.0109414
          20    0.395356    0.402401   0.0104006
          21    0.357182    0.400248   0.0101258
          22    0.389876    0.399776  0.00967652
          23     0.37202     0.39857  0.00933076
          24     0.36655    0.397235  0.00903685
          25    0.504688    0.401533  0.00964348
          26    0.489342    0.404911  0.00984621
          27    0.427488    0.405747  0.00951698
          28    0.437152    0.406868  0.00924294
          29     0.40775    0.406899  0.00892427
          30     0.45474    0.408494  0.00876812
          31    0.473716    0.410598  0.00873405
          32     0.41766    0.410818   0.0084639
          33    0.403768    0.410605  0.00821011
          34    0.414462    0.410718  0.00796942
          35    0.432638    0.411344  0.00776629
          36    0.460116    0.412699  0.00766781
          37     0.51274    0.415403  0.00792295
          38     0.57218    0.419529  0.00872274
          39    0.504662    0.421711  0.00876797
          40    0.355512    0.420056  0.00870356
          41    0.403688    0.419657  0.00850043
          42    0.414888    0.419544   0.0082988
          43    0.452262    0.420305  0.00814061
          44    0.511398    0.422375  0.00821464
          45      0.6247    0.426871  0.00918043
          46     0.43786     0.42711  0.00898396
          47     0.48275    0.428294  0.00887047
          48    0.485198    0.429479  0.00876453
          49     0.44816     0.42986  0.00859394
          50      0.3366    0.427995   0.0086221
          51     0.39562     0.42736  0.00847638
          52    0.468516    0.428152  0.00835024
          53    0.534278    0.430154  0.00842935
          54    0.503688    0.431516  0.00838252
          55      0.3974    0.430896  0.00825303
          56    0.476662    0.431713  0.00814602
          57    0.509112    0.433071  0.00811549
          58    0.474416    0.433784  0.00800682
          59    0.419232    0.433537  0.00787491
          60     0.38512     0.43273  0.00778489
          61    0.453902    0.433077  0.00766501
          62    0.440518    0.433197  0.00754232
          63    0.434062    0.433211  0.00742261
          64      0.3898    0.432533  0.00733756
          65    0.455716    0.432889  0.00723333
          66     0.46588    0.433389  0.00714099
          67    0.412528    0.433078  0.00704119
          68    0.440096    0.433181   0.0069384
          69    0.360636     0.43213  0.00691704
          70     0.35554    0.431035  0.00690422
          71    0.364952    0.430105  0.00686943
          72    0.439776    0.430239  0.00677534
          73    0.321518     0.42875  0.00684425
          74    0.470902    0.429319  0.00677543
          75    0.392888    0.428833  0.00670248
          76    0.456142    0.429193  0.00662391
          77    0.401176    0.428829  0.00654787
          78    0.434568    0.428903  0.00646434
          79    0.428656    0.428899  0.00638251
          80    0.422288    0.428817  0.00630327
          81    0.392036    0.428363  0.00624178
          82    0.322832    0.427076  0.00629694
          83     0.45412    0.427402   0.0062295
          84    0.477312    0.427996  0.00618361
          85     0.41855    0.427885  0.00611186
          86    0.413288    0.427715  0.00604315
          87    0.368816    0.427038  0.00601149
          88     0.45412    0.427346  0.00595105
          89    0.436288    0.427446  0.00588503
          90    0.493672    0.428182  0.00586547
          91     0.46486    0.428585  0.00581484
          92    0.393432    0.428203  0.00576418
          93    0.421776    0.428134  0.00570261
          94    0.433398     0.42819  0.00564222
          95    0.425552    0.428162   0.0055829
          96     0.46198    0.428514  0.00553584
          97    0.406702    0.428289  0.00548334
          98    0.527456    0.429301  0.00551996
          99     0.44108     0.42942  0.00546549
         100    0.426118    0.429387  0.00541093
