#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1     0.38328     0.38328           0
           2     0.49952      0.4414    0.041097
           3     0.03792    0.306907     0.11318
           4       0.337     0.31443   0.0851344
           5     0.36704    0.324952   0.0687547
           6     0.17428     0.29984   0.0617113
           7     0.43696    0.319429    0.055918
           8     0.28084    0.314605   0.0491359
           9     0.23536      0.3058   0.0444582
          10      0.4486     0.32008   0.0422436
          11     0.19692    0.308884   0.0398594
          12     0.39536     0.31609   0.0371835
          13     0.20704    0.307702   0.0352568
          14     0.34616    0.310449   0.0328453
          15     0.39376    0.316003   0.0311216
          16     0.31164     0.31573   0.0291777
          17      0.0898     0.30244   0.0303375
          18     0.04832    0.288322   0.0317676
          19     0.33356    0.290703   0.0301847
          20     0.40924     0.29663   0.0292515
          21     0.46792    0.304787   0.0289735
          22       0.352    0.306933   0.0277359
          23     0.04448    0.295522   0.0287818
          24     0.36256    0.298315   0.0277177
          25     0.44028    0.303994   0.0271845
          26    -0.02208    0.291452   0.0288874
          27     0.26156    0.290345   0.0278387
          28      0.0842    0.282983   0.0278009
          29      0.5198    0.291149   0.0280159
          30     0.50028     0.29812   0.0279359
          31     0.50376    0.304754   0.0278112
          32     0.52672     0.31169   0.0277936
          33     0.46564    0.316355   0.0273401
          34     0.52784    0.322575   0.0272344
          35     0.16148    0.317973   0.0268424
          36     0.51484    0.323441    0.026648
          37     0.36116    0.324461   0.0259473
          38     0.25736    0.322695   0.0253245
          39     0.27884     0.32157   0.0247001
          40     0.46144    0.325067   0.0243288
          41     0.35344    0.325759   0.0237453
          42     0.47952     0.32942   0.0234604
          43     0.06096    0.323177    0.023731
          44      0.2558    0.321645    0.023241
          45     0.54772    0.326669   0.0232612
          46     0.35868    0.327365   0.0227659
          47     0.17476    0.324118   0.0225119
          48     0.16848    0.320876   0.0222752
          49    -0.10704    0.312143   0.0234701
          50      0.2538    0.310976   0.0230297
          51      0.3182    0.311118   0.0225786
          52     0.31756    0.311242   0.0221447
          53     0.37556    0.312455   0.0217601
          54     0.25936    0.311472   0.0213794
          55      0.5758    0.316278   0.0215241
          56     0.15652    0.313425   0.0213279
          57      0.4494    0.315811   0.0210867
          58       0.199    0.313797   0.0208191
          59     0.21356    0.312098   0.0205355
          60     0.43624    0.314167   0.0202972
          61     0.33756     0.31455    0.019968
          62       0.191    0.312557   0.0197452
          63     0.38636    0.313729   0.0194665
          64     0.43756    0.315664   0.0192582
          65     0.05044    0.311583   0.0193894
          66     0.21228    0.310079   0.0191539
          67     0.30924    0.310066    0.018868
          68      0.0896    0.306824   0.0188671
          69     0.02112    0.302683   0.0190426
          70     0.45148    0.304809   0.0188888
          71     0.31076    0.304893   0.0186229
          72     0.15712    0.302841    0.018477
          73      0.2782    0.302503    0.018227
          74      0.2958    0.302412   0.0179809
          75     0.33292    0.302819   0.0177458
          76     0.32776    0.303147   0.0175153
          77    -0.00724    0.299116   0.0177456
          78     0.04456    0.295853   0.0178157
          79     0.16264    0.294167   0.0176698
          80     0.57488    0.297676   0.0177939
          81     0.45348    0.299599   0.0176779
          82     0.33192    0.299993   0.0174667
          83     0.25624    0.299466   0.0172642
          84     0.13164    0.297468   0.0171739
          85     0.20832    0.296419   0.0170039
          86     0.29912    0.296451   0.0168062
          87     0.18184    0.295133   0.0166645
          88     0.16596    0.293665   0.0165397
          89     0.36024    0.294413   0.0163708
          90    -0.13012    0.289696   0.0168548
          91     0.28504    0.289645   0.0166696
          92     0.42984    0.291169   0.0165579
          93     0.31872    0.291465   0.0163825
          94      0.1218     0.28966   0.0163074
          95      0.2894    0.289658   0.0161357
          96     0.19324    0.288653   0.0159989
          97      0.5506    0.291354   0.0160602
          98      0.3962    0.292424   0.0159319
          99     0.34448    0.292949   0.0157797
         100     0.21436    0.292164   0.0156414
