#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.406398    0.406398           0
           2    0.488136    0.447267   0.0288986
           3    0.460512    0.451682   0.0196001
           4     0.42518    0.445056   0.0157802
           5     0.36875    0.429795   0.0185929
           6    0.517416    0.444398   0.0204397
           7    0.466448    0.447548   0.0177608
           8    0.495688    0.453566   0.0165287
           9    0.381238    0.445529   0.0165308
          10    0.513488    0.452325   0.0162145
          11    0.376542    0.445436   0.0161379
          12    0.512556    0.451029   0.0157325
          13     0.50356     0.45507   0.0150323
          14    0.353952    0.447847   0.0155975
          15     0.51055    0.452027   0.0151075
          16     0.35344    0.445866   0.0153685
          17    0.435558    0.445259   0.0144765
          18    0.448432    0.445436   0.0136733
          19     0.45938    0.446169   0.0129733
          20    0.361262    0.441924   0.0130007
          21     0.56346    0.447712    0.013609
          22    0.501918    0.450175   0.0132116
          23     0.40864     0.44837     0.01276
          24     0.45702     0.44873   0.0122334
          25      0.4088    0.447133   0.0118479
          26     0.43272    0.446578   0.0114051
          27    0.397568    0.444763   0.0111262
          28    0.547792    0.448443    0.011321
          29    0.473502    0.449307   0.0109635
          30     0.43038    0.448676   0.0106162
          31      0.4472    0.448628   0.0102739
          32    0.417118    0.447644  0.00999989
          33     0.38326    0.445693  0.00988536
          34    0.396176    0.444236   0.0097013
          35    0.417888    0.443483  0.00945328
          36     0.34395    0.440719  0.00958649
          37    0.521288    0.442896  0.00957151
          38    0.429988    0.442556  0.00932565
          39    0.488392    0.443732  0.00916029
          40    0.462672    0.444205  0.00894352
          41    0.331502    0.441456  0.00913806
          42    0.355158    0.439402  0.00914858
          43    0.543038    0.441812  0.00924785
          44    0.367862    0.440131  0.00918912
          45     0.40342    0.439315  0.00902106
          46    0.486032    0.440331  0.00888193
          47     0.43008    0.440113  0.00869563
          48    0.501838    0.441399  0.00860903
          49    0.386116     0.44027  0.00850694
          50      0.5091    0.441647  0.00844745
          51     0.39742     0.44078  0.00832621
          52     0.43918    0.440749  0.00816614
          53     0.44855    0.440896  0.00801339
          54     0.40656     0.44026  0.00789018
          55    0.469808    0.440798  0.00776499
          56    0.589992    0.443462  0.00807045
          57    0.525432      0.4449  0.00805597
          58    0.500988    0.445867   0.0079749
          59    0.403502    0.445149  0.00787199
          60     0.52155    0.446422   0.0078431
          61    0.418998    0.445973   0.0077274
          62    0.388088    0.445039  0.00765896
          63    0.411408    0.444505  0.00755597
          64    0.469512    0.444896    0.007448
          65    0.420088    0.444514  0.00734319
          66    0.425888    0.444232  0.00723735
          67    0.420238    0.443874  0.00713818
          68     0.56034    0.445587  0.00723577
          69     0.34034    0.444061   0.0072899
          70    0.360368    0.442866  0.00728315
          71    0.442388    0.442859  0.00718057
          72     0.40722    0.442364  0.00709788
          73    0.492272    0.443048   0.0070335
          74    0.538836    0.444342  0.00705656
          75    0.508742    0.445201  0.00701452
          76    0.482188    0.445687  0.00693909
          77    0.421472    0.445373  0.00685609
          78    0.415368    0.444988  0.00677897
          79    0.427392    0.444766  0.00669682
          80     0.46892    0.445067  0.00661992
          81    0.479902    0.445498  0.00655214
          82    0.477622    0.445889  0.00648394
          83    0.518478    0.446764  0.00646453
          84    0.458136    0.446899  0.00638899
          85    0.416448    0.446541  0.00632386
          86    0.432112    0.446373  0.00625255
          87     0.44054    0.446306  0.00618104
          88    0.485088    0.446747   0.0061265
          89    0.394072    0.446155  0.00608618
          90    0.411552     0.44577  0.00603069
          91    0.447278    0.445787  0.00596444
          92     0.51595     0.44655  0.00594817
          93    0.453608    0.446626  0.00588469
          94    0.455168    0.446716  0.00582279
          95    0.425542    0.446494  0.00576576
          96    0.517168     0.44723  0.00575251
          97    0.380356     0.44654  0.00573437
          98    0.414656    0.446215  0.00568508
          99    0.451152    0.446265  0.00562787
         100     0.45746    0.446377  0.00557271
