#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     1.54476     1.54476           0
           2       1.464     1.50438    0.028553
           3        1.09     1.36625    0.114375
           4      1.2766     1.34384     0.08795
           5     1.48604     1.37228   0.0748171
           6     1.28732     1.35812   0.0636734
           7     1.36716     1.35941   0.0545903
           8     1.35912     1.35938   0.0477666
           9     1.45192     1.36966   0.0435519
          10     1.43292     1.37598   0.0396535
          11     1.60316     1.39664   0.0410762
          12     1.20692     1.38083   0.0405817
          13     1.22416     1.36878   0.0392086
          14     1.31396     1.36486    0.036603
          15     1.28928     1.35982   0.0345079
          16     1.36488     1.36014   0.0323526
          17     1.24164     1.35317   0.0311913
          18     1.57288     1.36537   0.0317572
          19     1.34036     1.36406    0.030113
          20       1.445      1.3681   0.0288781
          21       1.429       1.371   0.0276481
          22     1.23828     1.36497   0.0270416
          23     1.44728     1.36855   0.0261016
          24     1.22768     1.36268   0.0256655
          25     1.24876     1.35812   0.0250401
          26     1.39084     1.35938   0.0241086
          27      1.2674     1.35597   0.0234552
          28     1.26952     1.35289   0.0228198
          29     1.32076     1.35178   0.0220598
          30     1.45112     1.35509   0.0215716
          31     1.40104     1.35657   0.0209266
          32     1.40632     1.35813   0.0203303
          33     1.43792     1.36055   0.0198575
          34     1.39516     1.36156   0.0192995
          35      1.2696     1.35894   0.0189261
          36     1.21428     1.35492   0.0188221
          37     1.21348      1.3511   0.0186976
          38      1.3518     1.35111   0.0182055
          39      1.4328     1.35321   0.0178588
          40     1.34404     1.35298   0.0174138
          41       1.499     1.35654   0.0173495
          42     1.46268     1.35907   0.0171194
          43      1.1864     1.35505   0.0171858
          44     1.44584     1.35712   0.0169186
          45      1.4296     1.35873   0.0166192
          46     1.34268     1.35838   0.0162615
          47     1.21628     1.35535   0.0161942
          48     1.35616     1.35537   0.0158568
          49     1.28796       1.354   0.0155927
          50     1.24808     1.35188   0.0154241
          51     1.28936     1.35065   0.0151703
          52     1.46416     1.35283   0.0150348
          53     1.14512     1.34891   0.0152534
          54     1.29248     1.34787   0.0150067
          55     1.30008       1.347   0.0147589
          56      1.3888     1.34775   0.0145143
          57     1.40564     1.34876   0.0142951
          58     1.41996     1.34999   0.0141012
          59      1.4214      1.3512   0.0139141
          60     1.45204     1.35288   0.0137833
          61      1.2506      1.3512    0.013659
          62      1.2476     1.34953   0.0135405
          63     1.39444     1.35025   0.0133443
          64     1.22016     1.34821   0.0132897
          65     1.33188     1.34796   0.0130876
          66     1.43628      1.3493   0.0129576
          67     1.15868     1.34646   0.0130728
          68     1.33084     1.34623   0.0128825
          69     1.33724      1.3461   0.0126965
          70     1.39444     1.34679   0.0125339
          71     1.29372     1.34604   0.0123796
          72     1.39044     1.34666    0.012223
          73     1.34124     1.34658   0.0120558
          74      1.2422     1.34517   0.0119751
          75     1.33212       1.345   0.0118167
          76     1.33916     1.34492   0.0116615
          77     1.20064     1.34305   0.0116596
          78     1.06424     1.33947   0.0120456
          79     1.29716     1.33894    0.011905
          80     1.39196      1.3396   0.0117746
          81     1.34592     1.33968   0.0116295
          82      1.3468     1.33976    0.011488
          83     1.61144     1.34304   0.0118067
          84     1.50132     1.34492   0.0118156
          85     1.29644     1.34435   0.0116903
          86     1.32552     1.34413   0.0115564
          87      1.4682     1.34556   0.0115113
          88     1.22936     1.34424   0.0114559
          89     1.28056     1.34352   0.0113495
          90     1.25148      1.3425   0.0112694
          91      1.4424      1.3436   0.0111989
          92     1.31192     1.34325   0.0110825
          93     1.36528     1.34349   0.0109658
          94     1.40132     1.34411   0.0108664
          95     1.13736     1.34193   0.0109678
          96     1.31572     1.34166    0.010857
          97     1.46108     1.34289   0.0108146
          98     1.18864     1.34131   0.0108182
          99      1.2726     1.34062   0.0107312
         100      1.3688      1.3409   0.0106275
