#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1     0.01384     0.01384           0
           2      0.0412     0.02752  0.00967322
           3     0.01512   0.0233867  0.00727852
           4     0.01644     0.02165  0.00566229
           5      0.0428     0.02588  0.00590201
           6     0.02428   0.0256133  0.00492436
           7     0.05036   0.0291486  0.00534119
           8     0.01688    0.027615  0.00488875
           9     0.01056     0.02572  0.00469849
          10      0.0252    0.025668  0.00422893
          11     -0.0122   0.0222255  0.00505508
          12     0.00276   0.0206033  0.00488716
          13      0.0296   0.0212954  0.00455996
          14      0.0146   0.0208171  0.00425925
          15      0.0282   0.0213093  0.00400364
          16     0.01768   0.0210825  0.00375983
          17     0.01304   0.0206094   0.0035683
          18     0.06672   0.0231711  0.00418988
          19     0.02432   0.0232316  0.00396979
          20     0.02884    0.023512   0.0037812
          21      0.0728    0.025859  0.00426785
          22     0.03196   0.0261364  0.00408285
          23      0.0316   0.0263739  0.00391224
          24     0.01964   0.0260933  0.00375928
          25      0.0338   0.0264016  0.00362153
          26     0.03628   0.0267815  0.00350211
          27     0.08268   0.0288519  0.00393707
          28    -0.01236     0.02738  0.00406228
          29      0.0416   0.0278703  0.00395168
          30     0.03744   0.0281893  0.00383281
          31      0.0732   0.0296413  0.00397469
          32     0.08392   0.0313375  0.00419683
          33      0.0368    0.031503  0.00407292
          34        0.03   0.0314588  0.00395337
          35     0.02732   0.0313406  0.00384218
          36     0.04076   0.0316022  0.00374435
          37     0.03732   0.0317568  0.00364634
          38      0.0014   0.0309579  0.00363684
          39     0.02864   0.0308985  0.00354408
          40     0.03796    0.031075  0.00345987
          41     0.02888   0.0310215   0.0033759
          42     0.02196   0.0308057   0.0033024
          43      0.0098   0.0303172  0.00326154
          44     0.03236   0.0303636  0.00318774
          45      0.0658   0.0311511  0.00321269
          46     0.03596   0.0312557  0.00314455
          47    -0.01392   0.0302945   0.0032212
          48     0.00036   0.0296708   0.0032139
          49    -0.00732   0.0289159  0.00323575
          50     0.02032    0.028744   0.0031756
          51     0.02056   0.0285835  0.00311739
          52    -0.00068   0.0280208  0.00310782
          53     0.01488   0.0277728  0.00305905
          54     0.04636    0.028117  0.00302171
          55     0.00788   0.0277491  0.00298908
          56     0.02724     0.02774  0.00293572
          57    -0.01024   0.0270737  0.00295887
          58     0.02248   0.0269945  0.00290891
          59     0.01936   0.0268651  0.00286249
          60     0.03856     0.02706  0.00282141
          61     0.01092   0.0267954  0.00278753
          62     0.03356   0.0269045  0.00274471
          63     0.02748   0.0269137  0.00270116
          64     0.01584   0.0267406  0.00266449
          65     0.06472   0.0273249   0.0026868
          66     0.03868    0.027497  0.00265159
          67     0.04228   0.0277176  0.00262118
          68     0.00048   0.0273171  0.00261306
          69     0.06388    0.027847  0.00262837
          70     0.04148   0.0280417  0.00259802
          71     0.02756   0.0280349  0.00256144
          72     0.00548   0.0277217  0.00254495
          73       0.015   0.0275474  0.00251605
          74      0.0628   0.0280238  0.00252674
          75     0.01172   0.0278064  0.00250239
          76     0.02704   0.0277963  0.00246948
          77     0.00184   0.0274592  0.00246031
          78    -0.00784   0.0270067  0.00247004
          79     0.05732   0.0273904   0.0024684
          80     0.03736    0.027515  0.00244068
          81      0.0192   0.0274123  0.00241271
          82    -0.01616    0.026881   0.0024411
          83      0.0294   0.0269113  0.00241188
          84     0.01456   0.0267643  0.00238764
          85     0.06104   0.0271675  0.00239336
          86     0.02788   0.0271758  0.00236555
          87     0.02208   0.0271172  0.00233908
          88     0.04004   0.0272641  0.00231711
          89    -0.00588   0.0268917   0.0023208
          90     0.02428   0.0268627   0.0022952
          91     0.01664   0.0267503  0.00227272
          92     0.01776   0.0266526  0.00225012
          93     0.01592   0.0265372  0.00222888
          94     0.03556   0.0266332  0.00220724
          95     0.03516   0.0267229  0.00218583
          96    -0.01216   0.0263179  0.00220027
          97     0.02484   0.0263027  0.00217763
          98    -0.00452   0.0259882  0.00217801
          99     0.02132    0.025941  0.00215652
         100       0.004   0.0257216  0.00214609
