#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.351022    0.351022           0
           2    0.361211    0.356116  0.00360218
           3    0.360998    0.357744  0.00274443
           4    0.339314    0.353136   0.0044898
           5     0.35359    0.353227  0.00359276
           6    0.357763    0.353983  0.00307248
           7    0.330076    0.350568  0.00411498
           8    0.357656    0.351454  0.00369477
           9    0.329006     0.34896   0.0040393
          10    0.329698    0.347033  0.00406879
          11    0.368607    0.348995   0.0041447
          12    0.366553    0.350458  0.00404935
          13    0.311823    0.347486  0.00470365
          14    0.323135    0.345747  0.00467823
          15    0.308699    0.343277  0.00497577
          16    0.311574    0.341295  0.00504389
          17    0.313747    0.339675  0.00500074
          18    0.384984    0.342192  0.00531886
          19    0.371333    0.343726  0.00525539
          20     0.32907    0.342993  0.00504346
          21    0.340827     0.34289  0.00480435
          22    0.328667    0.342243  0.00462926
          23    0.340592    0.342171  0.00442854
          24    0.368004    0.343248  0.00437286
          25    0.309699    0.341906  0.00439904
          26    0.391498    0.343813  0.00462491
          27    0.346294    0.343905  0.00445453
          28    0.363088     0.34459  0.00434781
          29    0.325649    0.343937  0.00424665
          30     0.34658    0.344025  0.00410601
          31    0.319939    0.343248  0.00404641
          32    0.359488    0.343756  0.00395165
          33    0.326032    0.343219  0.00386823
          34    0.338774    0.343088  0.00375667
          35    0.325247    0.342578  0.00368376
          36    0.323158    0.342039  0.00362071
          37    0.392615    0.343406  0.00377207
          38    0.330899    0.343077  0.00368714
          39    0.334781    0.342864  0.00359872
          40    0.344543    0.342906    0.003509
          41    0.389513    0.344043  0.00360284
          42    0.348421    0.344147  0.00351857
          43    0.336502    0.343969  0.00344123
          44    0.346693    0.344031  0.00336358
          45    0.298111     0.34301  0.00344014
          46    0.297816    0.342028  0.00350285
          47    0.335632    0.341892  0.00343096
          48    0.344005    0.341936  0.00335976
          49    0.336798    0.341831  0.00329283
          50    0.298485    0.340964  0.00333915
          51    0.333572    0.340819  0.00327682
          52    0.336138    0.340729  0.00321504
          53    0.341404    0.340742   0.0031544
          54    0.339332    0.340716  0.00309609
          55    0.350636    0.340896  0.00304505
          56    0.365439    0.341334  0.00302205
          57    0.343215    0.341367  0.00296921
          58    0.309738    0.340822  0.00296767
          59    0.370592    0.341327  0.00295996
          60    0.338253    0.341275  0.00291107
          61    0.310441     0.34077   0.0029069
          62     0.33923    0.340745  0.00286012
          63    0.324007    0.340479  0.00282704
          64    0.342679    0.340514  0.00278307
          65    0.342085    0.340538  0.00274036
          66    0.325952    0.340317  0.00270774
          67     0.34476    0.340383  0.00266814
          68    0.389308    0.341103  0.00272418
          69    0.329652    0.340937  0.00268975
          70    0.314301    0.340556   0.0026781
          71    0.349822    0.340687  0.00264356
          72    0.337481    0.340642  0.00260722
          73    0.327662    0.340465  0.00257756
          74    0.345578    0.340534  0.00254366
          75     0.32479    0.340324  0.00251839
          76    0.321875    0.340081  0.00249692
          77    0.310419    0.339696  0.00249403
          78    0.344297    0.339755  0.00246276
          79    0.403704    0.340564  0.00256117
          80    0.324498    0.340363  0.00253701
          81    0.362899    0.340642   0.0025209
          82    0.346016    0.340707  0.00249101
          83    0.349917    0.340818  0.00246347
          84    0.320196    0.340573  0.00244634
          85    0.313164     0.34025  0.00243872
          86    0.329827    0.340129  0.00241337
          87    0.376914    0.340552  0.00242239
          88    0.374493    0.340937  0.00242537
          89    0.344573    0.340978  0.00239846
          90    0.338698    0.340953  0.00237195
          91    0.321591     0.34074  0.00235541
          92    0.397648    0.341359  0.00240966
          93    0.338616    0.341329  0.00238393
          94    0.345491    0.341374  0.00235898
          95    0.371685    0.341693  0.00235562
          96    0.356749    0.341849   0.0023363
          97    0.350228    0.341936  0.00231381
          98    0.359269    0.342113  0.00229695
          99    0.359317    0.342286  0.00228031
         100    0.313015    0.341994  0.00227622
