#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1     0.09272     0.09272           0
           2     0.06976     0.08124  0.00811759
           3     0.04516   0.0692133   0.0112122
           4     0.01232     0.05499   0.0149145
           5      0.1298    0.069952   0.0179291
           6     0.09288   0.0737733   0.0153427
           7     0.10556   0.0783143   0.0138066
           8     0.07848    0.078335   0.0120807
           9     0.04608   0.0747511   0.0112575
          10     0.07756    0.075032   0.0101353
          11     0.00396   0.0685709   0.0110836
          12     0.04652   0.0667333   0.0103112
          13     0.12208   0.0709908   0.0103597
          14     0.07036   0.0709457  0.00961983
          15     0.08848   0.0721147  0.00904925
          16     0.02848   0.0693875  0.00888512
          17      0.0442   0.0679059   0.0084851
          18     0.13748   0.0717711  0.00885039
          19     0.10304   0.0734168  0.00853622
          20     0.08468     0.07398  0.00812797
          21     0.08728   0.0746133  0.00776556
          22     0.09916   0.0757291   0.0074923
          23     0.02244   0.0734122  0.00751626
          24     0.09276   0.0742183  0.00724619
          25     0.13244   0.0765472  0.00732102
          26      0.0894   0.0770415  0.00705611
          27     0.14012   0.0793778  0.00717111
          28     0.02464   0.0774229  0.00717652
          29     0.10052   0.0782193  0.00697311
          30      0.1176    0.079532  0.00686312
          31     0.11384   0.0806387  0.00673037
          32     0.15212   0.0828725  0.00688076
          33     0.11532   0.0838558  0.00674214
          34     0.12672   0.0851165  0.00666067
          35      0.0402   0.0838331  0.00659283
          36      0.0854   0.0838767  0.00640984
          37     0.10572    0.084467  0.00626373
          38      0.0642   0.0839337  0.00612156
          39      0.0956   0.0842328   0.0059719
          40     0.17064    0.086393    0.006201
          41     0.02744   0.0849551  0.00621423
          42     0.04048   0.0838962  0.00615583
          43      0.0728   0.0836381  0.00601808
          44     0.06424   0.0831973  0.00589743
          45     0.11328   0.0838658  0.00580415
          46     0.04248   0.0829661  0.00574727
          47     0.00448   0.0812962  0.00586258
          48     0.04216   0.0804808  0.00579686
          49    -0.00432   0.0787502  0.00593127
          50     0.06688   0.0785128  0.00581739
          51    -0.00264   0.0769216  0.00591695
          52     0.08248   0.0770285  0.00580413
          53     0.06696   0.0768385  0.00569773
          54      0.0554   0.0764415  0.00560603
          55     0.05508   0.0760531  0.00551754
          56     0.07568   0.0760464  0.00541901
          57     0.01212   0.0749249  0.00543876
          58     0.09212   0.0752214  0.00535306
          59    -0.00556   0.0738522  0.00543461
          60      0.0828   0.0740013  0.00534608
          61     0.09356    0.074322  0.00526805
          62     0.07488    0.074331  0.00518309
          63     0.10576   0.0748298  0.00512477
          64     0.09784   0.0751894  0.00505729
          65     0.14144   0.0762086  0.00508115
          66      0.1068   0.0766721  0.00502526
          67     0.10656   0.0771182  0.00497002
          68     0.03808   0.0765441  0.00492998
          69     0.08132   0.0766133  0.00485901
          70      0.0754    0.076596  0.00478963
          71     0.00432    0.075578  0.00482914
          72     0.03544   0.0750206  0.00479413
          73     0.13932   0.0759014   0.0048087
          74     0.10868   0.0763443  0.00476407
          75     0.03416   0.0757819  0.00473364
          76      0.1002   0.0761032  0.00468224
          77     0.01708   0.0753366  0.00468376
          78       4e-05   0.0743713  0.00472214
          79     0.13932   0.0751934   0.0047334
          80     0.13848   0.0759845  0.00473987
          81     0.06424   0.0758395  0.00468357
          82     0.08348   0.0759327  0.00462738
          83     0.04224   0.0755267   0.0045894
          84      0.0592   0.0753324  0.00453888
          85     0.09836   0.0756033  0.00449356
          86     0.08264   0.0756851  0.00444205
          87     0.10696   0.0760446  0.00440552
          88     0.08376   0.0761323  0.00435633
          89      0.0508   0.0758476  0.00431667
          90     0.08512   0.0759507  0.00426993
          91     0.02352   0.0753745  0.00426171
          92     0.05488   0.0751517   0.0042212
          93     0.11012   0.0755277  0.00419253
          94     0.07892   0.0755638  0.00414808
          95     0.09148   0.0757314   0.0041078
          96     0.02356   0.0751879   0.0041008
          97     0.14172   0.0758738  0.00411548
          98     0.06444   0.0757571  0.00407514
          99      0.0982   0.0759838  0.00404028
         100      0.0172    0.075396  0.00404242
