#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -0.66864    -0.66864           0
           2    -0.64528    -0.65696  0.00825901
           3    -0.64472    -0.65288  0.00643535
           4      -0.656    -0.65366  0.00487355
           5    -0.64408   -0.651744  0.00425885
           6    -0.65936   -0.653013  0.00373341
           7    -0.64224   -0.651474  0.00350296
           8    -0.64984    -0.65127  0.00307104
           9    -0.65648   -0.651849  0.00278384
          10    -0.63776    -0.65044  0.00283968
          11    -0.64288   -0.649753   0.0026634
          12    -0.64096    -0.64902  0.00254024
          13    -0.63424   -0.647883  0.00258678
          14    -0.63696   -0.647103  0.00251692
          15    -0.65672   -0.647744  0.00242942
          16       -0.66    -0.64851   0.0023953
          17    -0.64256    -0.64816  0.00227982
          18    -0.65208   -0.648378  0.00216354
          19     -0.6424   -0.648063  0.00207242
          20     -0.6488     -0.6481  0.00196913
          21    -0.63976   -0.647703  0.00191499
          22     -0.6572   -0.648135  0.00187597
          23    -0.64456   -0.647979  0.00180083
          24    -0.65528   -0.648283   0.0017513
          25    -0.63608   -0.647795  0.00174796
          26    -0.65608   -0.648114  0.00170952
          27    -0.63552   -0.647647  0.00170866
          28    -0.63832   -0.647314  0.00167979
          29    -0.65136   -0.647454  0.00162765
          30       -0.65   -0.647539  0.00157561
          31    -0.63856   -0.647249  0.00155117
          32    -0.64928   -0.647312    0.001504
          33    -0.64096    -0.64712  0.00147069
          34    -0.65656   -0.647398  0.00145341
          35    -0.65864   -0.647719  0.00144694
          36    -0.65112   -0.647813  0.00140983
          37      -0.644    -0.64771  0.00137549
          38    -0.63832   -0.647463  0.00136131
          39    -0.63648   -0.647182  0.00135522
          40    -0.65024   -0.647258  0.00132349
          41    -0.64976   -0.647319  0.00129262
          42    -0.65184   -0.647427  0.00126632
          43    -0.65656   -0.647639  0.00125455
          44     -0.6516   -0.647729  0.00122927
          45     -0.6512   -0.647806  0.00120437
          46    -0.65048   -0.647864  0.00117959
          47    -0.64304   -0.647762  0.00115895
          48     -0.6492   -0.647792  0.00113519
          49    -0.65776   -0.647995   0.0011301
          50      -0.646   -0.647955  0.00110821
          51    -0.64888   -0.647973  0.00108662
          52    -0.65096   -0.648031  0.00106724
          53    -0.63752   -0.647832  0.00106537
          54    -0.65184   -0.647907  0.00104823
          55    -0.64808    -0.64791  0.00102917
          56     -0.6564   -0.648061   0.0010219
          57    -0.64688   -0.648041  0.00100418
          58    -0.64112   -0.647921 0.000993934
          59    -0.64424   -0.647859 0.000979044
          60    -0.65592   -0.647993 0.000971901
          61    -0.64176   -0.647891 0.000961325
          62    -0.64168   -0.647791 0.000951025
          63    -0.64752   -0.647787 0.000935939
          64    -0.65344   -0.647875 0.000925474
          65    -0.64464   -0.647825 0.000912574
          66    -0.65936      -0.648 0.000915329
          67    -0.64848   -0.648007 0.000901695
          68    -0.64504   -0.647964  0.00088949
          69     -0.6444   -0.647912 0.000878097
          70     -0.6552   -0.648016 0.000871704
          71      -0.652   -0.648072  0.00086123
          72    -0.64328   -0.648006 0.000851837
          73    -0.66048   -0.648176 0.000857136
          74    -0.64432   -0.648124 0.000847136
          75    -0.64416   -0.648071 0.000837488
          76     -0.6552   -0.648165 0.000831705
          77    -0.64408   -0.648112 0.000822594
          78    -0.65424   -0.648191 0.000815791
          79    -0.64352   -0.648132 0.000807604
          80    -0.65296   -0.648192 0.000799761
          81    -0.66168   -0.648359 0.000807036
          82    -0.64408   -0.648306 0.000798879
          83       -0.64   -0.648206 0.000795498
          84    -0.65264   -0.648259 0.000787777
          85     -0.6408   -0.648171 0.000783381
          86     -0.6488   -0.648179 0.000774306
          87    -0.65056   -0.648206  0.00076589
          88    -0.64376   -0.648155 0.000758851
          89     -0.6508   -0.648185 0.000750906
          90    -0.64456   -0.648145 0.000743642
          91     -0.6528   -0.648196 0.000737228
          92    -0.64944    -0.64821 0.000729339
          93    -0.65424   -0.648274 0.000724373
          94    -0.64992   -0.648292 0.000716878
          95    -0.63432   -0.648145 0.000724262
          96    -0.64712   -0.648134 0.000716796
          97    -0.63848   -0.648035 0.000716283
          98    -0.64824   -0.648037 0.000708977
          99    -0.64528   -0.648009 0.000702362
         100    -0.64664   -0.647995 0.000695472
