#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.387406    0.387406           0
           2    0.394626    0.391016  0.00255251
           3    0.316839     0.36629   0.0202602
           4    0.407457    0.376582   0.0176163
           5     0.49013    0.399292   0.0247223
           6    0.455743      0.4087   0.0223205
           7    0.437535    0.412819   0.0195083
           8    0.548069    0.429726   0.0232695
           9    0.386267    0.424897   0.0211791
          10      0.3754    0.419947    0.019631
          11    0.352392    0.413806   0.0187825
          12    0.481812    0.419473    0.018052
          13     0.44463    0.421408   0.0167668
          14    0.396251    0.419611   0.0156652
          15    0.457078    0.422109   0.0148186
          16     0.41822    0.421866   0.0138944
          17    0.352494    0.417785   0.0136632
          18    0.355746    0.414339   0.0133318
          19    0.473284    0.417441   0.0129861
          20    0.322662    0.412702   0.0131731
          21     0.50367    0.417034   0.0132389
          22    0.505208    0.421042   0.0132299
          23    0.413852    0.420729   0.0126584
          24    0.349808    0.417774   0.0124711
          25    0.352327    0.415156   0.0122439
          26    0.489796    0.418027   0.0121049
          27    0.580712    0.424052   0.0130704
          28    0.450079    0.424982   0.0126366
          29    0.421772    0.424871   0.0122014
          30    0.534982    0.428542   0.0123344
          31    0.418685    0.428224   0.0119406
          32    0.466105    0.429407    0.011626
          33    0.411532    0.428866   0.0112863
          34    0.489686    0.430655   0.0110952
          35    0.362308    0.428702   0.0109487
          36    0.316363    0.425581   0.0110803
          37    0.311077    0.422487   0.0112047
          38    0.354249    0.420691   0.0110528
          39    0.552396    0.424068   0.0112735
          40    0.369705    0.422709   0.0110733
          41    0.280319    0.419236   0.0113347
          42    0.336812    0.417273   0.0112335
          43    0.537725    0.420075   0.0113161
          44      0.4394    0.420514   0.0110674
          45    0.377103    0.419549   0.0108634
          46    0.434755     0.41988   0.0106323
          47    0.372453    0.418871   0.0104539
          48    0.399859    0.418475   0.0102436
          49    0.373472    0.417556   0.0100756
          50    0.523128    0.419668   0.0100929
          51    0.386309    0.419013  0.00991617
          52    0.396068    0.418572  0.00973529
          53    0.386894    0.417974  0.00956994
          54    0.386659    0.417395  0.00941027
          55    0.430548    0.417634  0.00924221
          56    0.389567    0.417133  0.00909075
          57    0.576412    0.419927  0.00935089
          58    0.424568    0.420007  0.00919001
          59    0.307743    0.418104  0.00922913
          60    0.405431    0.417893  0.00907773
          61    0.465387    0.418672  0.00896224
          62    0.296343    0.416698  0.00903226
          63     0.48885    0.417844   0.0089612
          64    0.285434    0.415775  0.00905686
          65    0.454008    0.416363   0.0089366
          66    0.355265    0.415437  0.00884902
          67    0.438877    0.415787  0.00872386
          68    0.456357    0.416384  0.00861594
          69    0.551157    0.418337  0.00870966
          70    0.419521    0.418354  0.00858525
          71    0.528927    0.419911  0.00860442
          72    0.380588    0.419365  0.00850223
          73     0.51119    0.420623   0.0084783
          74    0.547902    0.422343  0.00853642
          75    0.462184    0.422874  0.00843911
          76    0.393111    0.422483  0.00833715
          77    0.474726    0.423161  0.00825644
          78    0.395624    0.422808  0.00815813
          79    0.455831    0.423226  0.00806556
          80    0.276375     0.42139  0.00817096
          81    0.415794    0.421321  0.00807038
          82    0.435905    0.421499  0.00797392
          83    0.442838    0.421756  0.00788199
          84    0.334544    0.420718  0.00785624
          85    0.385854    0.420308  0.00777451
          86    0.471719    0.420906  0.00770706
          87    0.509168     0.42192  0.00768495
          88    0.346639    0.421065  0.00764509
          89    0.251579     0.41916  0.00779276
          90    0.356775    0.418467  0.00773694
          91    0.466024     0.41899  0.00766955
          92     0.33933    0.418124  0.00763491
          93    0.399161     0.41792  0.00755553
          94    0.436751     0.41812  0.00747781
          95     0.45487    0.418507  0.00740909
          96    0.332894    0.417615  0.00738539
          97    0.401418    0.417448  0.00731114
          98    0.412484    0.417398  0.00723671
          99    0.473307    0.417962  0.00718562
         100    0.437279    0.418156  0.00711636
