#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1     0.45192     0.45192           0
           2     0.34408       0.398   0.0381272
           3       0.636    0.477333    0.069584
           4     0.40252     0.45863   0.0546438
           5      0.7678    0.520464   0.0704965
           6      0.4084    0.501787   0.0611713
           7     0.34364    0.479194   0.0564506
           8     0.60276     0.49464    0.051464
           9     0.23568    0.465867   0.0531845
          10       0.607     0.47998   0.0497034
          11     0.67352    0.497575   0.0481985
          12     0.36252     0.48632    0.045477
          13     0.44872    0.483428   0.0420707
          14     0.53016    0.486766   0.0391978
          15     0.68168     0.49976   0.0386785
          16     0.33944     0.48974   0.0375366
          17       0.428    0.486108   0.0355038
          18     0.52856    0.488467   0.0336096
          19     0.59132     0.49388   0.0322737
          20       0.287    0.483536   0.0322751
          21     0.47496    0.483128   0.0307408
          22     0.39148    0.478962   0.0296244
          23     0.29564    0.470991   0.0293891
          24      0.3316    0.465183   0.0287327
          25     0.73016    0.475782   0.0294736
          26     0.36656    0.471582   0.0286378
          27     0.30456    0.465396   0.0282373
          28     0.41036     0.46343   0.0272972
          29     0.13948    0.452259   0.0285502
          30     0.60868    0.457473   0.0280706
          31     0.51256     0.45925   0.0272213
          32     0.70412    0.466902   0.0274251
          33      0.6308    0.471869     0.02704
          34      0.6786    0.477949   0.0269196
          35     0.68948    0.483993   0.0268204
          36     0.46192     0.48338   0.0260824
          37     0.44876    0.482444   0.0253942
          38     0.47564    0.482265   0.0247266
          39     0.17676    0.474432    0.025303
          40     0.51164    0.475362   0.0246875
          41     0.65104    0.479647   0.0244544
          42     0.28236     0.47495   0.0243191
          43     0.45728    0.474539    0.023757
          44        0.62    0.477845    0.023446
          45     0.06644    0.468702    0.024643
          46     0.54144    0.470283    0.024158
          47     0.66416    0.474409   0.0239936
          48     0.49036    0.474741    0.023496
          49     0.54416    0.476158   0.0230592
          50     0.44388    0.475512    0.022607
          51     0.40856    0.474199   0.0222018
          52     0.60296    0.476675   0.0219125
          53     0.07728     0.46914    0.022758
          54     0.50564    0.469816   0.0223466
          55     0.51492    0.470636   0.0219553
          56      0.4474    0.470221   0.0215672
          57     0.42692    0.469461   0.0212022
          58      0.7228    0.473829   0.0212818
          59     0.43448    0.473162   0.0209315
          60     0.57792    0.474908   0.0206554
          61     0.48864    0.475133    0.020318
          62      0.6264    0.477573   0.0201362
          63     0.27676    0.474385   0.0200673
          64     0.51488    0.475018   0.0197637
          65     0.39692    0.473817   0.0194962
          66     0.18636    0.469461   0.0196812
          67     0.35884     0.46781   0.0194566
          68     0.43312      0.4673   0.0191772
          69     0.73868    0.471233   0.0192984
          70     0.72512     0.47486   0.0193605
          71     0.40604    0.473891   0.0191121
          72     0.19236    0.469981   0.0192424
          73     0.43496    0.469501   0.0189848
          74     0.47888    0.469628   0.0187287
          75     0.62008    0.471634   0.0185861
          76     0.25832    0.468827   0.0185523
          77     0.35376    0.467332   0.0183714
          78     0.45384    0.467159   0.0181367
          79     0.48292    0.467359   0.0179082
          80     0.58408    0.468818   0.0177437
          81     0.55548    0.469888   0.0175569
          82     0.45488    0.469705   0.0173437
          83     0.40312    0.468903   0.0171533
          84     0.46308    0.468833   0.0169492
          85      0.7862    0.472567   0.0171562
          86      0.5514    0.473484   0.0169811
          87     0.60188     0.47496     0.01685
          88     0.61856    0.476591   0.0167373
          89     0.58684     0.47783    0.016595
          90     0.44524    0.477468   0.0164146
          91     0.32812    0.475827   0.0163161
          92     0.63324    0.477538   0.0162282
          93      0.4346    0.477076   0.0160602
          94     0.43116    0.476588   0.0158968
          95      0.5324    0.477175   0.0157403
          96     0.65604    0.479038   0.0156863
          97     0.36784    0.477892   0.0155664
          98      0.5516    0.478644   0.0154257
          99     0.36888    0.477535   0.0153097
         100     0.44264    0.477186   0.0151605
