#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     50.0829     50.0829           0
           2     45.8041     47.9435     1.51278
           3     37.6563     44.5144     2.97594
           4     63.0609     49.1511     4.59405
           5     43.8512     48.0911     3.79556
           6     42.3775     47.1388     3.28025
           7     31.8936     44.9609      3.4599
           8     50.4679     45.6493     3.09513
           9     60.3371     47.2813     3.15225
          10     74.1905     49.9722      3.8165
          11     54.0884     50.3464     3.48784
          12     50.6193     50.3691     3.19726
          13     37.9657      49.415      3.0904
          14     62.1931     50.3278     3.00142
          15     40.3267      49.661     2.87442
          16       51.86     49.7985     2.69805
          17     54.0271     50.0472     2.55079
          18     58.8499     50.5362     2.45551
          19     49.0092     50.4559     2.32759
          20     44.1075     50.1384     2.23274
          21     45.1489     49.9008     2.13903
          22     43.5404     49.6117     2.06125
          23     29.5123     48.7378      2.1489
          24     27.2795     47.8437     2.23765
          25     21.6484     46.7959     2.38087
          26     42.9439     46.6478      2.2939
          27     43.0817     46.5157     2.21274
          28     56.0399     46.8558      2.1597
          29     43.7148     46.7475     2.08794
          30     56.0577     47.0579     2.04128
          31     39.3833     46.8103     1.99039
          32     36.5361     46.4892     1.95391
          33     50.7492     46.6183     1.89896
          34     46.2481     46.6074     1.84314
          35     62.9417     47.0741     1.84862
          36     34.3087     46.7195     1.83096
          37     26.2131     46.1653     1.86347
          38     46.7224       46.18     1.81449
          39     22.1251     45.5632     1.86986
          40      25.094     45.0515     1.89184
          41     35.7559     44.8247     1.85924
          42     32.8541     44.5397     1.83668
          43     38.3436     44.3956     1.79961
          44      31.484     44.1022     1.78248
          45     47.4323     44.1762      1.7444
          46     27.5959     43.8157     1.74332
          47     43.6621     43.8125     1.70623
          48     53.3791     44.0118     1.68229
          49      48.836     44.1102     1.65083
          50     37.2293     43.9726     1.62354
          51     35.4665     43.8058     1.60025
          52     36.9199     43.6734     1.57495
          53     21.4981      43.255     1.59984
          54     39.4608     43.1847     1.57176
          55     31.6404     42.9748     1.55713
          56     42.3167     42.9631     1.52937
          57     48.4088     43.0586     1.50552
          58       46.29     43.1143     1.48059
          59     33.0248     42.9433     1.46534
          60     37.8905     42.8591     1.44334
          61     36.2325     42.7505     1.42376
          62     34.7144     42.6209     1.40668
          63     27.8616     42.3866     1.40373
          64     38.0912     42.3195      1.3834
          65     21.2529     41.9954     1.39956
          66     35.5537     41.8978     1.38176
          67     53.8903     42.0768     1.37268
          68     45.5419     42.1277     1.35344
          69     56.7952     42.3403     1.35041
          70     58.9667     42.5778     1.35185
          71     31.5421     42.4224     1.34171
          72     42.2591     42.4201     1.32308
          73     35.8551     42.3302     1.30801
          74     42.9851      42.339     1.29036
          75     46.2671     42.3914     1.27422
          76      55.506      42.564     1.26909
          77     35.5445     42.4728     1.25587
          78     58.5069     42.6784     1.25648
          79     39.0779     42.6328     1.24141
          80     42.0509     42.6255     1.22591
          81     50.3344     42.7207     1.21446
          82      35.702     42.6351     1.20267
          83     30.7977     42.4925      1.1966
          84     48.2512      42.561     1.18432
          85     42.7476     42.5632     1.17039
          86     30.9956     42.4287     1.16448
          87     32.2277     42.3115     1.15698
          88     58.6331     42.4969     1.15861
          89     45.8064     42.5341     1.14619
          90     49.1865      42.608     1.13583
          91     26.4768     42.4308      1.1371
          92     41.2832     42.4183     1.12481
          93     61.1652     42.6199     1.13063
          94     57.5603     42.7788     1.12972
          95     50.1733     42.8567     1.12051
          96     49.3977     42.9248      1.1109
          97     46.3596     42.9602     1.10002
          98     44.5593     42.9765     1.08891
          99     33.8931     42.8848     1.08177
         100     46.3252     42.9192      1.0715
