#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1      -0.938      -0.938           0
           2    -0.92968    -0.93384  0.00294156
           3    -0.92488   -0.930853  0.00312929
           4    -0.95976    -0.93808  0.00668407
           5    -0.94456   -0.939376  0.00547146
           6    -0.92984   -0.937787  0.00478482
           7     -0.9184   -0.935017  0.00483683
           8    -0.93584    -0.93512  0.00423332
           9     -0.9552   -0.937351  0.00431098
          10    -0.97632   -0.941248  0.00535917
          11    -0.94912   -0.941964  0.00491952
          12    -0.94496   -0.942213  0.00451589
          13    -0.92432   -0.940837  0.00437325
          14     -0.9532    -0.94172  0.00414907
          15    -0.92488   -0.940597  0.00402149
          16    -0.94392   -0.940805   0.0037755
          17    -0.95776   -0.941802  0.00368279
          18    -0.95816   -0.942711  0.00358856
          19    -0.93976   -0.942556  0.00340305
          20    -0.93696   -0.942276  0.00324438
          21    -0.93992   -0.942164  0.00309182
          22    -0.93328    -0.94176  0.00297754
          23    -0.91416    -0.94056  0.00308042
          24    -0.91576   -0.939527  0.00312057
          25    -0.91496   -0.938544  0.00314667
          26    -0.93888   -0.938557  0.00302567
          27    -0.93512    -0.93843  0.00291628
          28    -0.95344   -0.938966  0.00286098
          29    -0.92944   -0.938637  0.00278112
          30    -0.94832    -0.93896  0.00270708
          31    -0.92616   -0.938547  0.00265106
          32    -0.91784     -0.9379  0.00264601
          33    -0.94528   -0.938124  0.00257526
          34    -0.94272   -0.938259  0.00250306
          35    -0.95968   -0.938871  0.00250525
          36    -0.91992   -0.938344  0.00249035
          37     -0.9196   -0.937838  0.00247404
          38    -0.93888   -0.937865  0.00240909
          39    -0.90432   -0.937005  0.00249615
          40    -0.90912   -0.936308  0.00252922
          41    -0.92776     -0.9361  0.00247611
          42    -0.92432   -0.935819  0.00243298
          43    -0.92416   -0.935548  0.00239146
          44    -0.92432   -0.935293  0.00235069
          45    -0.93384    -0.93526  0.00229867
          46     -0.9092   -0.934694  0.00231746
          47    -0.92888    -0.93457  0.00227145
          48    -0.94152   -0.934715  0.00222874
          49    -0.93008    -0.93462  0.00218526
          50    -0.92304   -0.934389   0.0021538
          51    -0.91624   -0.934033  0.00214076
          52     -0.9252   -0.933863  0.00210632
          53    -0.91392   -0.933487  0.00209992
          54    -0.92904   -0.933404  0.00206265
          55    -0.91808   -0.933126  0.00204388
          56    -0.92568   -0.932993   0.0020117
          57    -0.94128   -0.933138  0.00198165
          58    -0.93096   -0.933101  0.00194784
          59    -0.91688   -0.932826  0.00193413
          60    -0.92544   -0.932703  0.00190581
          61     -0.9204   -0.932501  0.00188521
          62    -0.92256   -0.932341  0.00186161
          63    -0.91456   -0.932058  0.00185333
          64    -0.93008   -0.932027  0.00182463
          65    -0.91608   -0.931782  0.00181298
          66    -0.91808   -0.931575  0.00179736
          67     -0.9452   -0.931778    0.001782
          68    -0.93504   -0.931826  0.00175644
          69    -0.95216   -0.932121  0.00175553
          70     -0.9512   -0.932393  0.00175148
          71     -0.9236   -0.932269  0.00173119
          72    -0.93168   -0.932261  0.00170716
          73    -0.92872   -0.932213  0.00168447
          74     -0.9292   -0.932172  0.00166219
          75    -0.93632   -0.932227  0.00164095
          76    -0.94792   -0.932434   0.0016323
          77    -0.92472   -0.932334  0.00161417
          78    -0.95176   -0.932583  0.00161258
          79    -0.93256   -0.932582  0.00159217
          80     -0.9364    -0.93263  0.00157298
          81    -0.94472   -0.932779  0.00156062
          82    -0.93152   -0.932764  0.00154167
          83    -0.91496   -0.932549  0.00153794
          84    -0.94416   -0.932688  0.00152583
          85    -0.93304   -0.932692  0.00150789
          86    -0.91576   -0.932495  0.00150315
          87    -0.92488   -0.932407  0.00148842
          88     -0.9556   -0.932671  0.00149466
          89    -0.94072   -0.932761   0.0014806
          90    -0.93736   -0.932812  0.00146503
          91    -0.91432   -0.932609  0.00146296
          92    -0.92728   -0.932551   0.0014482
          93    -0.95312   -0.932772  0.00144942
          94     -0.9488   -0.932943  0.00144399
          95    -0.93912   -0.933008  0.00143026
          96    -0.94488   -0.933132  0.00142069
          97    -0.92896   -0.933089   0.0014067
          98    -0.93256   -0.933083  0.00139236
          99    -0.92664   -0.933018  0.00137981
         100    -0.94016    -0.93309  0.00136786
