#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1     0.62236     0.62236           0
           2     0.84184      0.7321   0.0775979
           3     0.79788    0.754027   0.0547422
           4     0.33408     0.64904   0.0997612
           5     0.92824     0.70488   0.0941486
           6     0.51288     0.67288   0.0837189
           7     0.68368    0.674423   0.0717733
           8     0.73504       0.682   0.0632003
           9     0.59212    0.672013   0.0569616
          10     0.62348     0.66716   0.0514718
          11      0.7986    0.679109   0.0481596
          12      0.8702    0.695033   0.0467049
          13     0.69132    0.694748    0.043113
          14     0.27616    0.664849   0.0493233
          15      0.5448    0.656845   0.0466799
          16    -0.38536    0.591707   0.0767652
          17    -0.61496    0.520727   0.0998091
          18    -0.16524    0.482618    0.101279
          19      0.4312    0.479912   0.0959844
          20     0.53864    0.482848   0.0912301
          21     0.82592    0.499185   0.0883364
          22      0.9138    0.518031   0.0863081
          23     0.27836     0.50761   0.0831822
          24      0.1962    0.494635    0.080722
          25     0.59348    0.498589   0.0775898
          26     0.79176    0.509865   0.0754205
          27      0.3524    0.504033   0.0728523
          28      0.5872    0.507003   0.0703109
          29     0.78532      0.5166   0.0685383
          30      0.5196      0.5167   0.0662537
          31     0.72484    0.523414   0.0644558
          32     0.87704    0.534465   0.0633818
          33     0.87648    0.544829   0.0623028
          34     0.72904    0.550247   0.0607055
          35     0.86832    0.559335   0.0596474
          36     0.47788    0.557072   0.0580334
          37     0.83684    0.564634   0.0569554
          38     0.56396    0.564616   0.0554566
          39     0.22596    0.555932   0.0547102
          40     0.41076    0.552303   0.0534627
          41     0.93316    0.561592   0.0529596
          42     0.72824     0.56556   0.0518471
          43     0.40548    0.561837   0.0507748
          44     0.61808    0.563115   0.0496369
          45     0.49792    0.561667    0.048555
          46     0.77956    0.566403     0.04773
          47     0.85204    0.572481   0.0470998
          48     0.75952    0.576377   0.0462794
          49     0.91032    0.583193    0.045834
          50    -0.21804    0.567168   0.0476363
          51     0.77388    0.571221   0.0468744
          52     0.69064    0.573518   0.0460292
          53     0.31636    0.568666   0.0454157
          54     0.30392    0.563763   0.0448385
          55      0.2724    0.558465   0.0443351
          56     0.59196    0.559064   0.0435475
          57     0.79476    0.563199   0.0429793
          58      0.5286    0.562602   0.0422425
          59      0.5676    0.562687   0.0415266
          60     0.60012    0.563311   0.0408391
          61     0.60672    0.564022   0.0401758
          62     0.43344    0.561916    0.039583
          63     0.68884    0.563931    0.039006
          64       0.406    0.561463   0.0384745
          65     0.61796    0.562332   0.0378924
          66     0.84516    0.566618   0.0375598
          67     0.19208    0.561027   0.0374129
          68     0.62952    0.562035   0.0368762
          69     0.76956    0.565042   0.0364642
          70     0.93336    0.570304    0.036321
          71     0.68476    0.571916   0.0358451
          72     0.65992    0.573138   0.0353681
          73     0.18472    0.567818   0.0352816
          74       0.487    0.566725   0.0348217
          75    -0.06368     0.55832   0.0353573
          76      0.7648    0.561037   0.0349963
          77     0.43284    0.559372   0.0345814
          78     0.73096    0.561572    0.034208
          79     0.78676    0.564422   0.0338935
          80     0.84388    0.567915   0.0336494
          81      0.8568    0.571482   0.0334224
          82     0.52784     0.57095   0.0330191
          83      0.2586    0.567187    0.032835
          84     0.58856    0.567441   0.0324451
          85     0.95328     0.57198   0.0323794
          86     0.48884    0.571013   0.0320173
          87     0.66712    0.572118   0.0316683
          88     0.01496    0.565787   0.0319351
          89     0.85716    0.569061   0.0317436
          90     0.84608    0.572139   0.0315398
          91     0.83172    0.574991   0.0313219
          92     0.62872    0.575575   0.0309869
          93     0.75516    0.577506   0.0307138
          94      0.6696    0.578486   0.0304027
          95     0.84468    0.581288   0.0302115
          96     0.93032    0.584924   0.0301148
          97     0.81576    0.587304   0.0298982
          98      0.7066    0.588521   0.0296179
          99     0.80324     0.59069   0.0293981
         100     0.89572     0.59374   0.0292619
