#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1     0.22116     0.22116           0
           2     0.32352     0.27234   0.0361897
           3     0.17104    0.238573   0.0366362
           4     0.11956     0.20882   0.0376688
           5     0.14924    0.196904   0.0319643
           6     0.13772     0.18704   0.0281177
           7     0.04228     0.16636   0.0307802
           8     0.02836     0.14911   0.0313964
           9       0.029    0.135764   0.0306132
          10      0.1444    0.136628   0.0275641
          11     0.05708    0.129396   0.0259896
          12     0.14384      0.1306   0.0238516
          13     0.15564    0.132526   0.0220945
          14     0.07256    0.128243   0.0209274
          15     0.11392    0.127288    0.019554
          16     0.16732     0.12979   0.0184913
          17     0.26372    0.137668   0.0190079
          18      0.1554    0.138653   0.0179774
          19      0.1306    0.138229   0.0170362
          20     0.08572    0.135604   0.0163855
          21     0.22768    0.139989   0.0161812
          22     0.15708    0.140765   0.0154643
          23     0.10716    0.139304   0.0148608
          24     0.13228    0.139012   0.0142445
          25     0.08996     0.13705   0.0138092
          26     0.15784    0.137849   0.0133012
          27     0.22964    0.141249   0.0132359
          28      0.2106    0.143726   0.0129929
          29     0.15072    0.143967   0.0125471
          30     0.04336    0.140613    0.012569
          31     0.15956    0.141225   0.0121784
          32     0.17132    0.142165   0.0118341
          33     0.13316    0.141892   0.0114786
          34     0.16752    0.142646   0.0111657
          35       0.138    0.142513   0.0108475
          36     0.05252    0.140013   0.0108304
          37       0.197    0.141554   0.0106466
          38     0.15808    0.141988   0.0103753
          39     -0.0014    0.138312    0.010741
          40     0.06944     0.13659   0.0106096
          41     0.04072    0.134252   0.0106054
          42     0.19604    0.135723   0.0104544
          43      0.0612     0.13399   0.0103539
          44     0.26408    0.136946   0.0105323
          45     0.03384    0.134655   0.0105445
          46     0.13192    0.134596   0.0103155
          47     0.11772    0.134237   0.0101022
          48     0.17392    0.135063  0.00992553
          49     0.11168    0.134586  0.00973443
          50     0.14244    0.134743  0.00954101
          51     0.17896     0.13561  0.00939324
          52      0.2062    0.136968  0.00931018
          53     0.16248    0.137449  0.00914695
          54     0.00424    0.134982  0.00930426
          55      0.1476    0.135212  0.00913792
          56     0.18448    0.136091  0.00901699
          57      0.1304    0.135992  0.00885935
          58     0.10592    0.135473  0.00872176
          59     0.19988    0.136565  0.00864198
          60     0.14628    0.136727  0.00849947
          61     0.19528    0.137687  0.00841416
          62      0.1116    0.137266  0.00828896
          63     0.22256     0.13862  0.00826722
          64       0.191    0.139438  0.00817845
          65     0.14516    0.139526  0.00805311
          66     0.17104    0.140004  0.00794523
          67     0.11028     0.13956  0.00783902
          68     0.14704     0.13967  0.00772451
          69     0.17624      0.1402  0.00763072
          70     0.09644    0.139575  0.00754728
          71     0.15832    0.139839   0.0074456
          72     0.03392    0.138368   0.0074861
          73     0.16808    0.138775  0.00739461
          74      0.2744    0.140608  0.00751838
          75     0.16324    0.140909  0.00742419
          76      0.2048     0.14175  0.00737395
          77     0.09872    0.141191  0.00729932
          78      0.1108    0.140802  0.00721613
          79     0.04388    0.139575  0.00722833
          80     0.15328    0.139746  0.00714001
          81     0.11228    0.139407  0.00705991
          82     0.17544    0.139846  0.00698747
          83      0.1856    0.140398    0.006925
          84     0.18284    0.140903  0.00686096
          85     0.13872    0.140877  0.00678029
          86     0.05772     0.13991  0.00677005
          87     0.22228    0.140857  0.00675811
          88     0.15112    0.140974  0.00668232
          89     0.07424    0.140224  0.00664917
          90     0.11096    0.139899  0.00658324
          91      0.1862    0.140407  0.00653053
          92     0.19396     0.14099  0.00648544
          93     0.05264     0.14004   0.0064849
          94     0.22032    0.140894  0.00647191
          95     0.12796    0.140757  0.00640522
          96     0.15772    0.140934  0.00634093
          97     0.23228    0.141876   0.0063451
          98     0.07604    0.141204  0.00631582
          99     0.15484    0.141342  0.00625353
         100     0.17804    0.141709  0.00620175
