#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.422008    0.422008           0
           2    0.410726    0.416367  0.00398876
           3    0.428703    0.420479  0.00428287
           4     0.39808    0.414879  0.00581685
           5     0.45531    0.422965  0.00860022
           6    0.411739    0.421094  0.00736758
           7    0.424176    0.421535  0.00632821
           8    0.463176     0.42674  0.00737341
           9    0.449632    0.429283  0.00697909
          10     0.41428    0.427783  0.00644044
          11    0.356735    0.421324  0.00849739
          12    0.375634    0.417517   0.0086001
          13    0.406016    0.416632  0.00798393
          14     0.43732     0.41811  0.00754916
          15    0.453032    0.420438  0.00739617
          16    0.354145    0.416294   0.0080108
          17    0.380805    0.414207  0.00780686
          18    0.391984    0.412972  0.00747012
          19    0.434528    0.414107  0.00716259
          20    0.416192    0.414211  0.00680522
          21     0.50628    0.418595  0.00776605
          22    0.409943    0.418202    0.007423
          23    0.401024    0.417455  0.00713774
          24    0.421363    0.417618  0.00684219
          25    0.434903    0.418309  0.00660334
          26    0.444097    0.419301  0.00642343
          27    0.421171     0.41937  0.00618589
          28    0.467328    0.421083  0.00619755
          29    0.402176    0.420431  0.00601804
          30    0.436198    0.420957  0.00584034
          31    0.459048    0.422185  0.00577975
          32    0.365336    0.420409  0.00586582
          33    0.455334    0.421467  0.00578275
          34    0.464535    0.422734  0.00574973
          35    0.441088    0.423258  0.00560931
          36    0.350308    0.421232  0.00580801
          37    0.469868    0.422546  0.00579787
          38    0.447129    0.423193  0.00568127
          39    0.411056    0.422882  0.00554412
          40    0.431692    0.423102  0.00540989
          41    0.396848    0.422462   0.0053157
          42    0.411248    0.422195  0.00519584
          43    0.374062    0.421076  0.00519418
          44    0.348626    0.419429  0.00533073
          45     0.38656    0.418699  0.00526208
          46    0.405015    0.418401  0.00515608
          47    0.437002    0.418797  0.00506155
          48    0.451579     0.41948  0.00500196
          49    0.367524     0.41842  0.00501101
          50     0.41696     0.41839  0.00491087
          51    0.396512    0.417961  0.00483328
          52    0.342648    0.416513  0.00495258
          53    0.495705    0.418007  0.00507954
          54     0.43778    0.418373  0.00499866
          55    0.436472    0.418702  0.00491859
          56    0.434872    0.418991  0.00483923
          57    0.411786    0.418865  0.00475598
          58    0.459128    0.419559  0.00472437
          59    0.419072    0.419551   0.0046443
          60     0.45089    0.420073  0.00459618
          61    0.418788    0.420052  0.00452088
          62      0.3546    0.418996  0.00456955
          63    0.436852     0.41928   0.0045058
          64    0.456928    0.419868  0.00447364
          65     0.46103    0.420501   0.0044494
          66    0.390461    0.420046  0.00440521
          67    0.399992    0.419747  0.00434962
          68    0.416243    0.419695  0.00428596
          69     0.42608    0.419788  0.00422484
          70    0.399621      0.4195   0.0041743
          71    0.359745    0.418658  0.00419949
          72    0.377339    0.418084  0.00418019
          73    0.436782     0.41834  0.00413077
          74    0.404936    0.418159  0.00407891
          75    0.405928    0.417996  0.00402779
          76    0.421312     0.41804  0.00397503
          77    0.400522    0.417812  0.00392991
          78    0.406676    0.417669  0.00388212
          79    0.506368    0.418792  0.00399204
          80     0.42672    0.418891  0.00394337
          81     0.38235     0.41844   0.0039204
          82    0.371168    0.417864  0.00391475
          83    0.432716    0.418043  0.00387167
          84    0.423566    0.418108  0.00382614
          85    0.358372    0.417406  0.00384513
          86    0.438604    0.417652  0.00380831
          87    0.446616    0.417985  0.00377906
          88    0.460768    0.418471  0.00376726
          89    0.430461    0.418606  0.00372734
          90    0.421088    0.418633  0.00368602
          91    0.475133    0.419254  0.00369744
          92    0.425651    0.419324   0.0036579
          93    0.430425    0.419443  0.00362052
          94    0.464312    0.419921  0.00361333
          95     0.41922    0.419913   0.0035753
          96     0.46572     0.42039  0.00356976
          97    0.427105     0.42046  0.00353363
          98    0.406286    0.420315  0.00350053
          99     0.45634    0.420679  0.00348403
         100    0.385806     0.42033   0.0034666
