#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1     -0.7588     -0.7588           0
           2    -0.76472    -0.76176  0.00209304
           3    -0.75616   -0.759893  0.00206639
           4      -0.752    -0.75792  0.00230703
           5    -0.76272    -0.75888  0.00203559
           6    -0.77168   -0.761013  0.00258265
           7    -0.76856   -0.762091  0.00242832
           8    -0.76192    -0.76207  0.00212487
           9     -0.7704   -0.762996  0.00208061
          10    -0.75008   -0.761704   0.0022378
          11    -0.77584   -0.762989  0.00237486
          12    -0.76096    -0.76282  0.00218297
          13    -0.75192   -0.761982   0.0021701
          14    -0.76992   -0.762549  0.00208786
          15    -0.77392   -0.763307  0.00208176
          16    -0.76288    -0.76328  0.00195182
          17    -0.78176   -0.764367   0.0021182
          18    -0.75944   -0.764093  0.00201813
          19     -0.7608    -0.76392  0.00191934
          20    -0.75608   -0.763528  0.00186298
          21    -0.74992    -0.76288  0.00188359
          22    -0.76616   -0.763029  0.00180387
          23    -0.75208   -0.762553  0.00178715
          24    -0.75368   -0.762183  0.00175051
          25    -0.76616   -0.762342   0.0016877
          26    -0.76112   -0.762295  0.00162344
          27    -0.75768   -0.762124  0.00157229
          28    -0.76408   -0.762194  0.00151769
          29    -0.74808   -0.761708  0.00154142
          30    -0.74872   -0.761275  0.00154964
          31    -0.75408   -0.761043  0.00151693
          32    -0.76144   -0.761055  0.00146958
          33    -0.76072   -0.761045  0.00142508
          34    -0.76584   -0.761186  0.00139013
          35     -0.7712   -0.761472  0.00137954
          36    -0.76136   -0.761469  0.00134122
          37    -0.76864   -0.761663   0.0013189
          38    -0.75512   -0.761491  0.00129538
          39    -0.74856   -0.761159  0.00130391
          40    -0.77264   -0.761446  0.00130252
          41    -0.77656   -0.761815  0.00132189
          42    -0.76344   -0.761853  0.00129098
          43    -0.75328   -0.761654  0.00127626
          44    -0.76896    -0.76182  0.00125801
          45       -0.76    -0.76178   0.0012307
          46    -0.77416   -0.762049  0.00123303
          47    -0.75704   -0.761942  0.00121139
          48    -0.75168   -0.761728  0.00120487
          49    -0.75464   -0.761584  0.00118893
          50    -0.75992    -0.76155  0.00116562
          51     -0.7544    -0.76141  0.00115117
          52     -0.7708   -0.761591   0.0011431
          53    -0.77288   -0.761804  0.00114121
          54    -0.76352   -0.761836  0.00112052
          55     -0.7516   -0.761649  0.00111549
          56    -0.76256   -0.761666  0.00109569
          57    -0.76104   -0.761655  0.00107652
          58     -0.7708   -0.761812  0.00106945
          59     -0.7664    -0.76189  0.00105414
          60    -0.76504   -0.761943  0.00103788
          61    -0.75864   -0.761889  0.00102228
          62    -0.77008   -0.762021  0.00101429
          63    -0.76752   -0.762108  0.00100194
          64     -0.7672   -0.762187 0.000989438
          65    -0.75272   -0.762042 0.000984879
          66    -0.76424   -0.762075 0.000970519
          67     -0.7684    -0.76217 0.000960614
          68    -0.76632   -0.762231 0.000948424
          69      -0.764   -0.762256 0.000935026
          70    -0.75424   -0.762142 0.000928654
          71    -0.77712   -0.762353 0.000939231
          72    -0.76832   -0.762436 0.000929836
          73    -0.75328    -0.76231 0.000925518
          74    -0.76192   -0.762305 0.000913026
          75    -0.75408   -0.762195 0.000907415
          76    -0.76392   -0.762218 0.000895759
          77    -0.75704   -0.762151 0.000886646
          78    -0.76448   -0.762181 0.000875781
          79     -0.7632   -0.762193 0.000864791
          80      -0.764   -0.762216 0.000854276
          81    -0.76272   -0.762222 0.000843752
          82     -0.7672   -0.762283 0.000835643
          83    -0.76336   -0.762296 0.000825676
          84    -0.76528   -0.762331  0.00081661
          85    -0.76264   -0.762335 0.000807011
          86    -0.76152   -0.762326 0.000797683
          87    -0.76144   -0.762315 0.000788579
          88     -0.7672   -0.762371 0.000781569
          89    -0.78424   -0.762617 0.000810494
          90     -0.7688   -0.762685 0.000804395
          91    -0.76376   -0.762697 0.000795642
          92    -0.76232   -0.762693 0.000787004
          93    -0.75288   -0.762588 0.000785584
          94     -0.7636   -0.762598   0.0007773
          95    -0.75648   -0.762534 0.000771781
          96    -0.75456   -0.762451 0.000768199
          97    -0.76288   -0.762455 0.000760292
          98    -0.75472   -0.762376  0.00075662
          99    -0.76352   -0.762388 0.000749066
         100    -0.76528   -0.762417 0.000742133
