#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -0.46176    -0.46176           0
           2     -0.4668    -0.46428  0.00178191
           3    -0.45832   -0.462293  0.00201058
           4     -0.4656    -0.46312  0.00166925
           5    -0.46632    -0.46376  0.00145292
           6    -0.47464   -0.465573  0.00205088
           7    -0.46144   -0.464983  0.00184094
           8    -0.46072    -0.46445  0.00168618
           9    -0.46856   -0.464907  0.00155944
          10     -0.4576   -0.464176  0.00156534
          11    -0.46248   -0.464022  0.00143061
          12    -0.46992   -0.464513  0.00139327
          13     -0.4548   -0.463766  0.00147288
          14    -0.45448   -0.463103  0.00150966
          15    -0.47344   -0.463792  0.00155839
          16     -0.4548    -0.46323  0.00155904
          17    -0.46696   -0.463449  0.00148269
          18    -0.45832   -0.463164  0.00142744
          19    -0.46488   -0.463255  0.00135516
          20    -0.45688   -0.462936  0.00132436
          21    -0.45272    -0.46245  0.00134768
          22    -0.45432    -0.46208  0.00133612
          23    -0.46464   -0.462191  0.00128266
          24    -0.45928    -0.46207  0.00123494
          25    -0.46536   -0.462202  0.00119253
          26    -0.45656   -0.461985  0.00116624
          27    -0.45736   -0.461813  0.00113555
          28    -0.46392   -0.461889  0.00109749
          29    -0.45272   -0.461572  0.00110424
          30    -0.45352   -0.461304  0.00109957
          31     -0.4624   -0.461339  0.00106467
          32    -0.46512   -0.461458  0.00103794
          33    -0.45432   -0.461241  0.00102877
          34    -0.46136   -0.461245 0.000998519
          35    -0.46208   -0.461269 0.000970275
          36    -0.46632   -0.461409 0.000953415
          37    -0.46392   -0.461477 0.000930059
          38    -0.45688   -0.461356 0.000913417
          39      -0.446   -0.460962 0.000971158
          40    -0.46128    -0.46097 0.000946912
          41    -0.47592   -0.461335  0.00099154
          42    -0.45768   -0.461248 0.000971742
          43    -0.45824   -0.461178 0.000951658
          44     -0.4696   -0.461369 0.000949085
          45    -0.45096   -0.461138 0.000955766
          46    -0.46224   -0.461162 0.000935289
          47    -0.46136   -0.461166 0.000915399
          48    -0.46296   -0.461203 0.000897091
          49    -0.46592     -0.4613 0.000883932
          50     -0.4648    -0.46137 0.000869021
          51    -0.46272   -0.461396 0.000852385
          52    -0.47408    -0.46164 0.000870194
          53     -0.4536   -0.461488 0.000866897
          54      -0.456   -0.461387 0.000856781
          55    -0.46264   -0.461409 0.000841506
          56    -0.46984    -0.46156 0.000839837
          57    -0.45704   -0.461481 0.000828838
          58    -0.45864   -0.461432 0.000815994
          59     -0.4704   -0.461584 0.000816199
          60    -0.46352   -0.461616 0.000803233
          61     -0.4636   -0.461649 0.000790723
          62    -0.46152   -0.461646 0.000777973
          63    -0.46144   -0.461643 0.000765631
          64    -0.46288   -0.461663 0.000753912
          65    -0.45296   -0.461529 0.000754107
          66    -0.45512   -0.461432 0.000748907
          67    -0.46008   -0.461411 0.000738001
          68     -0.4648   -0.461461 0.000728828
          69    -0.46432   -0.461503 0.000719442
          70    -0.46888   -0.461608 0.000716842
          71      -0.468   -0.461698 0.000712377
          72    -0.46656   -0.461766 0.000705676
          73    -0.47144   -0.461898 0.000708344
          74    -0.45496   -0.461804  0.00070495
          75    -0.46672    -0.46187 0.000698591
          76    -0.46248   -0.461878 0.000689445
          77    -0.46944   -0.461976  0.00068745
          78    -0.45696   -0.461912 0.000681638
          79    -0.46608   -0.461965 0.000675049
          80     -0.4692   -0.462055 0.000672642
          81     -0.4572   -0.461995 0.000667003
          82    -0.45752    -0.46194 0.000661098
          83    -0.45888   -0.461904  0.00065416
          84    -0.46448   -0.461934 0.000647091
          85     -0.4644   -0.461963 0.000640128
          86    -0.45992    -0.46194 0.000633126
          87    -0.46144   -0.461934 0.000625874
          88    -0.46808   -0.462004 0.000622647
          89    -0.46232   -0.462007 0.000615661
          90    -0.45992   -0.461984 0.000609257
          91    -0.46192   -0.461983 0.000602562
          92    -0.46096   -0.461972 0.000596115
          93       -0.47   -0.462058 0.000595922
          94    -0.44872   -0.461917 0.000606242
          95    -0.46024   -0.461899 0.000600117
          96    -0.46952   -0.461978 0.000599094
          97     -0.4596   -0.461954 0.000593419
          98    -0.45304   -0.461863 0.000594294
          99    -0.46576   -0.461902 0.000589593
         100    -0.46608   -0.461944 0.000585175
