#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.226241    0.226241           0
           2    0.210782    0.218512  0.00546568
           3    0.194605    0.210543  0.00745745
           4    0.180768    0.203099  0.00853456
           5    0.200061    0.202491  0.00684925
           6    0.195001    0.201243  0.00582037
           7    0.187374    0.199262  0.00531541
           8    0.189754    0.198073  0.00478202
           9    0.208124     0.19919  0.00437914
          10    0.192768    0.198548  0.00398804
          11    0.197923    0.198491  0.00362589
          12     0.20833    0.199311  0.00341518
          13    0.193982    0.198901  0.00317698
          14    0.214259    0.199998  0.00313373
          15    0.220582     0.20137  0.00321125
          16    0.207742    0.201768  0.00303514
          17    0.200754    0.201709  0.00285719
          18    0.198765    0.201545  0.00270314
          19    0.210262    0.202004  0.00259951
          20    0.195718     0.20169  0.00248846
          21    0.189418    0.201105  0.00243762
          22    0.202637    0.201175  0.00232781
          23    0.198171    0.201044  0.00223026
          24    0.200874    0.201037  0.00213735
          25    0.194121    0.200761  0.00206968
          26    0.200972    0.200769  0.00199009
          27    0.182393    0.200088  0.00202943
          28    0.194368    0.199884   0.0019672
          29    0.194058    0.199683   0.0019096
          30    0.200035    0.199695  0.00184598
          31    0.204768    0.199858  0.00179367
          32    0.197872    0.199796   0.0017387
          33    0.191757    0.199553  0.00170299
          34    0.206537    0.199758  0.00166525
          35    0.208466    0.200007  0.00163615
          36    0.186781    0.199639  0.00163143
          37    0.197728    0.199588  0.00158815
          38    0.198118    0.199549  0.00154683
          39     0.20171    0.199605  0.00150816
          40     0.18762    0.199305  0.00149992
          41    0.181872     0.19888  0.00152241
          42    0.212173    0.199196  0.00151871
          43    0.207041    0.199379  0.00149431
          44    0.218808     0.19982  0.00152419
          45    0.194578    0.199704  0.00149477
          46    0.209657     0.19992  0.00147785
          47    0.188617     0.19968  0.00146585
          48     0.20117    0.199711  0.00143564
          49    0.206962    0.199859  0.00141394
          50    0.170872    0.199279  0.00149981
          51    0.186028    0.199019  0.00149274
          52    0.200362    0.199045  0.00146426
          53    0.188408    0.198844  0.00145032
          54     0.19712    0.198812  0.00142381
          55    0.185513    0.198571  0.00141831
          56     0.19439    0.198496  0.00139495
          57     0.19901    0.198505   0.0013705
          58    0.196537    0.198471  0.00134729
          59    0.195808    0.198426  0.00132521
          60    0.178525    0.198094  0.00134399
          61    0.190878    0.197976  0.00132716
          62    0.192211    0.197883    0.001309
          63    0.195694    0.197848  0.00128869
          64    0.214896    0.198114  0.00129579
          65      0.1971    0.198099  0.00127595
          66    0.201382    0.198149  0.00125759
          67     0.20896     0.19831  0.00124912
          68    0.187192    0.198147  0.00124141
          69    0.178367     0.19786  0.00125608
          70    0.192214    0.197779  0.00124072
          71     0.19356     0.19772  0.00122467
          72    0.183182    0.197518  0.00122419
          73    0.206924    0.197647  0.00121418
          74    0.194242    0.197601  0.00119865
          75    0.199076     0.19762  0.00118283
          76    0.192323    0.197551  0.00116932
          77    0.197166    0.197546  0.00115414
          78    0.202964    0.197615  0.00114143
          79    0.198378    0.197625  0.00112702
          80    0.196942    0.197616  0.00111297
          81    0.185182    0.197463  0.00110977
          82    0.182803    0.197284  0.00111054
          83    0.212824    0.197471  0.00111283
          84    0.203869    0.197547  0.00110218
          85    0.203518    0.197618  0.00109145
          86       0.194    0.197576  0.00107957
          87    0.202094    0.197627  0.00106841
          88    0.183664    0.197469  0.00106799
          89    0.210333    0.197613  0.00106573
          90     0.18008    0.197419  0.00107154
          91    0.177834    0.197203  0.00108116
          92    0.206828    0.197308  0.00107446
          93     0.19811    0.197317  0.00106294
          94     0.19209    0.197261  0.00105309
          95    0.201039    0.197301  0.00104275
          96    0.181187    0.197133  0.00104531
          97    0.204558    0.197209  0.00103734
          98    0.196514    0.197202  0.00102678
          99    0.212185    0.197354   0.0010275
         100    0.204138    0.197422  0.00101946
