#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1     0.04144     0.04144           0
           2      0.0022     0.02182   0.0138734
           3     0.03404   0.0258933  0.00982876
           4     0.02932     0.02675  0.00740881
           5     0.00636    0.022672  0.00695945
           6     0.03728   0.0251067  0.00621083
           7     0.02484   0.0250686  0.00532368
           8     0.03424    0.026215  0.00478007
           9     0.02852   0.0264711   0.0042558
          10     0.00684    0.024508    0.004259
          11     0.02472   0.0245273  0.00387186
          12     0.02532   0.0245933  0.00354977
          13      0.0346   0.0253631  0.00335913
          14      0.0122   0.0244229  0.00324811
          15     0.00044    0.022824   0.0034024
          16     0.03676    0.023695  0.00329935
          17     0.04376   0.0248753  0.00330966
          18     0.02552   0.0249111  0.00312599
          19       0.006   0.0239158  0.00311589
          20     0.03556    0.024498    0.003014
          21     0.01648   0.0241162  0.00289456
          22    -0.01296   0.0224309  0.00321639
          23     0.00144   0.0215183  0.00320341
          24     0.05512   0.0229183    0.003362
          25     0.04852   0.0239424  0.00337989
          26     0.04408   0.0247169  0.00333746
          27     0.02568   0.0247526  0.00321404
          28     0.04316     0.02541  0.00316577
          29     0.04124   0.0259559  0.00310331
          30       0.041   0.0264573  0.00304011
          31     0.03372   0.0266916  0.00295106
          32     0.01516   0.0263312  0.00288076
          33     0.02524   0.0262982  0.00279365
          34    -0.00708   0.0253165  0.00287881
          35     0.03212   0.0255109  0.00280312
          36     0.05032      0.0262  0.00280869
          37     0.02556   0.0261827  0.00273283
          38     0.01096   0.0257821  0.00269011
          39     0.02004   0.0256349  0.00262516
          40     0.00488    0.025116  0.00261031
          41     0.02104   0.0250166  0.00254854
          42     0.00076    0.024439  0.00255246
          43      0.0102   0.0241079  0.00251449
          44     0.03644   0.0243882  0.00247291
          45     0.01056   0.0240809  0.00243697
          46      0.0244   0.0240878  0.00238401
          47     0.00324   0.0236443  0.00237419
          48     0.02792   0.0237333   0.0023264
          49     0.02752   0.0238106   0.0022802
          50     0.00108    0.023356  0.00227947
          51     0.04912   0.0238612  0.00229007
          52    -0.01108   0.0231892  0.00234253
          53     0.02656   0.0232528   0.0022992
          54     0.01976   0.0231881  0.00225753
          55     0.05092   0.0236924  0.00227209
          56     0.03616    0.023915   0.0022424
          57     0.02116   0.0238667  0.00220358
          58       0.027   0.0239207  0.00216625
          59     0.02288   0.0239031  0.00212961
          60     0.04236   0.0242107  0.00211621
          61     0.00812   0.0239469   0.0020979
          62     0.04256   0.0242471  0.00208543
          63      0.0262   0.0242781  0.00205256
          64     0.05636   0.0247794   0.0020808
          65     0.03084   0.0248726  0.00205088
          66     0.01744     0.02476  0.00202289
          67      0.0486   0.0251158  0.00202375
          68    -0.00432   0.0246829  0.00203976
          69      0.0344   0.0248238  0.00201505
          70      0.0544   0.0252463  0.00203008
          71     0.02308   0.0252158  0.00200172
          72     0.00276   0.0249039  0.00199807
          73     0.04028   0.0251145  0.00198177
          74     0.04076   0.0253259  0.00196623
          75     0.05708   0.0257493  0.00198508
          76     0.05172   0.0260911  0.00198815
          77      0.0436   0.0263184  0.00197529
          78     0.04412   0.0265467  0.00196311
          79      0.0446   0.0267752  0.00195151
          80     0.03232   0.0268445  0.00192835
          81     0.03216   0.0269101  0.00190566
          82     0.00448   0.0266366  0.00190195
          83      0.0588   0.0270241  0.00191811
          84      0.0264   0.0270167  0.00189529
          85     0.01896   0.0269219  0.00187536
          86     0.03304    0.026993   0.0018549
          87     0.01456   0.0268501  0.00183908
          88     0.02644   0.0268455  0.00181818
          89     0.01668   0.0267312  0.00180134
          90     0.06072   0.0271089  0.00182048
          91     0.05328   0.0273965  0.00182305
          92     0.03912   0.0275239  0.00180768
          93     0.02204   0.0274649  0.00178921
          94      0.0546   0.0277536  0.00179331
          95     0.04964    0.027984  0.00178917
          96     0.02844   0.0279887  0.00177054
          97      0.0376   0.0280878  0.00175506
          98     0.05348   0.0283469  0.00175617
          99      0.0326   0.0283899  0.00173895
         100     0.03564   0.0284624  0.00172308
