#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     59.8549     59.8549           0
           2     50.3711      55.113     3.35305
           3     37.7168     49.3143     5.23581
           4     31.5505     44.8733     5.49651
           5     38.2171     43.5421     4.55557
           6     40.3171     43.0046     3.82789
           7     65.9053     46.2761     4.46534
           8     27.2363     43.8961     4.49691
           9     60.8272     45.7774     4.37308
          10     78.2309     49.0227     4.99694
          11     50.1443     49.1247     4.54372
          12     32.7719     47.7619     4.36464
          13     30.4932     46.4336     4.22621
          14     47.1997     46.4883     3.92469
          15     64.0425     47.6586     3.83356
          16      68.808     48.9804     3.81505
          17     70.4287     50.2421     3.79352
          18     61.8637     50.8877      3.6373
          19     40.8176     50.3577     3.48427
          20     37.7791     49.7288     3.36634
          21     30.1517     48.7966     3.33262
          22     54.4461     49.0534     3.19102
          23     48.8523     49.0446     3.05229
          24     21.8875     47.9131     3.12783
          25     34.5432     47.3783     3.04809
          26     62.2112     47.9488     2.98377
          27     39.4996     47.6358     2.88962
          28     52.6793      47.816     2.79203
          29     27.3189     47.1092     2.78378
          30     17.8176     46.1328     2.85709
          31     21.1309     45.3263      2.8765
          32     47.4333     45.3921     2.78737
          33     40.7803     45.2524      2.7064
          34     44.6564     45.2348     2.62686
          35     77.1241      46.146     2.70521
          36     50.5796     46.2691     2.63286
          37     23.4171     45.6515     2.63315
          38     38.7639     45.4702     2.57009
          39     14.1269     44.6666     2.62684
          40     36.1803     44.4544     2.56972
          41      28.384     44.0624     2.53676
          42     23.5683     43.5745     2.52286
          43     41.8721     43.5349      2.4645
          44     40.3056     43.4615     2.40958
          45     23.2557     43.0125      2.3975
          46     62.6203     43.4387     2.38298
          47     21.6433      42.975     2.37697
          48     39.1833      42.896     2.32876
          49     65.3039     43.3533      2.3257
          50       54.62     43.5787     2.29008
          51     18.9931     43.0966     2.29535
          52      62.756     43.4746     2.28213
          53     38.4657     43.3801     2.24103
          54     30.5389     43.1423     2.21211
          55     37.4745     43.0393     2.17429
          56     46.9325     43.1088     2.13657
          57     57.9731     43.3696     2.11494
          58     21.0711     42.9851     2.11313
          59     42.6139     42.9788     2.07733
          60     11.1725     42.4487     2.10926
          61     42.2496     42.4455     2.07468
          62     68.6256     42.8677     2.08375
          63     36.9819     42.7743     2.05277
          64     13.3963     42.3153     2.07138
          65     33.9247     42.1862     2.04353
          66     38.4843     42.1301     2.01334
          67     51.5463     42.2706     1.98819
          68     31.3365     42.1098     1.96544
          69     66.4973     42.4633     1.96848
          70     32.6452      42.323     1.94535
          71     25.0385     42.0796     1.93312
          72     31.5248      41.933     1.91182
          73     53.4499     42.0908     1.89213
          74     28.4683     41.9067      1.8755
          75     65.8068     42.2253     1.87737
          76     42.1679     42.2246     1.85267
          77     61.8317     42.4792     1.84602
          78     58.2475     42.6814     1.83339
          79     22.7124     42.4286     1.82752
          80     38.6809     42.3818     1.80528
          81     62.6788     42.6323      1.8003
          82     63.0344     42.8811     1.79546
          83     38.0703     42.8232     1.77476
          84     32.7596     42.7034     1.75767
          85     27.3436     42.5227     1.74626
          86     28.9433     42.3648     1.73307
          87     43.9428     42.3829     1.71325
          88     23.7581     42.1713      1.7068
          89     14.1037     41.8559     1.71651
          90     32.2811     41.7495     1.70073
          91     23.6372     41.5505     1.69365
          92     15.7933     41.2705     1.69822
          93     54.3924     41.4116     1.68582
          94      49.966     41.5026     1.67034
          95     59.1675     41.6886     1.66307
          96     20.9988      41.473     1.65965
          97     26.5528     41.3192     1.64966
          98     65.2416     41.5633     1.65078
          99     27.9776     41.4261      1.6398
         100     32.2292     41.3341     1.62598
