#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.434445    0.434445           0
           2    0.333867    0.384156   0.0355599
           3    0.394268    0.387527   0.0238658
           4    0.365084    0.381916   0.0185472
           5    0.355533    0.376639   0.0155702
           6    0.330872    0.369011   0.0147256
           7    0.238826    0.350413   0.0213491
           8    0.311089    0.345498    0.019238
           9    0.358321    0.346923   0.0171532
          10    0.181475    0.330378   0.0220156
          11     0.30427    0.328004   0.0201417
          12    0.417081    0.335427   0.0197838
          13    0.401916    0.340542   0.0189115
          14    0.357368    0.341744   0.0175989
          15    0.486795    0.351414   0.0188965
          16    0.293795    0.347813   0.0180553
          17    0.273689    0.343452   0.0175118
          18    0.311079    0.341654    0.016631
          19    0.370943    0.343196    0.015827
          20    0.454823    0.348777   0.0159895
          21    0.318308    0.347326   0.0152938
          22    0.321805    0.346166   0.0146426
          23     0.40027    0.348518   0.0141936
          24    0.214079    0.342917    0.014666
          25    0.364672    0.343787   0.0141052
          26    0.248956     0.34014   0.0140263
          27    0.575039     0.34884   0.0159787
          28    0.689244    0.360997   0.0194918
          29    0.539974    0.367168   0.0197726
          30    0.208281    0.361872   0.0198101
          31    0.394222    0.362916   0.0191985
          32    0.532244    0.368207   0.0193141
          33    0.398023    0.369111   0.0187499
          34    0.316586    0.367566    0.018262
          35    0.156356    0.361531   0.0187107
          36    0.284422    0.359389   0.0183132
          37    0.275911    0.357133   0.0179566
          38    0.268422    0.354799   0.0176352
          39     0.20711    0.351012   0.0175849
          40    0.304057    0.349838   0.0171844
          41    0.417983      0.3515   0.0168455
          42    0.166841    0.347103   0.0170085
          43    0.437219    0.349199   0.0167415
          44    0.367143    0.349607    0.016366
          45    0.267981    0.347793   0.0161025
          46    0.415089    0.349256   0.0158188
          47    0.259111    0.347338   0.0155981
          48    0.317568    0.346718   0.0152854
          49    0.355044    0.346888   0.0149744
          50    0.440319    0.348756   0.0147911
          51    0.203161    0.345902    0.014774
          52    0.330592    0.345607   0.0144928
          53    0.288356    0.344527   0.0142596
          54    0.341681    0.344474   0.0139956
          55    0.342022     0.34443   0.0137412
          56    0.368356    0.344857   0.0135025
          57    0.357133    0.345072   0.0132673
          58    0.268999    0.343761   0.0131032
          59    0.348868    0.343847   0.0128814
          60    0.175701    0.341045    0.012968
          61    0.502285    0.343688    0.013022
          62    0.235275    0.341939   0.0129288
          63    0.352099    0.342101   0.0127246
          64    0.175854    0.339503   0.0127882
          65    0.336964    0.339464   0.0125915
          66     0.39819    0.340354   0.0124321
          67    0.335068    0.340275   0.0122468
          68    0.350279    0.340422   0.0120676
          69    0.317212    0.340086   0.0118974
          70    0.417348    0.341189   0.0117785
          71    0.169756    0.338775   0.0118575
          72    0.481222    0.340753   0.0118567
          73    0.307092    0.340292   0.0117033
          74    0.281521    0.339498   0.0115721
          75    0.381724    0.340061   0.0114314
          76    0.582179    0.343247   0.0117165
          77    0.401201    0.343999   0.0115885
          78    0.276992     0.34314   0.0114717
          79    0.486356    0.344953   0.0114689
          80      0.4622    0.346419   0.0114188
          81    0.327108     0.34618   0.0112803
          82     0.42791    0.347177   0.0111867
          83    0.420181    0.348057   0.0110864
          84    0.356515    0.348157   0.0109549
          85    0.176356    0.346136   0.0110109
          86    0.442908    0.347261   0.0109402
          87    0.532721    0.349393   0.0110202
          88    0.422819    0.350227   0.0109265
          89    0.292537    0.349579   0.0108229
          90    0.516448    0.351433   0.0108603
          91    0.363961    0.351571   0.0107419
          92    0.160356    0.349493   0.0108243
          93    0.477645    0.350871   0.0107953
          94    0.337421    0.350728   0.0106814
          95    0.341372    0.350629   0.0105694
          96    0.365863    0.350788   0.0104605
          97    0.478076      0.3521   0.0104346
          98    0.293106    0.351498   0.0103455
          99    0.420068    0.352191   0.0102642
         100    0.364441    0.352313   0.0101623
