#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -0.94456    -0.94456           0
           2     -0.9424    -0.94348 0.000763675
           3    -0.92856   -0.938507   0.0040925
           4    -0.91272    -0.93206  0.00637108
           5     -0.9276   -0.931168  0.00515893
           6    -0.92904   -0.930813  0.00431128
           7    -0.97112   -0.936571  0.00648653
           8     -0.9116    -0.93345  0.00638272
           9    -0.95336   -0.935662  0.00604476
          10    -0.98232   -0.940328   0.0070135
          11    -0.94112     -0.9404  0.00637628
          12    -0.91776   -0.938513  0.00611768
          13    -0.91504   -0.936708  0.00590755
          14    -0.94248    -0.93712  0.00549995
          15    -0.95472   -0.938293  0.00525696
          16    -0.96472   -0.939945  0.00518137
          17     -0.9688   -0.941642   0.0051471
          18    -0.95952   -0.942636  0.00495605
          19    -0.92936   -0.941937   0.0047442
          20    -0.92144   -0.940912  0.00461635
          21    -0.93184    -0.94048   0.0044167
          22    -0.95496   -0.941138   0.0042647
          23    -0.94112   -0.941137  0.00407927
          24    -0.91048    -0.93986  0.00410444
          25    -0.91296   -0.938784  0.00407886
          26    -0.96944   -0.939963  0.00408885
          27    -0.92072    -0.93925  0.00399904
          28    -0.93592   -0.939131  0.00385799
          29    -0.90184   -0.937846  0.00393343
          30    -0.90576   -0.936776  0.00394504
          31        -0.9    -0.93559  0.00399217
          32     -0.9252   -0.935265  0.00388059
          33    -0.93344    -0.93521  0.00376339
          34    -0.93768   -0.935282   0.0036534
          35     -0.9832   -0.936651  0.00379689
          36     -0.9476   -0.936956  0.00370358
          37     -0.9152   -0.936368  0.00364986
          38     -0.9316   -0.936242  0.00355597
          39    -0.90008   -0.935315  0.00358364
          40    -0.91648   -0.934844  0.00352485
          41    -0.91096   -0.934261  0.00348668
          42    -0.91616    -0.93383   0.0034302
          43    -0.92984   -0.933738  0.00335168
          44    -0.93264   -0.933713   0.0032756
          45    -0.91688   -0.933339   0.0032241
          46     -0.9556   -0.933823  0.00319012
          47      -0.916   -0.933443   0.0031447
          48    -0.93152   -0.933403  0.00307944
          49    -0.96192   -0.933985   0.0030711
          50    -0.94968   -0.934299  0.00302567
          51    -0.91696   -0.933959  0.00298539
          52    -0.95376    -0.93434  0.00295216
          53     -0.9328   -0.934311   0.0028966
          54    -0.91176   -0.933893  0.00287291
          55     -0.9308   -0.933837  0.00282122
          56     -0.9408   -0.933961  0.00277358
          57     -0.9452   -0.934159  0.00273192
          58    -0.91008   -0.933743  0.00271618
          59    -0.93744   -0.933806  0.00267087
          60    -0.90752   -0.933368  0.00266204
          61    -0.92616    -0.93325  0.00262102
          62    -0.97168    -0.93387  0.00265103
          63    -0.92664   -0.933755  0.00261143
          64    -0.90864   -0.933362  0.00259994
          65    -0.92432   -0.933223  0.00256366
          66    -0.91952   -0.933016  0.00253321
          67    -0.94056   -0.933128  0.00249791
          68    -0.92352   -0.932987  0.00246517
          69    -0.96448   -0.933443  0.00247133
          70    -0.91824   -0.933226  0.00244555
          71     -0.9164   -0.932989  0.00242256
          72      -0.914   -0.932726  0.00240323
          73    -0.94312   -0.932868  0.00237452
          74    -0.91864   -0.932676  0.00235021
          75    -0.95352   -0.932954  0.00233524
          76    -0.92056   -0.932791   0.0023102
          77    -0.95256   -0.933047  0.00229442
          78    -0.94976   -0.933262  0.00227499
          79    -0.89656   -0.932797  0.00229314
          80     -0.9244   -0.932692  0.00226688
          81    -0.95984   -0.933027  0.00226353
          82    -0.95592   -0.933306  0.00225308
          83    -0.92288   -0.933181  0.00222943
          84    -0.92712   -0.933109  0.00220406
          85     -0.9152   -0.932898  0.00218817
          86    -0.89784    -0.93249  0.00220037
          87    -0.93064   -0.932469  0.00217519
          88    -0.90584   -0.932166  0.00217141
          89    -0.90688   -0.931882  0.00216552
          90    -0.91088   -0.931649    0.002154
          91    -0.91104   -0.931422   0.0021422
          92     -0.9072   -0.931159  0.00213504
          93    -0.94744   -0.931334  0.00211924
          94    -0.94392   -0.931468  0.00210092
          95    -0.94928   -0.931656  0.00208716
          96    -0.91184   -0.931449   0.0020756
          97    -0.90864   -0.931214  0.00206748
          98    -0.96128   -0.931521  0.00206902
          99    -0.90944   -0.931298  0.00206011
         100    -0.91984   -0.931183  0.00204269
