#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1     0.68276     0.68276           0
           2     0.73516     0.70896   0.0185262
           3     0.28156    0.566493    0.116977
           4     0.61088     0.57759   0.0882578
           5     0.66956    0.595984   0.0724977
           6     0.63652     0.60274   0.0607287
           7     0.65716    0.610514   0.0525484
           8       0.346     0.57745   0.0554143
           9     0.36112    0.553413   0.0542202
          10     0.46352    0.544424   0.0495378
          11     0.54528    0.544502   0.0450344
          12     0.10312     0.50772   0.0542616
          13     0.40552    0.499858    0.050654
          14     0.57696    0.505366   0.0473342
          15       0.711    0.519075   0.0461211
          16     0.56636     0.52203   0.0433331
          17     0.25228    0.506162   0.0435926
          18     0.06588    0.481702   0.0475405
          19     0.52992     0.48424    0.045106
          20     0.71952    0.496004   0.0443583
          21     0.80336     0.51064   0.0445952
          22     0.62592     0.51588   0.0428749
          23     0.18244    0.501383   0.0433926
          24     0.31368    0.493562   0.0422835
          25       0.784    0.505179    0.042158
          26      0.4512    0.503103   0.0405876
          27     0.41852     0.49997   0.0392051
          28     0.14728    0.487374   0.0397769
          29     0.63728    0.492543   0.0387397
          30     0.54684    0.494353   0.0374907
          31     0.70092    0.501017   0.0368687
          32     0.68528    0.506775   0.0361634
          33      0.8178      0.5162    0.036275
          34      0.4968    0.515629   0.0352125
          35      0.6462     0.51936   0.0344035
          36     0.60408    0.521713   0.0335283
          37     0.47208    0.520372   0.0326489
          38     0.69692    0.525018   0.0321186
          39      0.2534    0.518053   0.0320412
          40     0.74236    0.523661   0.0317271
          41     0.44988    0.521861   0.0310043
          42     0.66396    0.525245   0.0304501
          43     0.61196    0.527261   0.0298087
          44     0.26972    0.521408   0.0297003
          45     0.92192    0.530308   0.0303446
          46     0.43116    0.528153   0.0297614
          47     0.44304    0.526342   0.0291832
          48    -0.14732    0.512307   0.0317712
          49    -0.42976    0.493082    0.036479
          50     0.63236    0.495867   0.0358557
          51     0.36536    0.493308   0.0352438
          52     0.70312    0.497343   0.0347962
          53     0.78748    0.502817   0.0345676
          54     0.63696    0.505301   0.0340166
          55     0.81696    0.510968   0.0338668
          56     0.25376    0.506375   0.0335721
          57      0.5226     0.50666   0.0329843
          58    -0.12708    0.495733   0.0341775
          59     0.19632    0.490658   0.0339729
          60     0.66028    0.493485   0.0335241
          61     0.38652    0.491732   0.0330204
          62     0.45044    0.491066   0.0324945
          63     0.53556    0.491772   0.0319864
          64     0.60636    0.493562   0.0315367
          65       0.356    0.491446   0.0311224
          66     0.22772     0.48745   0.0309063
          67     0.40652    0.486242   0.0304686
          68     0.36824    0.484507   0.0300699
          69     0.50696    0.484832   0.0296359
          70      0.4546    0.484401   0.0292157
          71     0.73112    0.487875   0.0290101
          72       0.274    0.484905   0.0287589
          73     0.52632    0.485472   0.0283705
          74     0.63088    0.487437   0.0280551
          75     0.54524    0.488208   0.0276916
          76     0.66212    0.490496   0.0274216
          77    -0.05164    0.483456   0.0279548
          78      -0.064    0.476437   0.0284638
          79     0.21976    0.473188   0.0282884
          80     0.70444    0.476078   0.0280821
          81     0.55212    0.477017   0.0277511
          82     0.63232    0.478911   0.0274772
          83      0.5496    0.479763   0.0271593
          84     0.24348     0.47695   0.0269813
          85     0.48848    0.477086   0.0266642
          86     0.48492    0.477177   0.0263543
          87     0.52036    0.477673    0.026056
          88     0.39336    0.476715   0.0257776
          89     0.85964    0.481018   0.0258445
          90      0.3362    0.479408   0.0256074
          91     0.68244     0.48164    0.025423
          92     0.43116    0.481091   0.0251526
          93     0.45856    0.480849   0.0248833
          94     0.39928    0.479981   0.0246337
          95     0.44168    0.479578   0.0243777
          96    -0.00384    0.474542   0.0246384
          97     0.66844    0.476541   0.0244653
          98       0.585    0.477648   0.0242407
          99     0.59392    0.478822   0.0240243
         100      0.2996     0.47703   0.0238508
