#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -0.91352    -0.91352           0
           2    -0.89128     -0.9024  0.00786303
           3     -0.8712      -0.892  0.00997925
           4    -0.88528    -0.89032  0.00762454
           5    -0.90152    -0.89256  0.00642025
           6     -0.8716   -0.889067   0.0062285
           7    -0.90008    -0.89064  0.00553386
           8     -0.8744    -0.88861  0.00520115
           9    -0.89488   -0.889307  0.00466967
          10    -0.89792   -0.890168   0.0042814
          11    -0.90416    -0.89144  0.00407676
          12    -0.89848   -0.892027  0.00377901
          13    -0.88512   -0.891495  0.00352547
          14    -0.89968    -0.89208  0.00332176
          15    -0.90736   -0.893099  0.00325276
          16    -0.88744   -0.892745  0.00306863
          17    -0.91592   -0.894108  0.00317653
          18    -0.89144    -0.89396  0.00300351
          19    -0.87768   -0.893103  0.00296513
          20     -0.8832   -0.892608  0.00285792
          21    -0.91944   -0.893886  0.00299386
          22    -0.89216   -0.893807   0.0028588
          23    -0.89224   -0.893739  0.00273532
          24     -0.8832     -0.8933  0.00265636
          25    -0.87752   -0.892669  0.00262403
          26    -0.92736   -0.894003  0.00284216
          27    -0.87128   -0.893161  0.00285878
          28    -0.87672   -0.892574  0.00281634
          29    -0.88736   -0.892394  0.00272496
          30    -0.87592   -0.891845  0.00268889
          31    -0.87568   -0.891324  0.00265224
          32    -0.90008   -0.891597  0.00258343
          33    -0.90512   -0.892007  0.00253744
          34    -0.88744   -0.891873  0.00246636
          35    -0.90848   -0.892347  0.00244111
          36     -0.8932   -0.892371  0.00237341
          37    -0.89632   -0.892478  0.00231166
          38    -0.88464   -0.892272  0.00226001
          39    -0.89472   -0.892334  0.00220294
          40    -0.87128   -0.891808  0.00220985
          41    -0.89008   -0.891766  0.00215636
          42     -0.8772   -0.891419  0.00213272
          43    -0.89712   -0.891552  0.00208724
          44     -0.9016    -0.89178  0.00205226
          45    -0.92496   -0.892517    0.002135
          46    -0.88632   -0.892383  0.00209283
          47     -0.8904    -0.89234  0.00204873
          48    -0.89872   -0.892473  0.00201035
          49    -0.89976   -0.892622  0.00197482
          50     -0.8892   -0.892554  0.00193651
          51    -0.88184   -0.892344   0.0019099
          52    -0.89528     -0.8924    0.001874
          53     -0.9044   -0.892626  0.00185227
          54    -0.87704   -0.892338  0.00184032
          55    -0.89368   -0.892362  0.00180702
          56    -0.85816   -0.891751  0.00187513
          57    -0.87784   -0.891507  0.00185805
          58     -0.8836   -0.891371  0.00183101
          59    -0.89376   -0.891412  0.00180042
          60     -0.9004   -0.891561  0.00177664
          61    -0.88904    -0.89152  0.00174799
          62    -0.90736   -0.891775  0.00173837
          63    -0.88416   -0.891655  0.00171497
          64    -0.88768   -0.891592   0.0016893
          65    -0.87832   -0.891388  0.00167561
          66    -0.90776   -0.891636  0.00166848
          67    -0.89504   -0.891687  0.00164435
          68    -0.89472   -0.891732  0.00162077
          69    -0.92104   -0.892157    0.001652
          70    -0.87344   -0.891889   0.0016499
          71     -0.8868   -0.891817  0.00162822
          72    -0.89936   -0.891922  0.00160897
          73     -0.8936   -0.891945  0.00158709
          74       -0.88   -0.891784  0.00157383
          75    -0.88296   -0.891666  0.00155724
          76    -0.86024   -0.891253   0.0015907
          77    -0.88536   -0.891176  0.00157189
          78    -0.89312   -0.891201  0.00155193
          79    -0.88016   -0.891061  0.00153857
          80    -0.90232   -0.891202  0.00152576
          81    -0.90736   -0.891401   0.0015199
          82    -0.92776   -0.891845  0.00156471
          83     -0.8808   -0.891712   0.0015515
          84    -0.87768   -0.891545    0.001542
          85    -0.88224   -0.891435  0.00152774
          86     -0.8752   -0.891247   0.0015216
          87     -0.8828   -0.891149   0.0015072
          88    -0.87976    -0.89102  0.00149562
          89     -0.8768    -0.89086  0.00148732
          90    -0.89136   -0.890866  0.00147081
          91    -0.88688   -0.890822   0.0014553
          92    -0.88608    -0.89077  0.00144039
          93    -0.88616   -0.890721  0.00142576
          94     -0.8816   -0.890624  0.00141389
          95    -0.89544   -0.890675  0.00139991
          96     -0.8968   -0.890738  0.00138678
          97    -0.89392   -0.890771  0.00137287
          98    -0.90744   -0.890941  0.00136936
          99     -0.8848   -0.890879  0.00135693
         100     -0.8776   -0.890746  0.00134985
