#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     30.5269     30.5269           0
           2     21.1496     25.8382     3.31536
           3     22.8625     24.8463     2.35395
           4     20.7873     23.8316     1.97209
           5     28.5097     24.7672     1.78588
           6     9.10594      22.157     2.80936
           7     25.4335     22.6251     2.44671
           8     24.5561     22.8664     2.15274
           9     24.5239     23.0506     1.92141
          10     26.0191     23.3475     1.75205
          11     38.3312     24.7096     2.05517
          12     19.3795     24.2654     1.93131
          13     22.0223     24.0929     1.79044
          14     29.0546     24.4473     1.69726
          15     36.0311     25.2196     1.75101
          16     22.9459     25.0774     1.64732
          17     42.1829     26.0837     1.83213
          18     21.3577     25.8211     1.74906
          19     21.6123     25.5996     1.67097
          20     24.9752     25.5684     1.58771
          21     32.8818     25.9166     1.54983
          22     21.3795     25.7104     1.49304
          23     20.3211     25.4761      1.4464
          24     14.1435     25.0039     1.46117
          25     10.6202     24.4285     1.51176
          26     48.5299     25.3555     1.71442
          27     15.8029     25.0017     1.68704
          28     20.7931     24.8514     1.63347
          29     18.2366     24.6233     1.59299
          30     22.1902     24.5422     1.54195
          31     17.5599      24.317     1.50857
          32     27.2071     24.4073     1.46413
          33     25.4377     24.4385     1.42009
          34      19.439     24.2915     1.38592
          35     26.8366     24.3642     1.34823
          36     22.3466     24.3081     1.31194
          37     26.4481      24.366     1.27776
          38     26.7912     24.4298     1.24573
          39     25.4861     24.4569     1.21408
          40      21.867     24.3921     1.18545
          41     22.1634     24.3378     1.15778
          42     20.0727     24.2362     1.13466
          43     29.7807     24.3652     1.11558
          44     25.2027     24.3842     1.09039
          45     39.1833     24.7131     1.11465
          46     21.2547     24.6379     1.09295
          47     25.1667     24.6491     1.06975
          48     27.2336      24.703     1.04882
          49     30.1329     24.8138     1.03325
          50     19.8669     24.7149     1.01731
          51     16.3413     24.5507     1.01053
          52     29.5258     24.6464    0.995614
          53     30.6286     24.7592    0.983206
          54      21.972     24.7076    0.966352
          55      28.701     24.7802    0.951506
          56     9.26171     24.5031    0.974033
          57     17.4376     24.3791      0.9648
          58     21.1605     24.3236     0.94976
          59     26.0475     24.3529    0.934112
          60     23.8334     24.3442    0.918583
          61     28.6086     24.4141    0.906181
          62     39.8181     24.6626    0.924997
          63     24.7803     24.6644    0.910317
          64       19.98     24.5912    0.899031
          65     17.1145     24.4762    0.892528
          66     33.6838     24.6157    0.889841
          67     22.7577      24.588    0.876992
          68     29.9648     24.6671    0.867652
          69     36.9735     24.8454    0.873216
          70     9.43737     24.6253    0.888051
          71     17.9463     24.5312    0.880512
          72     31.1137     24.6227    0.873016
          73     19.1811     24.5481    0.864233
          74     19.4445     24.4791    0.855302
          75     12.4555     24.3188    0.858791
          76     11.2498     24.1469    0.864536
          77      24.908     24.1568    0.853364
          78     24.0334     24.1552    0.842425
          79     23.5173     24.1471      0.8318
          80     33.7063     24.2666    0.829941
          81     41.3493     24.4775    0.846066
          82     38.8054     24.6522      0.8536
          83     22.8014     24.6299    0.843607
          84     17.5295     24.5454    0.837788
          85     17.7454     24.4654    0.831743
          86     15.8744     24.3655    0.828049
          87     22.4683     24.3437    0.818818
          88     17.6978     24.2682    0.812988
          89      6.0072      24.063    0.829341
          90     19.8513     24.0162    0.821445
          91     28.7449     24.0682     0.81406
          92     22.9403     24.0559    0.805304
          93     12.1702     23.9281    0.806723
          94     22.1622     23.9093    0.798359
          95     21.5271     23.8842    0.790349
          96     30.6002     23.9542    0.785206
          97     26.9647     23.9852    0.777725
          98     26.2538     24.0084    0.770133
          99     18.3205     23.9509    0.764494
         100     21.5275     23.9267    0.757233
