#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1      0.0384      0.0384           0
           2     0.04776     0.04308  0.00330926
           3     0.00832   0.0314933  0.00971431
           4     0.01472      0.0273  0.00814063
           5      0.0828      0.0384   0.0118735
           6     0.04008     0.03868  0.00989791
           7     0.07112   0.0433143  0.00950713
           8     0.01236    0.039445  0.00907201
           9     0.01828   0.0370933  0.00836326
          10      0.0374    0.037124  0.00752699
          11    -0.03116   0.0309164  0.00904734
          12    -0.00588     0.02785  0.00879769
          13     0.05432   0.0298862  0.00835325
          14     0.03128   0.0299857  0.00775718
          15     0.04496    0.030984  0.00730399
          16     0.02216   0.0304325  0.00686828
          17     0.04176   0.0310988  0.00649651
          18     0.07352   0.0334556  0.00654913
          19     0.03088     0.03332  0.00620584
          20     0.04616    0.033962  0.00592866
          21     0.07952   0.0361314  0.00603022
          22      0.0572   0.0370891  0.00583166
          23     0.03408   0.0369583  0.00557958
          24     0.03936   0.0370583    0.005348
          25      0.0944    0.039352  0.00560439
          26     0.02876   0.0389446  0.00540362
          27      0.0982   0.0411393  0.00563155
          28    -0.01492   0.0391371  0.00577536
          29     0.07072   0.0402262  0.00567797
          30     0.03388   0.0400147  0.00549264
          31     0.07148   0.0410297  0.00540843
          32     0.09088   0.0425875  0.00545916
          33     0.05144   0.0428558  0.00530032
          34     0.04856   0.0430235  0.00514708
          35     0.02944   0.0426354  0.00501463
          36     0.06612   0.0432878  0.00491759
          37     0.04996   0.0434681  0.00478799
          38     0.04004   0.0433779  0.00466284
          39     0.04044   0.0433026  0.00454388
          40     0.07364    0.044061  0.00449314
          41     0.03664     0.04388  0.00438719
          42     0.02108   0.0433371  0.00431619
          43     0.04508   0.0433777  0.00421601
          44     0.01772   0.0427945  0.00416032
          45     0.07192   0.0434418  0.00411791
          46     0.06864   0.0439896  0.00406466
          47    -0.01516   0.0427311  0.00416845
          48     0.02052   0.0422683  0.00410721
          49     0.01404   0.0416922  0.00406359
          50     0.04192   0.0416968  0.00398232
          51     0.00624   0.0410016  0.00396446
          52     0.03244   0.0408369  0.00389164
          53     0.01868   0.0404189   0.0038406
          54     0.03764   0.0403674  0.00376982
          55     0.02264   0.0400451  0.00371504
          56     0.03424   0.0399414  0.00365014
          57    -0.00348   0.0391796  0.00366473
          58      0.0464   0.0393041  0.00360366
          59    -0.00276   0.0385912  0.00361242
          60     0.04796   0.0387473  0.00355559
          61     0.03188   0.0386348  0.00349908
          62     0.05476   0.0388948  0.00345229
          63      0.0614   0.0392521  0.00341593
          64      0.0334   0.0391606  0.00336378
          65     0.07348   0.0396886  0.00335321
          66     0.06664    0.040097  0.00332717
          67     0.04216   0.0401278  0.00327766
          68     0.00228   0.0395712  0.00327637
          69     0.07592    0.040098  0.00327097
          70     0.07068   0.0405349  0.00325328
          71     0.04068   0.0405369  0.00320746
          72     0.01188   0.0401389  0.00318751
          73     0.04688   0.0402312  0.00314519
          74     0.06472   0.0405622  0.00312005
          75     0.00744   0.0401205  0.00310954
          76       0.044   0.0401716  0.00306905
          77     0.02388     0.03996  0.00303647
          78    -0.00048   0.0394415  0.00304149
          79     0.07808   0.0399306  0.00304206
          80      0.0416   0.0399515   0.0030041
          81     0.03228   0.0398568  0.00296851
          82     0.01876   0.0395995  0.00294343
          83     0.03308    0.039521  0.00290902
          84     0.02784   0.0393819  0.00287771
          85     0.09364   0.0400202  0.00291379
          86     0.05816   0.0402312  0.00288753
          87     0.05116   0.0403568  0.00285707
          88     0.08256   0.0408364  0.00286458
          89    -0.00388   0.0403339  0.00287611
          90     0.02876   0.0402053  0.00284703
          91      0.0338   0.0401349  0.00281661
          92     0.04612      0.0402  0.00278675
          93     0.02792    0.040068  0.00275991
          94     0.04672   0.0401387  0.00273146
          95     0.03688   0.0401044  0.00270292
          96    -0.01716   0.0395079   0.0027398
          97     0.05928   0.0397118  0.00271912
          98     0.00844   0.0393927  0.00271004
          99     0.04008   0.0393996  0.00268267
         100      0.0062   0.0390676  0.00267631
