#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     2.19619     2.19619           0
           2     2.24631     2.22125   0.0177193
           3     1.40052     1.94767    0.223686
           4     1.81624     1.91481    0.170161
           5     2.21144     1.97414    0.146105
           6     1.59162     1.91038    0.134948
           7     2.10678     1.93844     0.11855
           8     1.72593     1.91188    0.106666
           9     2.00899     1.92267   0.0953586
          10     1.96536     1.92694   0.0859183
          11     2.17755     1.94972    0.081072
          12     1.72598     1.93107     0.07643
          13     1.57671     1.90382    0.075255
          14     1.86155      1.9008   0.0699402
          15     1.78494     1.89307   0.0657026
          16     2.11219     1.90677   0.0630072
          17     1.76329     1.89833   0.0598635
          18     2.13304     1.91137   0.0579404
          19      1.8288     1.90702   0.0550537
          20     2.03529     1.91344   0.0526732
          21     1.82424     1.90919    0.050336
          22     2.07972     1.91694   0.0486411
          23     2.07082     1.92363   0.0469842
          24     1.69995     1.91431   0.0459416
          25     2.10259     1.92184   0.0447169
          26     1.75341     1.91536   0.0434637
          27      1.9536     1.91678    0.041877
          28     1.83435     1.91384   0.0404848
          29     1.78932     1.90954   0.0393158
          30     2.14701     1.91746   0.0387939
          31     1.86344     1.91571   0.0375816
          32     1.94292     1.91656   0.0364168
          33     2.15228     1.92371    0.036007
          34     1.84946     1.92152   0.0350141
          35     1.84673     1.91939   0.0340789
          36     1.79576     1.91595   0.0333048
          37     1.96348     1.91724   0.0324294
          38     1.75699     1.91302    0.031849
          39     1.89059     1.91245   0.0310376
          40     2.25078      1.9209    0.031393
          41     2.29718     1.93008   0.0319406
          42     1.95967     1.93079   0.0311879
          43     1.38875     1.91818   0.0329116
          44     1.78744     1.91521   0.0322974
          45     1.85224     1.91381     0.03161
          46     1.84555     1.91233   0.0309576
          47     1.85501     1.91111    0.030323
          48     1.79214     1.90863   0.0297924
          49     1.79704     1.90635   0.0292713
          50     1.66198     1.90146    0.029091
          51     1.92395      1.9019    0.028524
          52     2.26969     1.90898    0.028839
          53     1.67666     1.90459    0.028626
          54     1.83365     1.90328   0.0281261
          55     2.03162     1.90561   0.0277113
          56     1.96668      1.9067   0.0272379
          57     1.87534     1.90615   0.0267656
          58     1.90833     1.90619   0.0263042
          59     1.95722     1.90706   0.0258726
          60     2.12988     1.91077   0.0257065
          61     1.63976     1.90633   0.0256661
          62     1.76706     1.90408   0.0253503
          63     1.81153     1.90261   0.0249904
          64     1.71525     1.89968   0.0247708
          65     1.90875     1.89982   0.0243901
          66     1.97224     1.90092   0.0240452
          67     1.74089     1.89853   0.0238047
          68      1.7624     1.89653   0.0235386
          69     1.93426     1.89708   0.0232038
          70     2.20941     1.90154   0.0232974
          71     2.02052     1.90321   0.0230295
          72     1.87031     1.90276   0.0227141
          73     1.90113     1.90274    0.022403
          74     1.86532     1.90223    0.022106
          75     1.91562     1.90241   0.0218119
          76     1.91059     1.90252   0.0215252
          77     1.71666      1.9001   0.0213806
          78     1.53332      1.8954   0.0216174
          79     1.80871      1.8943   0.0213716
          80     1.68362     1.89167   0.0212661
          81     1.95336     1.89243   0.0210172
          82     1.83148     1.89169    0.020774
          83     2.22188     1.89567   0.0209012
          84      2.2528     1.89992   0.0210803
          85     1.99675     1.90106   0.0208631
          86     2.19882     1.90452   0.0209058
          87     2.10184     1.90679   0.0207882
          88     1.79609     1.90553     0.02059
          89     1.84235     1.90482   0.0203709
          90     1.53162     1.90067   0.0205622
          91     2.12814     1.90317   0.0204876
          92     1.87341     1.90285   0.0202675
          93     1.96108     1.90347   0.0200592
          94     1.78231     1.90219   0.0198872
          95     1.78602     1.90096   0.0197154
          96     1.79873      1.8999   0.0195388
          97     2.03384     1.90128   0.0193861
          98     1.59826     1.89819   0.0194333
          99     1.78165     1.89701   0.0192726
         100     1.79322     1.89597   0.0191078
