#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -0.53856    -0.53856           0
           2     -0.5256    -0.53208  0.00458205
           3    -0.52624   -0.530133  0.00344348
           4    -0.52616    -0.52914  0.00272211
           5    -0.52752   -0.528816  0.00219689
           6     -0.5264   -0.528413  0.00186728
           7    -0.52224   -0.527531  0.00179675
           8     -0.5308    -0.52794  0.00161795
           9    -0.53688   -0.528933  0.00171622
          10    -0.54032   -0.530072  0.00188486
          11    -0.52624   -0.529724   0.0017454
          12    -0.53128   -0.529853  0.00160477
          13    -0.52616   -0.529569  0.00150626
          14    -0.52032   -0.528909  0.00153674
          15    -0.52696   -0.528779  0.00143977
          16    -0.54048    -0.52951  0.00152425
          17     -0.5296   -0.529515   0.0014346
          18    -0.53184   -0.529644   0.0013607
          19    -0.52152   -0.529217  0.00135461
          20    -0.53144   -0.529328  0.00129143
          21     -0.5196   -0.528865  0.00131038
          22    -0.52248   -0.528575  0.00128256
          23    -0.52112    -0.52825  0.00126708
          24      -0.528    -0.52824  0.00121433
          25    -0.52336   -0.528045  0.00118134
          26    -0.52936   -0.528095  0.00113699
          27    -0.52264   -0.527893  0.00111269
          28    -0.53144    -0.52802  0.00108013
          29    -0.52752   -0.528003  0.00104302
          30    -0.53128   -0.528112  0.00101396
          31    -0.51976   -0.527843  0.00101642
          32    -0.52432   -0.527733 0.000990597
          33     -0.5264   -0.527692 0.000961402
          34    -0.52904   -0.527732 0.000933942
          35    -0.53384   -0.527906  0.00092342
          36     -0.5212    -0.52772 0.000916367
          37    -0.53208   -0.527838 0.000899145
          38    -0.52744   -0.527827 0.000875544
          39     -0.5236   -0.527719 0.000859778
          40     -0.5364   -0.527936 0.000865241
          41      -0.528   -0.527938 0.000844139
          42    -0.53944   -0.528211 0.000867329
          43    -0.53192   -0.528298 0.000851436
          44    -0.53576   -0.528467 0.000848808
          45    -0.52504   -0.528391 0.000833356
          46    -0.53112    -0.52845 0.000817348
          47    -0.52256   -0.528325 0.000809509
          48    -0.52872   -0.528333 0.000792686
          49    -0.52616   -0.528289 0.000777749
          50     -0.5288   -0.528299 0.000762261
          51    -0.52904   -0.528314 0.000747453
          52    -0.53496   -0.528442 0.000743927
          53    -0.52264   -0.528332   0.0007379
          54    -0.53968   -0.528542 0.000753565
          55    -0.52344   -0.528449 0.000745552
          56      -0.536   -0.528584 0.000744331
          57    -0.53184   -0.528641 0.000733461
          58     -0.5284   -0.528637 0.000720826
          59    -0.52784   -0.528624 0.000708736
          60    -0.53704   -0.528764 0.000710669
          61      -0.522   -0.528653 0.000707616
          62    -0.52544   -0.528601 0.000698098
          63     -0.5248   -0.528541  0.00068962
          64    -0.53584   -0.528655 0.000688211
          65    -0.52688   -0.528628 0.000678164
          66    -0.52816   -0.528621 0.000667926
          67    -0.51824   -0.528466 0.000675688
          68    -0.52408   -0.528401 0.000668822
          69    -0.53216   -0.528456 0.000661344
          70    -0.53568   -0.528559   0.0006599
          71    -0.51872    -0.52842 0.000664996
          72    -0.51888   -0.528288 0.000668831
          73    -0.53696   -0.528407 0.000670136
          74    -0.53072   -0.528438 0.000661809
          75    -0.53056   -0.528466  0.00065359
          76    -0.53216   -0.528515 0.000646795
          77    -0.52784   -0.528506 0.000638454
          78    -0.53464   -0.528585 0.000635093
          79    -0.52664    -0.52856 0.000627531
          80    -0.53192   -0.528602 0.000621091
          81    -0.53672   -0.528702 0.000621457
          82     -0.5268   -0.528679 0.000614311
          83    -0.53552   -0.528761 0.000612414
          84    -0.53672   -0.528856 0.000612408
          85    -0.52448   -0.528805 0.000607364
          86    -0.53584   -0.528887 0.000605785
          87    -0.53408   -0.528946 0.000601756
          88    -0.52496   -0.528901 0.000596621
          89     -0.5312   -0.528927 0.000590476
          90    -0.52504   -0.528884 0.000585492
          91    -0.52848   -0.528879 0.000579075
          92    -0.52552   -0.528843 0.000573931
          93    -0.53592   -0.528919 0.000572783
          94    -0.53392   -0.528972 0.000569155
          95    -0.52408    -0.52892 0.000565488
          96    -0.52696     -0.5289 0.000559967
          97    -0.52048   -0.528813 0.000560881
          98    -0.53296   -0.528856 0.000556752
          99     -0.5248   -0.528815 0.000552633
         100    -0.52224   -0.528749 0.000551004
