#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -0.98872    -0.98872           0
           2    -0.97648     -0.9826  0.00432749
           3    -0.95712   -0.974107  0.00751095
           4    -0.95296    -0.96882  0.00725911
           5    -0.96464   -0.967984  0.00585523
           6    -0.93488   -0.962467  0.00701253
           7    -0.99648   -0.967326  0.00750776
           8    -0.92968    -0.96262  0.00790768
           9    -0.96272   -0.962631  0.00702905
          10    -0.99056   -0.965424   0.0068586
          11    -0.97312   -0.966124  0.00627067
          12    -0.96344     -0.9659   0.0057521
          13     -0.9164   -0.962092   0.0064479
          14     -0.9924   -0.964257  0.00634035
          15    -0.96648   -0.964405  0.00591939
          16     -0.9868   -0.965805  0.00571251
          17    -0.97752   -0.966494  0.00541788
          18    -0.92704   -0.964302  0.00554257
          19    -0.95568   -0.963848   0.0052694
          20    -0.98704   -0.965008  0.00513193
          21     -0.9788   -0.965665   0.0049294
          22    -0.98448    -0.96652  0.00477895
          23     -0.9648   -0.966445  0.00457176
          24     -0.9468   -0.965627  0.00445394
          25    -0.94256   -0.964704  0.00437031
          26    -0.99752   -0.965966  0.00438069
          27    -0.97248   -0.966207  0.00422508
          28    -0.97168   -0.966403   0.0040787
          29    -0.97912   -0.966841  0.00396156
          30    -0.91632   -0.965157  0.00417212
          31    -0.95256   -0.964751  0.00405728
          32    -0.97664   -0.965122  0.00394746
          33    -0.94152   -0.964407   0.0038921
          34     -0.9516   -0.964031  0.00379581
          35    -0.99488   -0.964912  0.00378831
          36       -0.98   -0.965331  0.00370619
          37    -0.99024   -0.966004  0.00366666
          38    -0.97496    -0.96624  0.00357773
          39    -0.98152   -0.966632  0.00350738
          40     -0.9408   -0.965986  0.00347864
          41     -0.9828   -0.966396  0.00341788
          42    -0.97424   -0.966583  0.00334161
          43     -0.9876   -0.967072  0.00329945
          44    -0.94784   -0.966635  0.00325328
          45    -0.98752   -0.967099  0.00321392
          46    -0.98632   -0.967517   0.0031711
          47      -0.942   -0.966974  0.00314976
          48    -0.94776   -0.966573  0.00310947
          49     -0.9764   -0.966774  0.00305247
          50    -0.91416   -0.965722  0.00316761
          51    -0.98512   -0.966102  0.00312825
          52     -0.9952   -0.966662  0.00311774
          53    -0.99576   -0.967211  0.00310688
          54    -0.97256    -0.96731  0.00305093
          55    -0.98976   -0.967718  0.00302264
          56    -0.94016   -0.967226  0.00300845
          57     -0.9548   -0.967008  0.00296356
          58     -0.9936   -0.967466  0.00294772
          59     -0.9876   -0.967807  0.00291744
          60    -0.94128   -0.967365  0.00290213
          61    -0.94632    -0.96702  0.00287498
          62    -0.98504   -0.967311  0.00284327
          63    -0.97072   -0.967365  0.00279865
          64    -0.98632   -0.967661  0.00277055
          65    -0.97296   -0.967743  0.00272912
          66     -0.9796   -0.967922  0.00269368
          67    -0.95096   -0.967669  0.00266535
          68    -0.95896   -0.967541  0.00262923
          69    -0.98296   -0.967765   0.0026006
          70     -0.9604   -0.967659  0.00256558
          71    -0.93184   -0.967155  0.00257857
          72      -0.942   -0.966806  0.00256631
          73     -0.9692   -0.966838  0.00253137
          74    -0.98472    -0.96708  0.00250867
          75      -0.918   -0.966426  0.00255915
          76    -0.98272    -0.96664  0.00253444
          77    -0.97472   -0.966745   0.0025037
          78    -0.96136   -0.966676  0.00247255
          79    -0.94408    -0.96639  0.00245774
          80    -0.98328   -0.966601  0.00243607
          81    -0.97832   -0.966746  0.00241029
          82    -0.99128   -0.967045  0.00239939
          83      -0.946   -0.966791  0.00238384
          84    -0.96224   -0.966737  0.00235608
          85    -0.95328   -0.966579  0.00233367
          86    -0.98976   -0.966848  0.00232205
          87    -0.96264     -0.9668  0.00229586
          88    -0.93304   -0.966416   0.0023016
          89    -0.99376   -0.966724  0.00229616
          90    -0.96112   -0.966661  0.00227149
          91    -0.96664   -0.966661  0.00224653
          92     -0.9852   -0.966863  0.00223113
          93    -0.97944   -0.966998  0.00221123
          94    -0.95744   -0.966896  0.00219005
          95    -0.96272   -0.966852  0.00216743
          96    -0.91528   -0.966315  0.00221043
          97    -0.92928   -0.965933  0.00222037
          98    -0.97328   -0.966008  0.00219898
          99    -0.96816    -0.96603  0.00217687
         100    -0.98864   -0.966256  0.00216682
