#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     94.5218     94.5218           0
           2      78.955     86.7384     5.50367
           3     60.4021     77.9596     8.05235
           4     60.1162     73.4988     7.16918
           5     68.3584     72.4707     5.80859
           6     46.4469     68.1334     6.25357
           7      99.015     72.5451     6.73901
           8      27.791     66.9508     7.88378
           9     66.9704      66.953      7.0078
          10     95.8424     69.8419     6.87677
          11     78.6422     70.6419     6.29797
          12     64.9822     70.1703     5.79077
          13     20.6053     66.3576     6.48004
          14     97.3698     68.5728     6.38458
          15     81.8834     69.4601      6.0203
          16     93.5365     70.9649     5.82905
          17     85.7974     71.8374     5.55108
          18      25.339     69.2542     5.81276
          19     68.2858     69.2032     5.50705
          20     91.9819     70.3421     5.34818
          21        87.1     71.1401     5.15269
          22     90.0216     71.9984     4.98944
          23     69.5082     71.8901     4.77368
          24      59.228     71.3625     4.60384
          25     41.8376     70.1815     4.56866
          26     99.2669     71.3002     4.52782
          27     81.5515     71.6799     4.37602
          28     78.7378     71.9319     4.22698
          29     87.1294      72.456     4.11358
          30     13.8491     70.5024     4.41605
          31     56.6667     70.0561     4.29609
          32     87.3429     70.5963     4.19566
          33     45.0614     69.8225     4.13926
          34     59.2027     69.5102     4.02928
          35     97.4267     70.3078     3.99232
          36     87.0034     70.7716     3.90827
          37     93.5258     71.3866     3.85072
          38     77.6082     71.5503     3.75287
          39     88.1581     71.9761     3.68072
          40     53.2966     71.5091      3.6182
          41     91.3747     71.9937     3.56225
          42     79.2914     72.1674     3.48167
          43     91.8086     72.6242     3.43053
          44     50.9368     72.1313     3.38779
          45     93.0082     72.5952     3.34412
          46      92.004     73.0172     3.29793
          47     42.5829     72.3696     3.29072
          48     54.1008      71.989      3.2441
          49     86.4531     72.2842      3.1913
          50     9.14704     71.0215     3.36804
          51     89.5614      71.385     3.32156
          52     98.4826     71.9061     3.29831
          53     98.6611     72.4109     3.27448
          54     83.8666      72.623     3.22071
          55     95.2925     73.0352     3.18841
          56     41.4352     72.4709     3.18102
          57     55.2699     72.1692     3.13949
          58     97.7194     72.6097     3.11612
          59     90.5666      72.914     3.07813
          60     39.0763     72.3501     3.07806
          61     51.9061     72.0149     3.04579
          62     91.2402      72.325      3.0124
          63     75.1915     72.3705     2.96493
          64     91.8149     72.6743     2.93413
          65      79.688     72.7822     2.89097
          66     81.7522     72.9181     2.85036
          67     57.5534     72.6888     2.81703
          68     64.6043     72.5699     2.77811
          69     88.7459     72.8044     2.74772
          70     68.1626      72.738     2.70927
          71     32.6565     72.1735     2.72929
          72     42.4002       71.76     2.72253
          73      74.239      71.794     2.68545
          74     91.5499     72.0609      2.6624
          75     33.0715     71.5411     2.67717
          76     87.8925     71.7562     2.65058
          77     82.4792     71.8955     2.61981
          78     68.7818     71.8556     2.58652
          79      48.407     71.5587     2.57076
          80     83.7683     71.7114     2.54315
          81     89.8598     71.9354      2.5216
          82      94.492     72.2105     2.50581
          83     55.7931     72.0127     2.48342
          84     62.5245     71.8997     2.45642
          85     59.4853     71.7537     2.43186
          86     96.4251     72.0406     2.42044
          87     69.5299     72.0117     2.39279
          88     34.0534     71.5804     2.40417
          89     98.2496       71.88     2.39575
          90     68.4246     71.8416     2.36944
          91     78.3734     71.9134     2.34449
          92     89.6642     72.1064     2.32693
          93     90.3024      72.302     2.31012
          94      60.431     72.1757       2.289
          95     64.5968     72.0959     2.26629
          96     9.51712     71.4441     2.33455
          97     34.3126     71.0613     2.34166
          98     83.6706     71.1899      2.3213
          99     74.7898     71.2263     2.29813
         100     95.2323     71.4664     2.28766
