#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -0.48592    -0.48592           0
           2    -0.48712    -0.48652 0.000424264
           3    -0.48168   -0.484907   0.0013473
           4     -0.4852    -0.48498  0.00101247
           5    -0.48248    -0.48448 0.000925237
           6    -0.49208   -0.485747  0.00138979
           7    -0.48112   -0.485086  0.00133923
           8     -0.4836     -0.4849  0.00118463
           9    -0.49088   -0.485564  0.00122526
          10     -0.4732   -0.484328  0.00160995
          11    -0.48288   -0.484196  0.00146896
          12    -0.48616    -0.48436  0.00135563
          13     -0.4768   -0.483778  0.00137042
          14    -0.47808   -0.483371  0.00133161
          15    -0.48704   -0.483616   0.0012651
          16    -0.47416   -0.483025  0.00131686
          17    -0.48904   -0.483379  0.00128605
          18    -0.48256   -0.483333  0.00121541
          19    -0.49576   -0.483987   0.0013157
          20     -0.4788   -0.483728  0.00127522
          21      -0.474   -0.483265  0.00129591
          22     -0.4788   -0.483062  0.00125279
          23    -0.48552   -0.483169  0.00120287
          24    -0.47816    -0.48296  0.00117072
          25      -0.482   -0.482922  0.00112452
          26    -0.48112   -0.482852   0.0010834
          27    -0.48152   -0.482803   0.0010444
          28    -0.48008   -0.482706  0.00101161
          29    -0.47288   -0.482367  0.00103191
          30    -0.48136   -0.482333 0.000998061
          31      -0.484   -0.482387 0.000967312
          32     -0.4832   -0.482413 0.000937417
          33     -0.4768   -0.482242  0.00092431
          34    -0.48504   -0.482325  0.00090078
          35    -0.47952   -0.482245   0.0008786
          36    -0.48616   -0.482353   0.0008609
          37    -0.47888   -0.482259 0.000842735
          38      -0.488   -0.482411 0.000833988
          39    -0.46664   -0.482006 0.000905345
          40    -0.47584   -0.481852 0.000895739
          41    -0.49936   -0.482279 0.000970355
          42    -0.48224   -0.482278 0.000947252
          43    -0.47928   -0.482208 0.000927785
          44    -0.47608   -0.482069 0.000917094
          45    -0.47808    -0.48198 0.000900988
          46    -0.48488   -0.482043 0.000883604
          47    -0.47736   -0.481944 0.000870405
          48    -0.48664   -0.482042 0.000857752
          49    -0.48904   -0.482184 0.000852055
          50    -0.48456   -0.482232 0.000836337
          51    -0.48488   -0.482284 0.000821549
          52    -0.49288   -0.482488 0.000830636
          53    -0.48296   -0.482497 0.000815011
          54    -0.48152   -0.482479 0.000800119
          55    -0.48272   -0.482483 0.000785584
          56    -0.48144   -0.482464 0.000771776
          57    -0.48144   -0.482446 0.000758445
          58    -0.48096   -0.482421 0.000745802
          59     -0.4892   -0.482536 0.000741959
          60     -0.4908   -0.482673 0.000742269
          61     -0.4788    -0.48261 0.000732811
          62      -0.484   -0.482632 0.000721335
          63    -0.48272   -0.482634 0.000709886
          64    -0.48832   -0.482723 0.000704333
          65    -0.47816   -0.482652 0.000696985
          66     -0.4768   -0.482564 0.000692043
          67    -0.47736   -0.482486 0.000686058
          68     -0.4868   -0.482549 0.000678896
          69    -0.48504   -0.482586 0.000670016
          70    -0.49008   -0.482693 0.000668943
          71    -0.48992   -0.482794 0.000667222
          72    -0.48328   -0.482801 0.000657989
          73     -0.4932   -0.482944 0.000664216
          74    -0.47488   -0.482835 0.000664118
          75     -0.4856   -0.482871 0.000656286
          76    -0.48432   -0.482891 0.000647928
          77     -0.4856   -0.482926 0.000640468
          78     -0.4836   -0.482934 0.000632315
          79    -0.47984   -0.482895 0.000625523
          80    -0.48864   -0.482967 0.000621812
          81      -0.478   -0.482906 0.000617152
          82    -0.48944   -0.482985 0.000614749
          83    -0.48024   -0.482952 0.000608231
          84     -0.4828    -0.48295 0.000600993
          85    -0.48016   -0.482918 0.000594818
          86    -0.48232   -0.482911 0.000587943
          87    -0.47944   -0.482871 0.000582536
          88    -0.48728   -0.482921 0.000578067
          89    -0.48248   -0.482916 0.000571594
          90    -0.48176   -0.482903 0.000565387
          91    -0.48272   -0.482901 0.000559177
          92    -0.47352   -0.482799  0.00056232
          93    -0.49136   -0.482891 0.000563757
          94     -0.4712   -0.482767 0.000571315
          95    -0.48048   -0.482743 0.000565808
          96    -0.48112   -0.482726 0.000560166
          97    -0.48216    -0.48272 0.000554422
          98    -0.47568   -0.482648 0.000553399
          99    -0.47952   -0.482617  0.00054871
         100     -0.4836   -0.482626 0.000543311
