#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     1.44303     1.44303           0
           2     1.71221     1.57762   0.0951691
           3     1.58366     1.57964   0.0634674
           4     1.44084     1.54494    0.056292
           5     1.50408     1.53677   0.0456227
           6     1.49512     1.52982   0.0385434
           7     1.55958     1.53408   0.0332708
           8     1.31819     1.50709   0.0385319
           9     1.48168     1.50427   0.0343538
          10     1.39966     1.49381   0.0324719
          11     1.63436     1.50658    0.031935
          12     1.46952     1.50349   0.0294228
          13     1.31389     1.48891   0.0305612
          14     1.30451     1.47574   0.0310874
          15     1.48025     1.47604   0.0290164
          16     1.37996     1.47003   0.0278173
          17     1.40674     1.46631    0.026429
          18     1.47966     1.46705   0.0249712
          19     1.53701     1.47073   0.0239268
          20     1.65878     1.48014   0.0245083
          21     1.43848     1.47815   0.0234213
          22     1.55465     1.48163   0.0226134
          23     1.62257     1.48776   0.0224451
          24     1.37924     1.48324   0.0219606
          25     1.35436     1.47808   0.0216788
          26     1.49301     1.47866   0.0208526
          27     1.41347     1.47624   0.0202195
          28     1.53533     1.47835   0.0196072
          29     1.31882     1.47285   0.0196877
          30     1.51819     1.47436   0.0190893
          31     1.50926     1.47549   0.0185067
          32     1.31465     1.47046   0.0185984
          33     1.54543     1.47273    0.018173
          34     1.48851      1.4732   0.0176444
          35     1.39116     1.47085   0.0172953
          36     1.62408     1.47511   0.0173307
          37      1.4424     1.47423   0.0168848
          38     1.54025     1.47596   0.0165297
          39     1.50699     1.47676    0.016125
          40     1.53267     1.47816   0.0157823
          41     1.50661     1.47885   0.0154126
          42     1.34101     1.47557   0.0153911
          43     1.64838     1.47959    0.015549
          44     1.64291      1.4833   0.0156324
          45     1.39385     1.48131   0.0154108
          46     1.64101     1.48478   0.0154619
          47     1.46105     1.48428   0.0151412
          48     1.46838     1.48395   0.0148294
          49     1.42084     1.48266   0.0145826
          50     1.64168     1.48584   0.0146336
          51     1.36164      1.4834   0.0145479
          52     1.60131     1.48567   0.0144437
          53     1.61432      1.4881   0.0143737
          54      1.6224     1.49059   0.0143211
          55     1.49857     1.49073   0.0140614
          56     1.53419     1.49151   0.0138317
          57     1.65133     1.49431   0.0138704
          58     1.56989     1.49561   0.0136923
          59      1.7096     1.49924   0.0139323
          60     1.80922     1.50441   0.0146266
          61     1.47752     1.50397   0.0143935
          62     1.39756     1.50225   0.0142633
          63     1.42366       1.501   0.0140913
          64     1.54598     1.50171   0.0138887
          65     1.65402     1.50405   0.0138713
          66     1.54312     1.50464   0.0136737
          67     1.70813     1.50768   0.0138028
          68     1.40025      1.5061   0.0136899
          69     1.21811     1.50192   0.0141135
          70     1.48084     1.50162   0.0139151
          71     1.50286     1.50164   0.0137191
          72     1.41592     1.50045   0.0135801
          73     1.59718     1.50178   0.0134586
          74     1.27032     1.49865   0.0136353
          75     1.62829     1.50038   0.0135626
          76     1.45722     1.49981   0.0133961
          77     1.69596     1.50236   0.0134621
          78     1.54312     1.50288   0.0132997
          79     1.71318     1.50554   0.0133951
          80     1.51381     1.50564    0.013228
          81     1.63996      1.5073   0.0131682
          82     1.64362     1.50896   0.0131122
          83     1.45886     1.50836   0.0129681
          84     1.77916     1.51158   0.0132083
          85     1.39718     1.51024   0.0131213
          86     1.45638     1.50961   0.0129837
          87     1.37992     1.50812   0.0129198
          88     1.25272     1.50522   0.0130949
          89     1.57684     1.50602   0.0129725
          90     1.39878     1.50483   0.0128829
          91     1.54897     1.50532   0.0127505
          92     1.40051     1.50418   0.0126627
          93     1.36156     1.50264    0.012619
          94     1.56467      1.5033    0.012502
          95     1.47158     1.50297   0.0123749
          96     1.40792     1.50198   0.0122855
          97     1.57996     1.50278   0.0121852
          98     1.46859     1.50244   0.0120658
          99     1.38977      1.5013   0.0119975
         100     1.49217     1.50121   0.0118779
