#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    -0.00724    -0.00724           0
           2     0.02456     0.00866    0.011243
           3     0.01188  0.00973333  0.00754639
           4     0.00892     0.00953  0.00566253
           5      0.0364    0.014904  0.00660493
           6     0.04232   0.0194733   0.0069061
           7     0.02728   0.0205886  0.00600888
           8     0.05384    0.024745  0.00653916
           9     0.03296   0.0256578  0.00587595
          10     0.04472    0.027564    0.005589
          11     0.01532   0.0264509  0.00519057
          12     0.04336     0.02786  0.00494559
          13      0.0372   0.0285785  0.00461705
          14     0.03052   0.0287171  0.00428934
          15      0.0214   0.0282293  0.00403103
          16      0.0206   0.0277525  0.00380719
          17     0.04132   0.0285506  0.00366593
          18     0.05768   0.0301689  0.00380272
          19     0.01616   0.0294316  0.00367336
          20     0.02244    0.029082  0.00350629
          21     0.01448   0.0283867  0.00340757
          22     0.02056   0.0280309   0.0032712
          23     0.02708   0.0279896  0.00312924
          24     0.04016   0.0284967  0.00303966
          25     0.04684   0.0292304  0.00300533
          26     0.02692   0.0291415  0.00289105
          27     0.05772      0.0302  0.00297143
          28     0.04904   0.0308729   0.0029405
          29     0.05944   0.0318579  0.00299957
          30       0.042    0.032196  0.00291857
          31     0.01612   0.0316774  0.00287013
          32      0.0024   0.0307625  0.00292262
          33     0.03948   0.0310267  0.00284597
          34     0.02672      0.0309  0.00276509
          35     0.02944   0.0308583   0.0026864
          36      0.0338     0.03094  0.00261302
          37     0.02488   0.0307762  0.00254752
          38     0.02616   0.0306547  0.00248338
          39      0.0306   0.0306533   0.0024197
          40     0.00816    0.030091  0.00242367
          41    -0.00032   0.0293493  0.00247546
          42       0.002   0.0286981   0.0025007
          43     0.02504    0.028613  0.00244399
          44     0.05484   0.0292091  0.00246006
          45     0.02152   0.0290382  0.00241132
          46      0.0484   0.0294591  0.00239535
          47     0.00268   0.0288894   0.0024112
          48      0.0178   0.0286583  0.00237201
          49     0.02164   0.0285151  0.00232792
          50     0.03676     0.02868  0.00228719
          51     0.03852   0.0288729  0.00225047
          52    -0.00704   0.0281823  0.00231073
          53      0.0348   0.0283072  0.00227051
          54     0.04276   0.0285748  0.00224418
          55     0.03756   0.0287382  0.00220931
          56     0.02932   0.0287486  0.00216989
          57     0.05972   0.0292919   0.0021988
          58     0.02308   0.0291848  0.00216349
          59       0.016   0.0289614  0.00213833
          60     0.01732   0.0287673  0.00211148
          61     0.03264   0.0288308  0.00207782
          62     0.04744    0.029131  0.00206587
          63      0.0016    0.028694  0.00207879
          64     0.03508   0.0287937   0.0020487
          65     0.04092   0.0289803  0.00202566
          66     0.04852   0.0292764  0.00201648
          67     0.03788   0.0294048  0.00199047
          68     0.02824   0.0293876  0.00196127
          69      0.0034    0.029011  0.00196868
          70     0.00532   0.0286726  0.00196943
          71     0.01152    0.028431  0.00195645
          72    -0.00392   0.0279817  0.00198021
          73      0.0428   0.0281847  0.00196346
          74     0.05112   0.0284946  0.00196123
          75     0.07224   0.0290779  0.00201995
          76     0.01384   0.0288774   0.0020033
          77     0.03252   0.0289247  0.00197784
          78      0.0676   0.0294205  0.00201368
          79     0.05764   0.0297777  0.00201962
          80       0.016   0.0296055  0.00200171
          81     0.04748   0.0298262  0.00198912
          82      0.0276    0.029799  0.00196505
          83     0.02412   0.0297306  0.00194257
          84     0.04176   0.0298738  0.00192471
          85     0.04632   0.0300673  0.00191177
          86      0.0464   0.0302572  0.00189895
          87      0.0476   0.0304566  0.00188756
          88     0.01956   0.0303327  0.00187016
          89     0.02928   0.0303209  0.00184919
          90      0.0542   0.0305862  0.00184758
          91      0.0406   0.0306963  0.00183055
          92     0.06052   0.0310204  0.00183913
          93     0.00532   0.0307441     0.00184
          94     0.06504   0.0311089  0.00185625
          95     0.05684   0.0313798  0.00185636
          96      0.0264   0.0313279  0.00183775
          97     0.01168   0.0311254  0.00182993
          98     0.01592   0.0309702  0.00181783
          99     0.05616   0.0312246  0.00181718
         100     0.02256    0.031138  0.00180108
