# BLOCK:    VELOCITY:     AVE_POFV:        ERROR:
           1   0.0942809           0           0           0
           1    0.282843           0           0           0
           1    0.471405           0           0           0
           1    0.659966           0           0           0
           1    0.848528           0           0           0
           1     1.03709           0           0           0
           1     1.22565           0           0           0
           1     1.41421           0           0           0
           1     1.60278           0           0           0
           1     1.79134           0           0           0
           1      1.9799           0           0           0
           1     2.16846           0           0           0
           1     2.35702      1.2887      1.2887           0
           1     2.54558      4.0146      4.0146           0
           1     2.73415           0           0           0
           1     2.92271           0           0           0
           1     3.11127           0           0           0
           1     3.29983           0           0           0
           1     3.48839           0           0           0
           1     3.67696           0           0           0
           1     3.86552           0           0           0
           1     4.05408           0           0           0
           1     4.24264           0           0           0
           1      4.4312           0           0           0
           1     4.61976           0           0           0
           1     4.80833           0           0           0
           1     4.99689           0           0           0
           1     5.18545           0           0           0
           1     5.37401           0           0           0
           1     5.56257           0           0           0

           2   0.0942809           0           0           0
           2    0.282843           0           0           0
           2    0.471405           0           0           0
           2    0.659966           0           0           0
           2    0.848528           0           0           0
           2     1.03709           0           0           0
           2     1.22565           0           0           0
           2     1.41421           0           0           0
           2     1.60278           0           0           0
           2     1.79134           0           0           0
           2      1.9799           0           0           0
           2     2.16846           0           0           0
           2     2.35702     1.03149      1.1601   0.0909375
           2     2.54558     4.27181      4.1432   0.0909375
           2     2.73415           0           0           0
           2     2.92271           0           0           0
           2     3.11127           0           0           0
           2     3.29983           0           0           0
           2     3.48839           0           0           0
           2     3.67696           0           0           0
           2     3.86552           0           0           0
           2     4.05408           0           0           0
           2     4.24264           0           0           0
           2      4.4312           0           0           0
           2     4.61976           0           0           0
           2     4.80833           0           0           0
           2     4.99689           0           0           0
           2     5.18545           0           0           0
           2     5.37401           0           0           0
           2     5.56257           0           0           0

           3   0.0942809           0           0           0
           3    0.282843           0           0           0
           3    0.471405           0           0           0
           3    0.659966           0           0           0
           3    0.848528           0           0           0
           3     1.03709           0           0           0
           3     1.22565           0           0           0
           3     1.41421           0           0           0
           3     1.60278           0           0           0
           3     1.79134           0           0           0
           3      1.9799           0           0           0
           3     2.16846           0           0           0
           3     2.35702     1.03149     1.11723   0.0700037
           3     2.54558     4.27181     4.18607   0.0700037
           3     2.73415           0           0           0
           3     2.92271           0           0           0
           3     3.11127           0           0           0
           3     3.29983           0           0           0
           3     3.48839           0           0           0
           3     3.67696           0           0           0
           3     3.86552           0           0           0
           3     4.05408           0           0           0
           3     4.24264           0           0           0
           3      4.4312           0           0           0
           3     4.61976           0           0           0
           3     4.80833           0           0           0
           3     4.99689           0           0           0
           3     5.18545           0           0           0
           3     5.37401           0           0           0
           3     5.56257           0           0           0

           4   0.0942809           0           0           0
           4    0.282843           0           0           0
           4    0.471405           0           0           0
           4    0.659966           0           0           0
           4    0.848528           0           0           0
           4     1.03709           0           0           0
           4     1.22565           0           0           0
           4     1.41421           0           0           0
           4     1.60278           0           0           0
           4     1.79134           0           0           0
           4      1.9799           0           0           0
           4     2.16846           0           0           0
           4     2.35702      1.5465     1.22455    0.106745
           4     2.54558      3.7568     4.07875    0.106745
           4     2.73415           0           0           0
           4     2.92271           0           0           0
           4     3.11127           0           0           0
           4     3.29983           0           0           0
           4     3.48839           0           0           0
           4     3.67696           0           0           0
           4     3.86552           0           0           0
           4     4.05408           0           0           0
           4     4.24264           0           0           0
           4      4.4312           0           0           0
           4     4.61976           0           0           0
           4     4.80833           0           0           0
           4     4.99689           0           0           0
           4     5.18545           0           0           0
           4     5.37401           0           0           0
           4     5.56257           0           0           0

           5   0.0942809           0           0           0
           5    0.282843           0           0           0
           5    0.471405           0           0           0
           5    0.659966           0           0           0
           5    0.848528           0           0           0
           5     1.03709           0           0           0
           5     1.22565           0           0           0
           5     1.41421           0           0           0
           5     1.60278           0           0           0
           5     1.79134           0           0           0
           5      1.9799           0           0           0
           5     2.16846           0           0           0
           5     2.35702     1.03149     1.18594   0.0921145
           5     2.54558     4.27181     4.11736   0.0921145
           5     2.73415           0           0           0
           5     2.92271           0           0           0
           5     3.11127           0           0           0
           5     3.29983           0           0           0
           5     3.48839           0           0           0
           5     3.67696           0           0           0
           5     3.86552           0           0           0
           5     4.05408           0           0           0
           5     4.24264           0           0           0
           5      4.4312           0           0           0
           5     4.61976           0           0           0
           5     4.80833           0           0           0
           5     4.99689           0           0           0
           5     5.18545           0           0           0
           5     5.37401           0           0           0
           5     5.56257           0           0           0

           6   0.0942809           0           0           0
           6    0.282843           0           0           0
           6    0.471405           0           0           0
           6    0.659966           0           0           0
           6    0.848528           0           0           0
           6     1.03709           0           0           0
           6     1.22565           0           0           0
           6     1.41421           0           0           0
           6     1.60278           0           0           0
           6     1.79134           0           0           0
           6      1.9799           0           0           0
           6     2.16846           0           0           0
           6     2.35702     1.03002     1.15995    0.080344
           6     2.54558     4.27328     4.14335    0.080344
           6     2.73415           0           0           0
           6     2.92271           0           0           0
           6     3.11127           0           0           0
           6     3.29983           0           0           0
           6     3.48839           0           0           0
           6     3.67696           0           0           0
           6     3.86552           0           0           0
           6     4.05408           0           0           0
           6     4.24264           0           0           0
           6      4.4312           0           0           0
           6     4.61976           0           0           0
           6     4.80833           0           0           0
           6     4.99689           0           0           0
           6     5.18545           0           0           0
           6     5.37401           0           0           0
           6     5.56257           0           0           0

           7   0.0942809           0           0           0
           7    0.282843           0           0           0
           7    0.471405           0           0           0
           7    0.659966           0           0           0
           7    0.848528           0           0           0
           7     1.03709           0           0           0
           7     1.22565           0           0           0
           7     1.41421           0           0           0
           7     1.60278           0           0           0
           7     1.79134           0           0           0
           7      1.9799           0           0           0
           7     2.16846           0           0           0
           7     2.35702     1.23626     1.17085   0.0696019
           7     2.54558     4.06704     4.13245   0.0696019
           7     2.73415           0           0           0
           7     2.92271           0           0           0
           7     3.11127           0           0           0
           7     3.29983           0           0           0
           7     3.48839           0           0           0
           7     3.67696           0           0           0
           7     3.86552           0           0           0
           7     4.05408           0           0           0
           7     4.24264           0           0           0
           7      4.4312           0           0           0
           7     4.61976           0           0           0
           7     4.80833           0           0           0
           7     4.99689           0           0           0
           7     5.18545           0           0           0
           7     5.37401           0           0           0
           7     5.56257           0           0           0

           8   0.0942809           0           0           0
           8    0.282843           0           0           0
           8    0.471405           0           0           0
           8    0.659966           0           0           0
           8    0.848528           0           0           0
           8     1.03709           0           0           0
           8     1.22565           0           0           0
           8     1.41421           0           0           0
           8     1.60278           0           0           0
           8     1.79134           0           0           0
           8      1.9799           0           0           0
           8     2.16846           0           0           0
           8     2.35702    0.892428     1.13605   0.0690569
           8     2.54558     4.41087     4.16725   0.0690569
           8     2.73415           0           0           0
           8     2.92271           0           0           0
           8     3.11127           0           0           0
           8     3.29983           0           0           0
           8     3.48839           0           0           0
           8     3.67696           0           0           0
           8     3.86552           0           0           0
           8     4.05408           0           0           0
           8     4.24264           0           0           0
           8      4.4312           0           0           0
           8     4.61976           0           0           0
           8     4.80833           0           0           0
           8     4.99689           0           0           0
           8     5.18545           0           0           0
           8     5.37401           0           0           0
           8     5.56257           0           0           0

           9   0.0942809           0           0           0
