#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1       2.684       2.684           0
           2      3.5168      3.1004    0.294439
           3     3.04382     3.08154    0.196896
           4     4.02806     3.31817    0.252592
           5     3.73237     3.40101    0.215229
           6     3.56597      3.4285    0.181105
           7     3.37274     3.42054    0.155408
           8     3.36437     3.41352    0.136141
           9     4.18222     3.49893    0.145358
          10     3.59625     3.50866    0.131147
          11     3.97618     3.55116    0.125924
          12     3.45495     3.54314    0.115685
          13     3.57028     3.54523    0.106805
          14        3.56     3.54629   0.0991813
          15      2.7456     3.49291    0.105964
          16     4.06689     3.52878    0.105239
          17     3.43028     3.52299   0.0992079
          18     3.64431     3.52973    0.093925
          19     3.65182     3.53615   0.0892011
          20     3.57588     3.53814   0.0847632
          21     3.61286      3.5417   0.0808015
          22     3.48462      3.5391   0.0771703
          23     4.26308     3.57058   0.0799775
          24     3.21483     3.55576   0.0780066
          25     2.64714     3.51941   0.0829221
          26     3.88486     3.53347   0.0809153
          27     3.20726     3.52139   0.0788152
          28     3.75698      3.5298   0.0764482
          29     4.21822     3.55354     0.07741
          30     3.64043     3.55643   0.0748838
          31     3.46406     3.55346   0.0725275
          32     4.35415     3.57848   0.0744522
          33     3.14412     3.56531   0.0733503
          34     3.02818     3.54952   0.0728744
          35     3.80702     3.55687   0.0711626
          36     3.37102     3.55171   0.0693729
          37     4.02831     3.56459   0.0686834
          38      3.5768     3.56491   0.0668767
          39     3.36283     3.55973   0.0653624
          40     3.73175     3.56403   0.0638696
          41     3.32117     3.55811   0.0625859
          42     3.01015     3.54506   0.0624408
          43      3.0992     3.53469   0.0618436
          44     3.83212     3.54145   0.0608064
          45     3.71545     3.54532   0.0595779
          46     4.09631      3.5573   0.0594746
          47     3.04849     3.54647   0.0591863
          48     3.41114     3.54365   0.0580203
          49     3.64492     3.54572   0.0568731
          50     3.40062     3.54282   0.0558096
          51     4.42289     3.56007   0.0573211
          52     3.39705     3.55694   0.0563044
          53     3.81268     3.56176   0.0554484
          54      2.9296     3.55006   0.0556437
          55     3.42369     3.54776   0.0546794
          56     3.41452     3.54538   0.0537547
          57     3.66954     3.54756   0.0528558
          58     3.47274     3.54627   0.0519602
          59      3.1408      3.5394    0.051532
          60     3.60142     3.54043   0.0506835
          61      3.2472     3.53562   0.0500801
          62     3.35606     3.53273    0.049356
          63     3.64917     3.53457   0.0486072
          64     3.62418     3.53598   0.0478678
          65     4.14966     3.54542   0.0480535
          66     3.19458      3.5401   0.0476185
          67     3.17329     3.53463   0.0472214
          68     3.98265     3.54121   0.0469844
          69     3.33729     3.53826   0.0463963
          70     3.02498     3.53093   0.0463093
          71     3.31963     3.52795   0.0457526
          72     2.75692     3.51724   0.0463534
          73     3.53292     3.51746   0.0457189
          74     3.64978     3.51924   0.0451361
          75     3.94726     3.52495   0.0448936
          76     3.21723      3.5209   0.0444851
          77     3.44068     3.51986   0.0439196
          78     2.91342     3.51209   0.0440393
          79     3.63428     3.51363    0.043509
          80     3.49791     3.51344   0.0429656
          81     3.00935     3.50721   0.0428835
          82     3.95883     3.51272   0.0427127
          83      3.2144     3.50913   0.0423491
          84     3.18652     3.50529   0.0420187
          85     3.33975     3.50334   0.0415694
          86     3.32351     3.50125   0.0411386
          87     3.77415     3.50438   0.0407852
          88     3.25058      3.5015   0.0404236
          89     3.31366     3.49939   0.0400244
          90     2.94012     3.49318   0.0400592
          91     3.42185     3.49239   0.0396267
          92     3.58591     3.49341    0.039209
          93     4.17877     3.50078   0.0394739
          94     3.44455     3.50018   0.0390585
          95     3.79465     3.50328   0.0387701
          96     4.30505     3.51163   0.0392555
          97     3.23194     3.50875   0.0389566
          98     3.80671     3.51179   0.0386775
          99     4.06105     3.51734   0.0386827
         100     3.67471     3.51891   0.0383279
