#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -0.63968    -0.63968           0
           2    -0.64848    -0.64408  0.00311127
           3    -0.64416   -0.644107  0.00207429
           4    -0.65472    -0.64676  0.00277496
           5    -0.64704   -0.646816  0.00222053
           6    -0.66072   -0.649133  0.00281055
           7    -0.65048   -0.649326  0.00241561
           8    -0.63648    -0.64772  0.00259299
           9     -0.6596    -0.64904   0.0026194
          10    -0.64408   -0.648544  0.00240396
          11     -0.6508   -0.648749  0.00219415
          12    -0.64984    -0.64884  0.00201319
          13    -0.63632   -0.647877  0.00207595
          14     -0.6368   -0.647086  0.00207297
          15    -0.64992   -0.647275  0.00194336
          16     -0.6508   -0.647495  0.00183435
          17    -0.64512   -0.647355  0.00173176
          18    -0.64304   -0.647116  0.00165206
          19    -0.66104   -0.647848     0.00172
          20    -0.64136   -0.647524  0.00166431
          21     -0.6396   -0.647147  0.00162727
          22    -0.63736   -0.646702  0.00161296
          23    -0.65616   -0.647113  0.00159439
          24    -0.63688   -0.646687  0.00158395
          25    -0.63712   -0.646304  0.00156613
          26    -0.65168   -0.646511  0.00151948
          27     -0.6304   -0.645914  0.00157602
          28    -0.64592   -0.645914  0.00151973
          29    -0.64904   -0.646022  0.00147114
          30    -0.64504   -0.645989  0.00142247
          31    -0.65872     -0.6464  0.00143464
          32    -0.65072   -0.646535  0.00139614
          33    -0.64592   -0.646516  0.00135396
          34    -0.63456   -0.646165  0.00135904
          35     -0.6504   -0.646286  0.00132559
          36    -0.64296   -0.646193  0.00129198
          37     -0.6396   -0.646015  0.00126929
          38    -0.65224   -0.646179  0.00124641
          39    -0.63232   -0.645824   0.0012641
          40    -0.64904   -0.645904  0.00123505
          41    -0.65736   -0.646183  0.00123613
          42    -0.64424   -0.646137  0.00120756
          43    -0.64848   -0.646192  0.00118071
          44    -0.64408   -0.646144  0.00115485
          45    -0.63848   -0.645973  0.00114167
          46     -0.6512   -0.646087  0.00112249
          47    -0.64184   -0.645997  0.00110224
          48    -0.64816   -0.646042   0.0010802
          49    -0.65224   -0.646168  0.00106554
          50     -0.6436   -0.646117  0.00104546
          51    -0.64872   -0.646168  0.00102621
          52    -0.65768   -0.646389  0.00103008
          53     -0.6512    -0.64648  0.00101463
          54    -0.63744   -0.646313  0.00100956
          55      -0.642   -0.646234 0.000994245
          56    -0.64312   -0.646179 0.000978045
          57    -0.65008   -0.646247 0.000963278
          58    -0.64656   -0.646252 0.000946685
          59     -0.6548   -0.646397 0.000941659
          60    -0.64832   -0.646429  0.00092651
          61      -0.656   -0.646586 0.000924511
          62    -0.64864   -0.646619 0.000910192
          63    -0.64112   -0.646532 0.000899921
          64    -0.64832    -0.64656 0.000886293
          65    -0.65072   -0.646624 0.000874966
          66    -0.64456   -0.646593 0.000862267
          67     -0.6344   -0.646411 0.000868389
          68      -0.652   -0.646493   0.0008595
          69    -0.65216   -0.646575 0.000850958
          70    -0.63448   -0.646402 0.000856164
          71    -0.63944   -0.646304 0.000849702
          72    -0.64144   -0.646237 0.000840582
          73    -0.64192   -0.646178 0.000831145
          74    -0.64416    -0.64615  0.00082036
          75    -0.65768   -0.646304   0.0008237
          76    -0.65008   -0.646354 0.000814359
          77    -0.63672   -0.646229 0.000813337
          78     -0.6452   -0.646215 0.000803016
          79    -0.65456   -0.646321 0.000799769
          80     -0.6592   -0.646482 0.000805811
          81    -0.64112   -0.646416 0.000798578
          82    -0.65192   -0.646483 0.000791655
          83    -0.64616   -0.646479 0.000782126
          84    -0.64432   -0.646453 0.000773238
          85    -0.63424    -0.64631 0.000777376
          86    -0.65064    -0.64636 0.000769966
          87    -0.64488   -0.646343 0.000761304
          88    -0.65104   -0.646396 0.000754521
          89    -0.65112   -0.646449 0.000747908
          90    -0.64608   -0.646445 0.000739609
          91     -0.6476   -0.646458  0.00073159
          92    -0.64176   -0.646407 0.000725418
          93    -0.64392    -0.64638 0.000718111
          94     -0.6416   -0.646329  0.00071227
          95    -0.63704   -0.646232 0.000711452
          96    -0.65328   -0.646305  0.00070782
          97    -0.64624   -0.646304 0.000700523
          98    -0.65488   -0.646392 0.000698819
          99    -0.64848   -0.646413 0.000692078
         100    -0.65704   -0.646519 0.000693269
