#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1     0.04076     0.04076           0
           2     0.09184      0.0663   0.0180595
           3     0.06588     0.06616   0.0120402
           4      0.0356     0.05852   0.0111947
           5    -0.01848     0.04312   0.0164297
           6     0.04636     0.04366   0.0137002
           7     0.03404   0.0422857   0.0118118
           8     0.05708    0.044135   0.0104791
           9     0.04716   0.0444711  0.00932013
          10     0.04836     0.04486  0.00839623
          11     0.04712   0.0450655  0.00763545
          12     0.04968     0.04545  0.00700884
          13     0.03852   0.0449169  0.00648994
          14     0.03248   0.0440286  0.00608687
          15     0.00096   0.0411573  0.00632211
          16     0.05768     0.04219  0.00601072
          17     0.03456   0.0417412  0.00567388
          18     0.05904   0.0427022  0.00543945
          19     0.04144   0.0426358  0.00515357
          20      0.0168    0.041344   0.0050552
          21     0.07008   0.0427124  0.00499624
          22     0.00028   0.0407836  0.00512793
          23     0.04532   0.0409809  0.00490877
          24    -0.00892   0.0389017   0.0051257
          25     0.03888   0.0389008  0.00492067
          26     0.04144   0.0389985  0.00473238
          27     0.05304   0.0395185   0.0045856
          28      0.0094   0.0384429  0.00454624
          29     0.01232   0.0375421  0.00447782
          30       0.071   0.0386573  0.00446529
          31     0.02676   0.0382735  0.00433771
          32      0.0132     0.03749  0.00427234
          33     0.05948   0.0381564  0.00419452
          34      0.0484   0.0384576  0.00408195
          35     0.04908   0.0387611  0.00397659
          36     0.05484   0.0392078  0.00389113
          37      0.0534   0.0395914  0.00380483
          38     0.06196     0.04018  0.00374996
          39     0.04044   0.0401867  0.00365381
          40     0.06736    0.040866  0.00362507
          41     0.06284    0.041402  0.00357605
          42    -0.00132   0.0403848   0.0036327
          43     0.01284   0.0397442  0.00360425
          44     0.04608   0.0398882  0.00352521
          45      0.0236   0.0395262  0.00346541
          46     0.03196   0.0393617  0.00339397
          47      0.0334   0.0392349  0.00332413
          48     0.06828     0.03984  0.00330949
          49      0.0742   0.0405412  0.00331541
          50      0.0378   0.0404864  0.00324955
          51     0.04336   0.0405427  0.00318633
          52     0.04248     0.04058  0.00312527
          53     0.01588    0.040114  0.00310085
          54     0.08096   0.0408704  0.00313433
          55     0.02776    0.040632  0.00308639
          56      0.0366     0.04056  0.00303212
          57     0.02892   0.0403558  0.00298579
          58     0.01652   0.0399448  0.00296246
          59       0.033   0.0398271  0.00291459
          60     0.00792   0.0392953  0.00291412
          61     0.06128   0.0396557  0.00288855
          62     0.04316   0.0397123  0.00284251
          63      0.0542   0.0399422  0.00280668
          64     0.06812   0.0403825  0.00279715
          65     0.03908   0.0403625  0.00275418
          66      0.0336     0.04026  0.00271436
          67     0.06028   0.0405588  0.00269024
          68     0.05528   0.0407753  0.00265938
          69      0.0598    0.041051  0.00263509
          70     0.06456   0.0413869  0.00261876
          71     0.05064   0.0415172  0.00258512
          72       0.022   0.0412461  0.00256338
          73     0.01648   0.0409068  0.00255062
          74     0.07596   0.0413805  0.00255976
          75      0.0376   0.0413301  0.00252613
          76     0.00696   0.0408779  0.00253305
          77     0.02692   0.0406966  0.00250663
          78     0.09492   0.0413918  0.00256908
          79    -0.00716   0.0407772  0.00260904
          80      0.0506      0.0409  0.00257931
          81     0.02536   0.0407081  0.00255459
          82     0.05928   0.0409346  0.00253346
          83     0.04392   0.0409706  0.00250319
          84     0.02004   0.0407214  0.00248576
          85     0.05772   0.0409214  0.00246455
          86     0.05636   0.0411009  0.00244242
          87      0.0254   0.0409205    0.002421
          88     0.04992   0.0410227  0.00239565
          89     0.03312   0.0409339  0.00237038
          90     0.02488   0.0407556  0.00235074
          91     0.04476   0.0407996  0.00232532
          92     0.03324   0.0407174   0.0023015
          93     0.05516   0.0408727  0.00228199
          94      0.0536   0.0410081  0.00226172
          95     0.04004   0.0409979  0.00223794
          96     0.07992   0.0414033  0.00225105
          97      0.0306    0.041292   0.0022306
          98     0.05852   0.0414678  0.00221475
          99     0.05756   0.0416303  0.00219834
         100     0.02632   0.0414772  0.00218168
