#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.257314    0.257314           0
           2    0.280785     0.26905  0.00829796
           3     0.24898     0.26236  0.00777416
           4    0.242544    0.257406  0.00723894
           5    0.233343    0.252593  0.00721573
           6    0.250867    0.252305  0.00601885
           7    0.269478    0.254759  0.00563681
           8    0.224465    0.250972  0.00607235
           9     0.23004    0.248646  0.00582603
          10    0.266647    0.250446  0.00551452
          11    0.237367    0.249257  0.00513979
          12    0.248847    0.249223  0.00471159
          13    0.254171    0.249604   0.0043645
          14    0.253695    0.249896  0.00406253
          15    0.265689    0.250949  0.00392576
          16    0.238522    0.250172  0.00375644
          17     0.24253    0.249723  0.00356226
          18    0.250113    0.249744  0.00336443
          19    0.256574    0.250104   0.0032065
          20    0.235573    0.249377   0.0031274
          21    0.232073    0.248553  0.00308512
          22    0.255876    0.248886  0.00296279
          23    0.227397    0.247952  0.00297765
          24    0.251951    0.248118  0.00285824
          25    0.236319    0.247646   0.0027826
          26    0.266353    0.248366  0.00276703
          27    0.235341    0.247883  0.00270627
          28    0.258452    0.248261  0.00263581
          29     0.24804    0.248253  0.00254493
          30    0.252567    0.248397  0.00246416
          31    0.266784     0.24899  0.00245501
          32    0.249686    0.249012  0.00237839
          33    0.241207    0.248775  0.00231805
          34    0.271668    0.249449  0.00234562
          35    0.243045    0.249266  0.00228573
          36    0.247156    0.249207  0.00222298
          37    0.234341    0.248805  0.00219891
          38    0.277426    0.249559  0.00226637
          39    0.255601    0.249713  0.00221354
          40    0.223533    0.249059  0.00225289
          41     0.25752    0.249265  0.00220737
          42     0.23936    0.249029  0.00216738
          43    0.250724    0.249069  0.00211733
          44    0.231507     0.24867   0.0021065
          45    0.233179    0.248326  0.00208762
          46    0.250474    0.248372  0.00204276
          47    0.232072    0.248025  0.00202853
          48    0.247866    0.248022  0.00198627
          49    0.230945    0.247674  0.00197607
          50    0.235484     0.24743  0.00195153
          51    0.236981    0.247225  0.00192399
          52    0.235971    0.247008  0.00189913
          53    0.277114    0.247577  0.00194639
          54     0.25591    0.247731  0.00191645
          55    0.227857    0.247369  0.00191537
          56     0.24342    0.247299  0.00188246
          57    0.254616    0.247427  0.00185381
          58    0.244422    0.247376  0.00182257
          59    0.242824    0.247298  0.00179331
          60    0.232339    0.247049  0.00178067
          61    0.249401    0.247088  0.00175189
          62    0.242287     0.24701  0.00172535
          63       0.252    0.247089  0.00169978
          64    0.244194    0.247044  0.00167382
          65    0.234505    0.246851  0.00165915
          66    0.247485    0.246861  0.00163404
          67    0.236044    0.246699  0.00161761
          68    0.267112       0.247  0.00162143
          69    0.242392    0.246933  0.00159931
          70    0.224641    0.246614  0.00160785
          71    0.248307    0.246638  0.00158538
          72    0.261665    0.246847  0.00157704
          73    0.264415    0.247088  0.00157369
          74    0.216881    0.246679   0.0016045
          75    0.251218     0.24674  0.00158424
          76    0.258258    0.246891  0.00157063
          77    0.245359    0.246872  0.00155036
          78    0.246748     0.24687  0.00153048
          79    0.236966    0.246745  0.00151624
          80    0.255755    0.246857  0.00150146
          81    0.228503    0.246631  0.00149993
          82    0.240104    0.246551  0.00148374
          83    0.251059    0.246605  0.00146686
          84    0.259869    0.246763  0.00145787
          85    0.254813    0.246858  0.00144379
          86    0.236069    0.246732  0.00143244
          87    0.268509    0.246983  0.00143768
          88    0.227982    0.246767  0.00143747
          89    0.240363    0.246695  0.00142312
          90    0.251304    0.246746  0.00140823
          91    0.254184    0.246828  0.00139512
          92    0.254502    0.246911  0.00138245
          93    0.227319    0.246701  0.00138354
          94     0.26271    0.246871  0.00137927
          95    0.241506    0.246814   0.0013659
          96    0.250353    0.246851  0.00135217
          97    0.242056    0.246802  0.00133914
          98    0.248778    0.246822  0.00132562
          99    0.271945    0.247076   0.0013363
         100    0.221719    0.246822  0.00134678
