#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -0.52984    -0.52984           0
           2    -0.53136     -0.5306 0.000537401
           3    -0.52688    -0.52936  0.00107397
           4    -0.54256    -0.53266  0.00296923
           5       -0.53   -0.532128  0.00242257
           6    -0.53848   -0.533187  0.00223821
           7    -0.53272    -0.53312  0.00191946
           8    -0.52792    -0.53247  0.00178619
           9    -0.52856   -0.532036  0.00163971
          10    -0.52232   -0.531064  0.00173992
          11    -0.53272   -0.531215  0.00158825
          12    -0.53592   -0.531607  0.00150352
          13    -0.52312   -0.530954  0.00152301
          14    -0.52832   -0.530766   0.0014258
          15    -0.53088   -0.530773  0.00133076
          16    -0.52496    -0.53041  0.00129624
          17    -0.52744   -0.530235  0.00123171
          18    -0.52104   -0.529724  0.00126479
          19    -0.52832   -0.529651  0.00120038
          20    -0.51824    -0.52908  0.00126872
          21    -0.51736   -0.528522  0.00132538
          22    -0.51912   -0.528095  0.00133226
          23    -0.53112   -0.528226  0.00128081
          24    -0.52696   -0.528173  0.00122853
          25    -0.52704   -0.528128  0.00118022
          26      -0.532   -0.528277  0.00114419
          27    -0.52192   -0.528041  0.00112577
          28    -0.53472    -0.52828  0.00111055
          29    -0.52664   -0.528223  0.00107369
          30    -0.52008   -0.527952  0.00107167
          31    -0.53176   -0.528075  0.00104411
          32    -0.51744   -0.527743  0.00106306
          33    -0.52408   -0.527632  0.00103662
          34      -0.524   -0.527525  0.00101162
          35    -0.52912    -0.52757 0.000983745
          36    -0.53008    -0.52764 0.000958886
          37    -0.52824   -0.527656 0.000933107
          38       -0.54   -0.527981 0.000963435
          39     -0.5152   -0.527653 0.000992907
          40    -0.52768   -0.527654 0.000968084
          41    -0.53392   -0.527807  0.00095646
          42    -0.53272   -0.527924 0.000940813
          43    -0.53256   -0.528032 0.000925091
          44    -0.52808   -0.528033 0.000904067
          45     -0.5208   -0.527872 0.000898151
          46    -0.53184   -0.527958 0.000882758
          47     -0.5272   -0.527942 0.000864123
          48    -0.52928    -0.52797  0.00084657
          49    -0.53272   -0.528067 0.000834825
          50    -0.52136   -0.527933 0.000828835
          51    -0.52904   -0.527955 0.000812868
          52    -0.53336   -0.528058 0.000803855
          53    -0.53168   -0.528127 0.000791587
          54    -0.52832    -0.52813 0.000776936
          55    -0.53136   -0.528189 0.000765026
          56    -0.52824    -0.52819 0.000751365
          57      -0.532   -0.528257  0.00074115
          58    -0.54064    -0.52847   0.0007585
          59    -0.52912   -0.528481 0.000745724
          60    -0.53424   -0.528577 0.000739446
          61     -0.5328   -0.528647 0.000730557
          62    -0.52496   -0.528587  0.00072119
          63    -0.52984   -0.528607 0.000710016
          64       -0.53   -0.528629 0.000699256
          65    -0.52984   -0.528647 0.000688746
          66     -0.5256   -0.528601 0.000679857
          67     -0.5268   -0.528574 0.000670241
          68    -0.53256   -0.528633 0.000662942
          69     -0.5304   -0.528659 0.000653829
          70    -0.52376   -0.528589 0.000648223
          71    -0.53528   -0.528683 0.000645908
          72    -0.52752   -0.528667 0.000637139
          73      -0.536   -0.528767 0.000636281
          74    -0.52288   -0.528688 0.000632636
          75    -0.52576   -0.528649 0.000625404
          76    -0.52784   -0.528638 0.000617266
          77     -0.5272   -0.528619 0.000609532
          78    -0.52648   -0.528592 0.000602334
          79    -0.53184   -0.528633 0.000596111
          80    -0.53624   -0.528728 0.000596196
          81    -0.52584   -0.528692   0.0005899
          82    -0.52648   -0.528665 0.000583323
          83    -0.52544   -0.528627 0.000577588
          84    -0.52672   -0.528604 0.000571158
          85    -0.52656    -0.52858 0.000564944
          86      -0.528   -0.528573 0.000558415
          87     -0.5196    -0.52847 0.000561441
          88    -0.53432   -0.528536 0.000558982
          89     -0.5348   -0.528607 0.000557115
          90    -0.52776   -0.528597 0.000551004
          91     -0.5264   -0.528573 0.000545478
          92    -0.52184     -0.5285 0.000544436
          93     -0.5364   -0.528585 0.000545169
          94    -0.51608   -0.528452 0.000555363
          95     -0.5224   -0.528388 0.000553159
          96    -0.53992   -0.528508 0.000560288
          97    -0.51648   -0.528384 0.000568068
          98     -0.5252   -0.528352   0.0005632
          99      -0.528   -0.528348 0.000557522
         100    -0.52784   -0.528343  0.00055197
