#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     2.26626     2.26626           0
           2     1.97181     2.11904    0.104103
           3     1.82489     2.02099     0.10595
           4     1.87233     1.98382   0.0857334
           5     2.07214     2.00149   0.0703828
           6     2.02061     2.00467   0.0587245
           7     2.08913     2.01674   0.0515597
           8     1.69591     1.97664   0.0586741
           9         1.8     1.95701   0.0553399
          10     1.90574     1.95188   0.0500428
          11     2.15129     1.97001   0.0486664
          12     1.96828     1.96987   0.0446111
          13     1.92315     1.96627   0.0413239
          14     1.90386     1.96182   0.0386119
          15     1.80348     1.95126   0.0374528
          16      1.8944     1.94771   0.0352802
          17     1.76165     1.93676   0.0348612
          18     1.94974     1.93748   0.0329319
          19     1.92602     1.93688   0.0312042
          20     1.84452     1.93226   0.0299838
          21     1.80179     1.92605   0.0291926
          22     1.66231     1.91406   0.0302272
          23     1.74861     1.90687   0.0297566
          24     2.15299     1.91712   0.0302322
          25     1.81219     1.91292   0.0293129
          26     2.13186     1.92134     0.02937
          27     1.85567     1.91891   0.0283828
          28     2.09788      1.9253   0.0280796
          29     1.61581     1.91463   0.0290687
          30     1.76198     1.90954   0.0285417
          31     1.80014     1.90601   0.0278383
          32     1.80071     1.90272   0.0271622
          33     1.86042     1.90144   0.0263693
          34     1.84715     1.89984    0.025642
          35      2.1912     1.90817   0.0262259
          36     1.79261     1.90496    0.025693
          37     1.64833     1.89802   0.0259179
          38     2.11012      1.9036   0.0258299
          39     1.80358     1.90104   0.0252946
          40     1.88913     1.90074    0.024664
          41     1.68998      1.8956   0.0245923
          42     1.83544     1.89417   0.0240485
          43     2.10169       1.899   0.0239686
          44     1.67972     1.89401   0.0239363
          45     1.84767     1.89298   0.0234265
          46     1.93365     1.89387   0.0229339
          47     2.05002     1.89719   0.0226854
          48     1.93336     1.89794   0.0222253
          49     1.94395     1.89888   0.0217915
          50     2.04969      1.9019   0.0215634
          51     1.92202     1.90229   0.0211442
          52     1.96856     1.90357    0.020776
          53     2.03294     1.90601   0.0205269
          54     1.79633     1.90398    0.020247
          55     1.81576     1.90237   0.0199423
          56     1.92499     1.90278   0.0195903
          57     1.88475     1.90246   0.0192491
          58     2.00419     1.90421    0.018997
          59     1.94042     1.90483   0.0186849
          60     1.81647     1.90336   0.0184314
          61     1.89944     1.90329   0.0181294
          62     1.83416     1.90218   0.0178712
          63     2.17506     1.90651   0.0181049
          64     1.78706     1.90464   0.0179179
          65     1.77793     1.90269    0.017748
          66     1.83209     1.90162   0.0175113
          67     1.74367     1.89926   0.0174079
          68     1.96819     1.90028   0.0171814
          69     1.77934     1.89853   0.0170215
          70     1.82268     1.89744   0.0168128
          71     2.34042     1.90368   0.0176959
          72     1.97685      1.9047   0.0174792
          73     2.17214     1.90836   0.0176196
          74     1.68207      1.9053   0.0176448
          75     1.86588     1.90478   0.0174174
          76     2.09445     1.90727   0.0173661
          77     1.95581      1.9079    0.017152
          78      1.8008     1.90653    0.016987
          79     2.03562     1.90816   0.0168504
          80     1.99807     1.90929   0.0166772
          81     2.05529     1.91109   0.0165684
          82     1.82395     1.91003   0.0164004
          83     1.92847     1.91025   0.0162043
          84     1.67125     1.90741   0.0162593
          85     1.89595     1.90727   0.0160685
          86     1.74696     1.90541   0.0159894
          87     2.01162     1.90663   0.0158522
          88     1.87793      1.9063   0.0156754
          89     1.79346     1.90503   0.0155505
          90     1.78235     1.90367   0.0154373
          91     1.65261     1.90091   0.0155123
          92     2.04019     1.90243   0.0154173
          93     1.76678     1.90097   0.0153204
          94      1.9656     1.90165   0.0151728
          95     1.87868     1.90141   0.0150151
          96     2.04508     1.90291    0.014933
          97     1.62819     1.90008   0.0150453
          98     1.95628     1.90065   0.0149027
          99     1.92574      1.9009   0.0147543
         100     1.79896     1.89988   0.0146419
