#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -0.78312    -0.78312           0
           2    -0.76336    -0.77324  0.00698621
           3    -0.75648   -0.767653  0.00651915
           4    -0.76224     -0.7663  0.00502787
           5    -0.77184   -0.767408  0.00414259
           6    -0.77024    -0.76788  0.00347894
           7     -0.7748   -0.768869  0.00311924
           8    -0.76032     -0.7678  0.00290661
           9     -0.7612   -0.767067  0.00267457
          10    -0.76088   -0.766448  0.00247763
          11    -0.76688   -0.766487   0.0022527
          12    -0.76728   -0.766553  0.00206595
          13    -0.75448   -0.765625  0.00210545
          14     -0.7468    -0.76428  0.00234544
          15    -0.76312   -0.764203  0.00219036
          16    -0.77336   -0.764775  0.00212692
          17    -0.75464   -0.764179  0.00208369
          18    -0.76552   -0.764253  0.00196926
          19    -0.75472   -0.763752  0.00192848
          20     -0.7616   -0.763644  0.00183505
          21    -0.75024   -0.763006  0.00185536
          22    -0.77912   -0.763738  0.00191014
          23    -0.75312   -0.763277  0.00188205
          24    -0.75176   -0.762797   0.0018638
          25    -0.75232   -0.762378  0.00183576
          26    -0.76384   -0.762434  0.00176602
          27    -0.74904   -0.761938  0.00176891
          28    -0.74776   -0.761431  0.00177673
          29    -0.75184   -0.761101  0.00174597
          30    -0.77384   -0.761525  0.00173865
          31    -0.76096   -0.761507  0.00168266
          32    -0.77312    -0.76187  0.00166875
          33     -0.7468   -0.761413   0.0016795
          34    -0.76184   -0.761426  0.00163015
          35     -0.7752   -0.761819  0.00163039
          36    -0.75088   -0.761516  0.00161317
          37    -0.76432   -0.761591  0.00157135
          38    -0.74304   -0.761103  0.00160405
          39    -0.75784   -0.761019   0.0015651
          40    -0.76384    -0.76109  0.00152756
          41    -0.77024   -0.761313  0.00150651
          42    -0.76112   -0.761309  0.00147065
          43    -0.76152   -0.761313  0.00143646
          44    -0.75632     -0.7612  0.00140829
          45    -0.76552   -0.761296  0.00138026
          46    -0.75352   -0.761127  0.00136057
          47    -0.75496   -0.760996  0.00133793
          48    -0.76344   -0.761047  0.00131103
          49    -0.77096   -0.761249  0.00129979
          50     -0.7648    -0.76132  0.00127573
          51    -0.76656   -0.761423  0.00125485
          52    -0.76368   -0.761466  0.00123146
          53     -0.7664   -0.761559  0.00121174
          54    -0.75768   -0.761487  0.00119143
          55     -0.7568   -0.761402  0.00117281
          56    -0.77152   -0.761583   0.0011657
          57    -0.75848   -0.761528  0.00114652
          58     -0.7668   -0.761619  0.00113035
          59    -0.76328   -0.761647  0.00111154
          60    -0.76408   -0.761688  0.00109376
          61    -0.75536   -0.761584  0.00108074
          62    -0.76048   -0.761566  0.00106345
          63    -0.76664   -0.761647  0.00104962
          64     -0.7588   -0.761602  0.00103416
          65    -0.77056    -0.76174  0.00102739
          66    -0.76952   -0.761858  0.00101856
          67    -0.77064   -0.761989  0.00101176
          68    -0.75616   -0.761904   0.0010005
          69    -0.76136   -0.761896 0.000986034
          70     -0.7696   -0.762006 0.000978071
          71      -0.772   -0.762146 0.000974372
          72    -0.76664   -0.762209 0.000962836
          73    -0.77608   -0.762399 0.000968215
          74    -0.76632   -0.762452  0.00095658
          75    -0.75464   -0.762348 0.000949479
          76    -0.76072   -0.762326 0.000937227
          77     -0.7476   -0.762135 0.000944367
          78     -0.7608   -0.762118 0.000932415
          79    -0.76656   -0.762174 0.000922306
          80    -0.76656   -0.762229 0.000912405
          81    -0.75992     -0.7622 0.000901586
          82    -0.75752   -0.762143 0.000892396
          83    -0.76272    -0.76215 0.000881672
          84    -0.76144   -0.762142 0.000871216
          85     -0.7684   -0.762216 0.000864072
          86    -0.76288   -0.762223 0.000854059
          87    -0.75384   -0.762127 0.000849661
          88    -0.75464   -0.762042 0.000844254
          89    -0.76192    -0.76204 0.000834769
          90    -0.76112    -0.76203 0.000825557
          91    -0.76352   -0.762047 0.000816647
          92    -0.76384   -0.762066 0.000808003
          93    -0.77392   -0.762194 0.000809306
          94    -0.77048   -0.762282 0.000805483
          95     -0.7624   -0.762283 0.000797005
          96    -0.76024   -0.762262 0.000788987
          97      -0.756   -0.762197  0.00078349
          98    -0.76288   -0.762204 0.000775526
          99    -0.75784    -0.76216 0.000768944
         100     -0.7596   -0.762134 0.000761681
