#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1     0.06912     0.06912           0
           2     0.14656     0.10784   0.0273792
           3    -0.00216   0.0711733   0.0350637
           4     0.11616     0.08242   0.0280435
           5     0.24908    0.115752   0.0373114
           6     0.15684      0.1226    0.031715
           7     0.15216    0.126823    0.027464
           8     0.14804    0.129475   0.0241587
           9     0.12732    0.129236   0.0214756
          10     0.18644    0.134956   0.0200755
          11     0.01692    0.124225   0.0209226
          12      0.1482    0.126223   0.0192742
          13     0.25516    0.136142   0.0201827
          14     0.16488    0.138194   0.0188452
          15       0.152    0.139115   0.0176113
          16     0.04988    0.133538   0.0173713
          17     0.11152    0.132242   0.0163977
          18     0.20168      0.1361    0.015934
          19     0.13408    0.135994   0.0150957
          20     0.14352     0.13637   0.0143456
          21     0.21536    0.140131    0.014147
          22     0.23528    0.144456   0.0141496
          23     0.08744    0.141977   0.0137499
          24      0.1164    0.140912   0.0132182
          25     0.20816    0.143602   0.0129603
          26     0.08936    0.141515   0.0126286
          27      0.2446    0.145333   0.0127249
          28     0.11308    0.144181   0.0123225
          29     0.21488    0.146619   0.0121363
          30       0.255    0.150232   0.0122577
          31     0.25164    0.153503    0.012291
          32     0.21488    0.155421   0.0120557
          33     0.17524    0.156022   0.0117053
          34     0.17256    0.156508   0.0113711
          35     0.14948    0.156307    0.011048
          36     0.21588    0.157962   0.0108644
          37     0.21932    0.159621   0.0106965
          38     0.13664    0.159016   0.0104321
          39      0.1336    0.158364    0.010185
          40      0.3124    0.162215   0.0106335
          41     0.06428    0.159826    0.010639
          42     0.10376    0.158491   0.0104691
          43     0.10016    0.157135   0.0103132
          44      0.2274    0.158732   0.0102017
          45     0.23984    0.160534   0.0101329
          46     0.22452    0.161925   0.0100077
          47     0.05516    0.159654   0.0100492
          48     0.08136    0.158023  0.00997138
          49     0.02688    0.155346   0.0101207
          50     0.28544    0.157948   0.0102473
          51     0.06324    0.156091   0.0102132
          52     0.11512    0.155303   0.0100472
          53     0.12908    0.154808  0.00986977
          54     0.16772    0.155047  0.00968989
          55     0.16628    0.155252  0.00951586
          56    -0.05608    0.151478   0.0100665
          57     0.11148    0.150776  0.00991428
          58     0.15664    0.150877  0.00974386
          59      0.2214    0.152073  0.00965175
          60     0.17492    0.152453  0.00949839
          61     0.09784    0.151558  0.00938478
          62     0.15716    0.151648  0.00923385
          63     0.19548    0.152344  0.00911345
          64     0.09088    0.151384  0.00902152
          65      0.0984    0.150569  0.00891947
          66     0.07948    0.149492  0.00884913
          67     0.04916    0.147994  0.00884285
          68    -0.02396    0.145465  0.00906716
          69     0.11984    0.145094  0.00894336
          70     0.19744    0.145842   0.0088468
          71     0.02004     0.14407  0.00889787
          72     0.19952     0.14484  0.00880755
          73     0.05576     0.14362  0.00877103
          74     0.30836    0.145846  0.00893056
          75      0.1556    0.145976  0.00881243
          76      0.3094    0.148126  0.00895498
          77     0.03452    0.146651   0.0089594
          78     0.03292    0.145193   0.0089624
          79      0.1906    0.145768  0.00886736
          80     0.27268    0.147354   0.0088973
          81     0.11464     0.14695  0.00879661
          82     0.08408    0.146183  0.00872269
          83     0.22728     0.14716  0.00867215
          84     0.01608      0.1456  0.00870817
          85     0.10612    0.145136   0.0086181
          86     0.30084    0.146946  0.00870599
          87     0.12572    0.146702  0.00860934
          88     0.00936    0.145141  0.00865181
          89    -0.02452    0.143235   0.0087621
          90    -0.03624    0.141241  0.00888877
          91    -0.03516    0.139302  0.00899999
          92     0.16444    0.139576  0.00890631
          93     0.18908    0.140108  0.00882643
          94     0.15224    0.140237  0.00873348
          95      0.1566    0.140409  0.00864324
          96     0.05264    0.139495  0.00860143
          97     0.35744    0.141742  0.00880132
          98     0.17848    0.142117   0.0087195
          99     0.22192    0.142923   0.0086686
         100       0.189    0.143384  0.00859415
