#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.423513    0.423513           0
           2    0.366156    0.394834    0.020279
           3      0.4397     0.40979   0.0182176
           4    0.340229      0.3924   0.0203346
           5    0.430751     0.40007   0.0176551
           6    0.438277    0.406438   0.0158194
           7    0.382968    0.403085   0.0139102
           8    0.424955    0.405819   0.0124372
           9    0.441208    0.409751   0.0116603
          10    0.415641     0.41034   0.0105091
          11    0.408513    0.410174  0.00955508
          12     0.40407    0.409665  0.00877235
          13    0.411596    0.409814  0.00809881
          14    0.469688     0.41409  0.00857551
          15    0.429913    0.415145  0.00806842
          16    0.379236    0.412901  0.00787011
          17    0.374564    0.410646  0.00772351
          18    0.401996    0.410165  0.00730936
          19    0.410126    0.410163  0.00692465
          20    0.445312    0.411921  0.00679778
          21    0.399077    0.411309  0.00650153
          22    0.445401    0.412859  0.00638802
          23    0.372033    0.411084   0.0063521
          24    0.435965     0.41212  0.00617145
          25    0.393851     0.41139   0.0059677
          26    0.456223    0.413114  0.00598211
          27    0.437194    0.414006  0.00582666
          28    0.457469    0.415558  0.00582166
          29    0.363391    0.413759  0.00589228
          30    0.395863    0.413163  0.00572599
          31    0.404434    0.412881   0.0055482
          32    0.411233     0.41283  0.00537506
          33    0.470328    0.414572  0.00548732
          34    0.436631    0.415221  0.00536415
          35    0.428768    0.415608  0.00522483
          36    0.363201    0.414152   0.0052786
          37    0.475227    0.415803  0.00538785
          38    0.444498    0.416558  0.00529872
          39    0.426327    0.416808  0.00516877
          40    0.405663     0.41653  0.00504705
          41    0.386437    0.415796  0.00497704
          42    0.401217    0.415449  0.00487063
          43    0.386124    0.414767  0.00480486
          44    0.432603    0.415172  0.00471273
          45    0.471756     0.41643   0.0047728
          46      0.3643    0.415296   0.0048017
          47     0.41313     0.41525  0.00469976
          48    0.444528     0.41586  0.00464126
          49    0.377674    0.415081   0.0046115
          50    0.414848    0.415076  0.00451927
          51    0.388888    0.414563  0.00445974
          52    0.432603     0.41491  0.00438745
          53    0.413952    0.414892   0.0043047
          54    0.474931    0.416003  0.00436621
          55    0.406528    0.415831  0.00429022
          56    0.417684    0.415864  0.00421374
          57    0.414924    0.415848  0.00413985
          58    0.429368    0.416081  0.00407503
          59    0.443302    0.416542  0.00403199
          60    0.438528    0.416909  0.00398141
          61    0.403404    0.416687  0.00392229
          62    0.354548    0.415685  0.00398502
          63    0.417956    0.415721  0.00392193
          64    0.395128    0.415399  0.00387382
          65    0.336184    0.414181  0.00400134
          66    0.443788    0.414629  0.00396578
          67      0.4273    0.414818  0.00391109
          68    0.404383    0.414665  0.00385659
          69    0.405348     0.41453  0.00380306
          70    0.360192    0.413754  0.00382713
          71      0.4376    0.414089  0.00378793
          72    0.379556     0.41361  0.00376557
          73    0.372032     0.41304  0.00375681
          74    0.397683    0.412833  0.00371177
          75    0.404004    0.412715  0.00366415
          76    0.395814    0.412493  0.00362268
          77    0.385592    0.412143  0.00359244
          78    0.467168    0.412849  0.00361498
          79    0.490648    0.413833  0.00370093
          80    0.384408    0.413466   0.0036729
          81     0.43936    0.413785  0.00364144
          82    0.421772    0.413883  0.00359834
          83     0.36123    0.413248  0.00361047
          84    0.391576     0.41299   0.0035767
          85    0.387192    0.412687  0.00354747
          86    0.429025    0.412877   0.0035113
          87    0.435543    0.413137   0.0034806
          88    0.374564    0.412699  0.00346854
          89    0.392136    0.412468  0.00343725
          90    0.437697    0.412748  0.00341047
          91     0.48706    0.413565  0.00346938
          92    0.428063    0.413722  0.00343525
          93    0.400552    0.413581  0.00340123
          94    0.439628    0.413858  0.00337631
          95    0.449632    0.414235  0.00336171
          96    0.414397    0.414236  0.00332669
          97     0.37872     0.41387  0.00331248
          98    0.442465    0.414162  0.00329151
          99    0.420567    0.414227   0.0032589
         100    0.431672    0.414401  0.00323097
