#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     5.93571     5.93571           0
           2     7.22225     6.57898    0.454863
           3     6.07236     6.41011    0.333118
           4     5.73956     6.24247    0.288956
           5     4.70436     5.93485    0.359364
           6     4.78473     5.74316    0.346846
           7     6.16982     5.80411    0.302604
           8     7.07091     5.96246    0.303394
           9     7.53971     6.13771    0.316274
          10      4.7688     6.00082    0.312872
          11     7.16967     6.10708    0.301935
          12     4.67164     5.98746    0.299533
          13     4.72364     5.89024    0.291843
          14      6.3976     5.92648    0.273238
          15     6.08029     5.93674    0.255214
          16     5.61593     5.91669    0.240049
          17     5.21404     5.87535     0.22946
          18     5.20087     5.83788     0.21975
          19     6.46015     5.87063    0.210611
          20     5.65775     5.85999    0.200349
          21     6.34007     5.88285    0.192108
          22     5.48516     5.86477    0.184225
          23     5.30342     5.84037    0.177824
          24     5.13171     5.81084    0.172849
          25     7.57389     5.88136    0.179747
          26     6.98822     5.92393    0.177803
          27     5.45353     5.90651    0.172069
          28     5.60793     5.89585    0.166254
          29      5.4432     5.88024    0.161252
          30     5.67505      5.8734    0.156022
          31     4.99164     5.84495     0.15356
          32     5.41476     5.83151    0.149349
          33     5.74829     5.82899    0.144844
          34     4.87411      5.8009    0.143281
          35     6.04596     5.80791    0.139358
          36     6.23113     5.81966    0.135982
          37     6.23556      5.8309    0.132771
          38     5.65898     5.82638    0.129354
          39       6.012     5.83114    0.126125
          40     6.62931     5.85109     0.12454
          41     4.70415     5.82312    0.124605
          42     6.03789     5.82823    0.121743
          43     6.61658     5.84657    0.120284
          44     5.54102     5.83962    0.117751
          45     6.93178     5.86389    0.117609
          46     6.69665       5.882    0.116437
          47      5.6016     5.87603    0.114112
          48     5.77251     5.87387    0.111755
          49     5.66451      5.8696    0.109556
          50     4.14458      5.8351    0.112666
          51     5.47156     5.82797    0.110683
          52     4.47287     5.80191     0.11158
          53     5.25578     5.79161    0.109949
          54     6.74007     5.80917    0.109307
          55     5.65825     5.80643    0.107354
          56     4.84975     5.78934    0.106788
          57     6.66916     5.80478    0.106024
          58     4.96604     5.79032    0.105177
          59     4.71025     5.77201    0.104976
          60     5.61178     5.76934     0.10326
          61     4.83811     5.75408     0.10269
          62     5.96436     5.75747    0.101089
          63     4.73025     5.74116    0.100791
          64     5.38538      5.7356   0.0993694
          65      5.3528     5.72971    0.098015
          66     5.19775     5.72165   0.0968608
          67     5.93193     5.72479   0.0954659
          68     5.56764     5.72248     0.09409
          69     6.56102     5.73463   0.0935079
          70     4.95367     5.72348   0.0928353
          71     6.34982      5.7323   0.0919459
          72     5.30887     5.72642   0.0908568
          73     4.19898     5.70549   0.0919899
          74     4.48684     5.68903   0.0922091
          75     6.56764     5.70074   0.0917208
          76     5.75411     5.70144   0.0905167
          77      3.7048     5.67551   0.0929811
          78     5.22509     5.66974   0.0919682
          79     5.00815     5.66136   0.0911845
          80     5.63513     5.66104   0.0900453
          81       4.176      5.6427   0.0907809
          82     5.62691     5.64251    0.089674
          83     5.70531     5.64327   0.0885968
          84     5.11498     5.63698    0.087765
          85     5.77876     5.63864   0.0867483
          86     5.58873     5.63806   0.0857416
          87     5.78567     5.63976   0.0847728
          88     4.66735     5.62871   0.0845266
          89     6.03396     5.63326   0.0836994
          90     5.14778     5.62787   0.0829431
          91     6.46662     5.63709   0.0825422
          92      4.3904     5.62354   0.0827498
          93     5.65804     5.62391   0.0818609
          94     5.14495     5.61881   0.0811484
          95     6.40458     5.62708   0.0807147
          96     4.24022     5.61264   0.0811564
          97     5.40633     5.61051   0.0803476
          98     5.35375     5.60789   0.0795705
          99     5.34909     5.60528   0.0788097
         100     5.78967     5.60712   0.0780431
