#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.439745    0.439745           0
           2     0.40002    0.419882   0.0140447
           3    0.360887    0.400217   0.0185871
           4    0.382284    0.395734   0.0144709
           5    0.407802    0.398147   0.0117763
           6    0.385091    0.395971   0.0100126
           7    0.396269    0.396014  0.00858233
           8    0.426863     0.39987  0.00833093
           9    0.419395    0.402039  0.00768254
          10    0.433717    0.405207  0.00753913
          11    0.385914    0.403453  0.00705481
          12    0.349806    0.398983   0.0077551
          13    0.364277    0.396313  0.00760419
          14    0.414284    0.397597  0.00716856
          15    0.399015    0.397691  0.00669127
          16    0.345785    0.394447  0.00701555
          17    0.384254    0.393847  0.00662845
          18    0.364671    0.392226  0.00645535
          19    0.388917    0.392052  0.00611795
          20    0.354892    0.390194  0.00608765
          21    0.422419    0.391729  0.00598804
          22    0.367116     0.39061  0.00581943
          23     0.39552    0.390823  0.00557033
          24    0.379724    0.390361  0.00535739
          25    0.519494    0.395526  0.00721559
          26    0.422537    0.396565  0.00701245
          27    0.378086    0.395881  0.00678605
          28    0.423595    0.396871  0.00661548
          29    0.362183    0.395674   0.0064946
          30    0.429991    0.396818  0.00637805
          31    0.352601    0.395392  0.00632979
          32    0.356479    0.394176   0.0062477
          33    0.427065    0.395173  0.00613736
          34     0.40129    0.395352  0.00595948
          35    0.411292    0.395808  0.00580659
          36    0.385587    0.395524  0.00565223
          37    0.428336    0.396411   0.0055686
          38    0.404255    0.396617  0.00542588
          39    0.402321    0.396763  0.00528873
          40    0.441301    0.397877  0.00527242
          41    0.358789    0.396924   0.0052293
          42     0.37057    0.396296  0.00514231
          43     0.39517     0.39627  0.00502278
          44    0.383385    0.395977  0.00491716
          45    0.405823    0.396196  0.00481275
          46     0.38053    0.395855  0.00472016
          47    0.400923    0.395963  0.00462096
          48    0.398236     0.39601  0.00452494
          49    0.429953    0.396703   0.0044853
          50    0.401323    0.396796  0.00439655
          51    0.378689    0.396441  0.00432465
          52    0.354687    0.395638  0.00431538
          53    0.383585     0.39541  0.00423995
          54    0.410509     0.39569  0.00417064
          55    0.433824    0.396383  0.00415204
          56     0.37815    0.396058  0.00409064
          57    0.479054    0.397514  0.00427017
          58    0.371597    0.397067  0.00421986
          59    0.387658    0.396907  0.00415135
          60     0.42105     0.39731  0.00410162
          61    0.391552    0.397215  0.00403546
          62    0.332473    0.396171  0.00410326
          63    0.368948    0.395739  0.00406081
          64    0.409272     0.39595  0.00400286
          65    0.391817    0.395887  0.00394179
          66    0.378488    0.395623  0.00389087
          67    0.447627    0.396399  0.00390945
          68    0.356474    0.395812   0.0038958
          69     0.39135    0.395748  0.00383987
          70    0.367612    0.395346    0.003806
          71    0.325188    0.394357  0.00387854
          72    0.345153    0.393674  0.00388442
          73     0.45085    0.394457  0.00390937
          74    0.403951    0.394586  0.00385864
          75    0.405973    0.394737  0.00381018
          76    0.423068     0.39511  0.00377824
          77    0.383576     0.39496  0.00373214
          78    0.390981    0.394909  0.00368464
          79    0.394473    0.394904    0.003638
          80    0.370921    0.394604  0.00360486
          81    0.398271    0.394649  0.00356064
          82    0.381536    0.394489   0.0035208
          83    0.389917    0.394434  0.00347882
          84    0.381858    0.394285  0.00344062
          85    0.389797    0.394232  0.00340055
          86    0.394599    0.394236  0.00336101
          87    0.467971    0.395084  0.00342757
          88    0.380611    0.394919  0.00339257
          89    0.350671    0.394422  0.00339068
          90    0.377446    0.394233  0.00335825
          91    0.438056    0.394715   0.0033557
          92    0.359097    0.394328  0.00334148
          93    0.405494    0.394448  0.00330771
          94    0.444824    0.394984  0.00331565
          95    0.421421    0.395262   0.0032924
          96    0.395958    0.395269  0.00325812
          97    0.411102    0.395433  0.00322861
          98     0.41571    0.395639  0.00320229
          99    0.405698    0.395741  0.00317156
         100    0.366836    0.395452  0.00315299
