#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1     0.14432     0.14432           0
           2     0.17036     0.15734  0.00920653
           3     0.08496    0.133213   0.0206334
           4     0.06944     0.11727   0.0207393
           5     0.12936    0.119688   0.0167318
           6     0.16916    0.127933   0.0158451
           7     0.07132    0.119846   0.0155088
           8     0.07948      0.1148   0.0143676
           9       0.089    0.111933    0.013054
          10     0.10816    0.111556   0.0117541
          11     0.03344    0.104455   0.0126501
          12     0.07692     0.10216   0.0118022
          13     0.14816    0.105698   0.0114125
          14     0.12088    0.106783   0.0106487
          15     0.15344    0.109893   0.0103831
          16     0.14196    0.111897  0.00992573
          17     0.20212    0.117205   0.0106668
          18     0.15312      0.1192   0.0102591
          19     0.05804    0.115981   0.0102117
          20     0.03692    0.112028   0.0104382
          21     0.17164    0.114867   0.0103199
          22     0.06084    0.112411   0.0101388
          23      0.1578    0.114384  0.00988819
          24     0.05444    0.111887  0.00978655
          25     0.13628    0.112862   0.0094436
          26    -0.04656    0.106731   0.0108906
          27      0.1374    0.107867   0.0105463
          28     0.20056    0.111177   0.0106766
          29     0.11264    0.111228   0.0103085
          30    -0.00368    0.107397   0.0106528
          31     0.20876    0.110667   0.0107993
          32     0.17564    0.112697    0.010651
          33      0.0386    0.110452   0.0105622
          34     0.02204    0.107852   0.0105668
          35     0.13712    0.108688    0.010298
          36 2.91434e-17    0.105669   0.0104451
          37     0.16408    0.107248   0.0102814
          38     0.19144    0.109463   0.0102468
          39     0.03116    0.107455   0.0101788
          40     0.16536    0.108903   0.0100268
          41     0.09708    0.108615  0.00978638
          42      0.2024    0.110848  0.00980481
          43     0.07984    0.110127  0.00960327
          44     0.19036     0.11195  0.00955657
          45     0.08448     0.11134  0.00936368
          46     0.15228     0.11223  0.00920232
          47      0.0854    0.111659  0.00902422
          48     0.13752    0.112198  0.00885228
          49     0.11916     0.11234  0.00867276
          50     0.12548    0.112602  0.00850329
          51     0.04752    0.111326  0.00843177
          52     0.12936    0.111673  0.00827675
          53     0.07856    0.111048  0.00814413
          54     0.15544     0.11187   0.0080347
          55     0.08732    0.111424    0.007901
          56     0.10356    0.111284  0.00776116
          57      0.1658     0.11224  0.00768371
          58      0.1148    0.112284  0.00755135
          59     0.11208    0.112281  0.00742337
          60      0.0704    0.111583  0.00733239
          61     0.11964    0.111715  0.00721337
          62     0.11396    0.111751  0.00709712
          63     0.12088    0.111896  0.00698595
          64     0.11208    0.111899  0.00687679
          65     0.04576    0.110881  0.00684586
          66     0.19212    0.112112   0.0068519
          67     0.16248    0.112864  0.00679074
          68     0.23032    0.114591  0.00690707
          69      0.0958    0.114319  0.00681233
          70     0.06164    0.113566  0.00675645
          71     0.13824    0.113914  0.00667022
          72       0.142    0.114304  0.00658898
          73     0.12008    0.114383  0.00649919
          74     0.13888    0.114714  0.00641979
          75     0.14204    0.115078  0.00634452
          76     0.13392    0.115326  0.00626588
          77     0.08096     0.11488  0.00620038
          78      0.0732    0.114346  0.00614387
          79     0.05032    0.113535  0.00611932
          80     0.10476    0.113425  0.00604382
          81     0.08292    0.113049  0.00598092
          82     0.09708    0.112854  0.00591115
          83      0.1402    0.113184  0.00584911
          84     0.11208     0.11317  0.00577949
          85     0.23052    0.114551  0.00587408
          86      0.1192    0.114605  0.00580602
          87     0.09812    0.114416  0.00574238
          88     0.13932    0.114699   0.0056841
          89     0.21268      0.1158  0.00572585
          90     0.15776    0.116266  0.00568118
          91     0.07308    0.115791  0.00563854
          92      0.0658    0.115248  0.00560337
          93    -0.00496    0.113955  0.00569025
          94     0.17012    0.114553  0.00566099
          95     0.04128    0.113781   0.0056537
          96     0.09472    0.113583   0.0055983
          97     0.05008    0.112928  0.00557873
          98     0.10956    0.112894  0.00552191
          99     0.04156    0.112173  0.00551294
         100     0.07816    0.111833   0.0054683
