#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.324908    0.324908           0
           2    0.338932     0.33192  0.00495812
           3    0.310057    0.324633  0.00680682
           4    0.306926    0.320206   0.0063843
           5    0.331282    0.322421  0.00547832
           6    0.306792    0.319816  0.00514744
           7    0.322344    0.320177  0.00442474
           8    0.298906    0.317518  0.00460172
           9    0.332603    0.319195  0.00438506
          10    0.280189    0.315294  0.00541002
          11     0.33618    0.317193   0.0052408
          12    0.305019    0.316178  0.00490128
          13     0.31471    0.316065  0.00452556
          14    0.309862    0.315622  0.00422394
          15    0.299392     0.31454  0.00407858
          16    0.303676    0.313861  0.00387977
          17    0.292309    0.312593  0.00385312
          18    0.327102    0.313399  0.00372242
          19    0.320833    0.313791    0.003547
          20    0.313796    0.313791  0.00336965
          21     0.30452    0.313349  0.00323798
          22     0.30929    0.313165  0.00309606
          23    0.304833    0.312803  0.00298256
          24    0.312215    0.312778  0.00285839
          25    0.303274    0.312398  0.00276922
          26    0.355193    0.314044  0.00311369
          27    0.339865       0.315  0.00314181
          28     0.31006    0.314824  0.00303455
          29    0.294828    0.314134  0.00300722
          30     0.32302    0.314431  0.00292153
          31    0.292997    0.313739  0.00290796
          32    0.320795     0.31396  0.00282543
          33    0.296123    0.313419  0.00279103
          34    0.332065    0.313968   0.0027623
          35    0.325511    0.314297  0.00270299
          36    0.333008    0.314817  0.00267741
          37    0.327931    0.315171   0.0026284
          38    0.323004    0.315378   0.0025673
          39    0.307675     0.31518  0.00250906
          40    0.334041    0.315652  0.00249024
          41    0.328222    0.315958  0.00244831
          42    0.326687    0.316214   0.0024033
          43    0.314412    0.316172  0.00234778
          44    0.293793    0.315663  0.00234886
          45    0.289735    0.315087  0.00236628
          46      0.3008    0.314776  0.00233514
          47    0.325054    0.314995  0.00229567
          48    0.315555    0.315007  0.00224787
          49    0.285902    0.314413  0.00227912
          50     0.28964    0.313917  0.00228676
          51    0.333594    0.314303  0.00227423
          52    0.325483    0.314518  0.00224064
          53    0.296294    0.314174  0.00222459
          54    0.296079    0.313839  0.00220849
          55    0.321701    0.313982  0.00217295
          56    0.311865    0.313944  0.00213448
          57    0.318766    0.314029  0.00209871
          58    0.282465    0.313485  0.00213192
          59    0.310235     0.31343  0.00209649
          60    0.288404    0.313013  0.00210263
          61     0.29263    0.312678  0.00209454
          62    0.319621     0.31279  0.00206375
          63    0.293551    0.312485  0.00205347
          64    0.322215    0.312637    0.002027
          65     0.30302    0.312489  0.00200121
          66    0.295833    0.312237  0.00198673
          67    0.310431     0.31221  0.00195726
          68    0.350801    0.312777  0.00200907
          69    0.308283    0.312712  0.00198101
          70    0.310681    0.312683  0.00195293
          71     0.33786    0.313038  0.00195735
          72    0.311614    0.313018  0.00193026
          73    0.290077    0.312704  0.00192923
          74    0.318171    0.312778  0.00190458
          75    0.320817    0.312885   0.0018822
          76    0.295116    0.312651   0.0018719
          77    0.309127    0.312605  0.00184814
          78    0.345364    0.313025  0.00187156
          79     0.33349    0.313284  0.00186571
          80     0.28818     0.31297   0.0018686
          81    0.341384    0.313321  0.00187816
          82    0.322755    0.313436  0.00185878
          83    0.327908    0.313611  0.00184454
          84    0.293943    0.313376  0.00183739
          85    0.280497     0.31299  0.00185604
          86    0.282922     0.31264   0.0018671
          87     0.33831    0.312935  0.00186881
          88    0.329922    0.313128  0.00185751
          89    0.305955    0.313048  0.00183839
          90    0.342188    0.313371  0.00184626
          91    0.311065    0.313346  0.00182614
          92    0.335385    0.313586  0.00182194
          93    0.317557    0.313628  0.00180285
          94      0.2832    0.313305   0.0018125
          95    0.339324    0.313578  0.00181399
          96    0.314689     0.31359  0.00179513
          97    0.330383    0.313763  0.00178496
          98    0.309671    0.313721  0.00176723
          99    0.312984    0.313714   0.0017494
         100     0.31121    0.313689  0.00173208
