#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     3.56063     3.56063           0
           2     3.27069     3.41566     0.10251
           3     2.11417     2.98183    0.360752
           4     2.61977     2.89131     0.28169
           5      3.4172     2.99649      0.2442
           6     2.60531      2.9313    0.212024
           7     2.87234     2.92287    0.181902
           8     2.76811     2.90353     0.16019
           9     3.61623     2.98272    0.160777
          10     2.70429     2.95487    0.147091
          11     3.29217     2.98554    0.136877
          12       3.002     2.98691    0.125478
          13     2.54229     2.95271    0.120397
          14      3.0228     2.95771    0.111901
          15     3.18926     2.97315      0.1055
          16     3.55629      3.0096    0.105013
          17     2.17497      2.9605    0.109714
          18     3.08451     2.96739    0.103835
          19     3.23714     2.98159   0.0993357
          20      2.8512     2.97507   0.0945826
          21     2.49023     2.95198   0.0928538
          22     3.22651     2.96446   0.0894678
          23     3.13137     2.97172   0.0858717
          24     2.62931     2.95745   0.0834704
          25     3.45451     2.97733   0.0824656
          26     3.44509     2.99532   0.0812325
          27     3.22669     3.00389   0.0786746
          28       2.528      2.9869   0.0776789
          29       2.446     2.96824   0.0772071
          30     2.96046     2.96798    0.074634
          31     2.19606     2.94308   0.0762674
          32     2.89269     2.94151   0.0739003
          33     3.11754     2.94684   0.0718531
          34     3.34874     2.95866   0.0707054
          35     3.03166     2.96075    0.068716
          36     2.98046      2.9613   0.0668094
          37        2.84     2.95802   0.0650841
          38     2.78966     2.95359    0.063522
          39     2.86571     2.95133   0.0619332
          40     3.21171     2.95784    0.060726
          41     3.39794     2.96858   0.0601861
          42     3.04406     2.97038   0.0587799
          43       2.322      2.9553   0.0593154
          44     3.04811     2.95741   0.0580049
          45      2.9892     2.95811   0.0567202
          46      2.8316     2.95536   0.0555537
          47     2.72114     2.95038   0.0545948
          48     3.00851     2.95159   0.0534709
          49     3.10617     2.95475   0.0524726
          50     2.09137     2.93748   0.0541899
          51     3.01943     2.93908   0.0531511
          52     3.02406     2.94072   0.0521541
          53      2.6372     2.93499   0.0514835
          54       2.604     2.92886   0.0508937
          55      3.2456     2.93462   0.0502931
          56     3.25451     2.94033   0.0497184
          57     2.94491     2.94041   0.0488462
          58     2.81909     2.93832   0.0480488
          59     3.32171     2.94482   0.0476718
          60     2.95211     2.94494   0.0468774
          61     2.74491     2.94166   0.0462235
          62       2.992     2.94247   0.0454851
          63     2.91371     2.94202   0.0447654
          64     2.72097     2.93856    0.044199
          65      2.7412     2.93553   0.0436231
          66     3.46589     2.94356    0.043696
          67     2.48189     2.93667   0.0435838
          68     2.61337     2.93192   0.0432014
          69     3.51011      2.9403   0.0433804
          70     3.26063     2.94487   0.0430013
          71     3.27343      2.9495    0.042644
          72     3.11623     2.95182   0.0421145
          73     3.14291     2.95444   0.0416189
          74     2.23537     2.94472   0.0421756
          75      2.7432     2.94203   0.0416987
          76     2.88829     2.94132   0.0411561
          77     3.25177     2.94536   0.0408186
          78     2.47954     2.93938   0.0407298
          79     3.22869     2.94305   0.0403785
          80     3.16977     2.94588   0.0399731
          81     3.56263     2.95349   0.0401982
          82     2.85109     2.95225   0.0397274
          83     3.17937     2.95498   0.0393429
          84     3.33269     2.95948   0.0391306
          85     3.35349     2.96411   0.0389439
          86     2.98669     2.96438   0.0384919
          87      3.2564     2.96773   0.0381956
          88     3.00669     2.96818   0.0377641
          89     2.34091     2.96113   0.0379917
          90      2.8988     2.96043   0.0375759
          91      3.2184     2.96327   0.0372698
          92     3.11091     2.96487   0.0368992
          93     2.72126     2.96225   0.0365953
          94     2.94594     2.96208   0.0362064
          95     3.29017     2.96554   0.0359896
          96     2.53823     2.96108   0.0358889
          97     3.49737     2.96661   0.0359423
          98     2.76691     2.96457   0.0356332
          99     2.71457     2.96205   0.0353627
         100     2.86966     2.96113   0.0350211
