#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1     0.04872     0.04872           0
           2      0.0776     0.06316   0.0102106
           3     0.00912   0.0451467   0.0162067
           4     0.00576      0.0353    0.014848
           5      0.0402     0.03628   0.0119107
           6     0.10068   0.0470133   0.0139471
           7     0.06944   0.0502171   0.0123171
           8     0.05504     0.05082   0.0107922
           9     0.05104   0.0508444   0.0095931
          10     0.06616    0.052376  0.00875519
          11     0.05612   0.0527164  0.00796588
          12     0.06148   0.0534467  0.00733546
          13     0.00568   0.0497723  0.00763619
          14     0.00132   0.0463114  0.00783587
          15     0.02036   0.0445813  0.00750204
          16      0.0516     0.04502  0.00704598
          17    -0.00112   0.0423059  0.00713513
          18     0.06688   0.0436711   0.0068681
          19     0.04876   0.0439389  0.00651184
          20      0.0564    0.044562  0.00621598
          21     0.04828    0.044739  0.00592251
          22     0.00392   0.0428836  0.00593682
          23      0.0644   0.0438191  0.00575193
          24      -0.026     0.04091  0.00620448
          25     0.02352   0.0402144  0.00599516
          26     0.07512   0.0415569  0.00591299
          27     0.06932   0.0425852  0.00578271
          28     0.03248   0.0422243  0.00558743
          29     0.03096   0.0418359  0.00540824
          30     0.09476      0.0436  0.00550819
          31     0.05128   0.0438477  0.00533607
          32      0.0276     0.04334  0.00519342
          33     0.09428   0.0448836  0.00526045
          34     0.02732   0.0443671  0.00513103
          35     0.00524   0.0432491  0.00510476
          36     0.01828   0.0425556  0.00500986
          37      0.0418   0.0425351   0.0048745
          38     0.04924   0.0427116  0.00474942
          39      0.0454   0.0427805  0.00462814
          40     0.05332    0.043044  0.00451993
          41     0.00056   0.0420078   0.0045269
          42     0.02076   0.0415019   0.0044473
          43     0.01208   0.0408177  0.00439619
          44     0.00744   0.0400591  0.00436123
          45      0.0994   0.0413778  0.00445923
          46     0.05904   0.0417617  0.00437879
          47      0.0552   0.0420477  0.00429495
          48      0.1102   0.0434675  0.00443395
          49     0.04364    0.043471  0.00434346
          50     0.09176   0.0444368  0.00436264
          51      0.0274   0.0441027  0.00428987
          52     0.04168   0.0440562  0.00420763
          53     0.01952   0.0435932  0.00415363
          54     0.08304   0.0443237  0.00414045
          55       0.037   0.0441905  0.00406731
          56     0.05788    0.044435  0.00400202
          57     0.07312   0.0449382  0.00396332
          58       0.052     0.04506  0.00389686
          59      0.0068   0.0444115  0.00388439
          60     0.02464    0.044082   0.0038336
          61     0.10048   0.0450066  0.00388064
          62     0.08692   0.0456826  0.00387649
          63     0.04296   0.0456394   0.0038152
          64     0.05292   0.0457531  0.00375728
          65     0.06604   0.0460652  0.00371242
          66     0.04484   0.0460467  0.00365621
          67     0.07768   0.0465188    0.003632
          68     0.05432   0.0466335   0.0035804
          69      0.0518   0.0467084  0.00352929
          70     0.00672   0.0461371   0.0035248
          71     0.09156   0.0467769  0.00353274
          72     0.03648   0.0466339  0.00348657
          73     0.06244   0.0468504  0.00344552
          74     0.05436   0.0469519  0.00340046
          75     0.01184   0.0464837  0.00338719
          76     0.02648   0.0462205  0.00335283
          77     0.07544      0.0466   0.0033307
          78     0.04492   0.0465785  0.00328806
          79     0.05324   0.0466628  0.00324752
          80     0.00476    0.046139  0.00324889
          81       0.064   0.0463595  0.00321626
          82     0.03484    0.046219   0.0031801
          83     0.02892   0.0460106  0.00314861
          84     0.03708   0.0459043  0.00311292
          85     0.01956   0.0455944  0.00309169
          86     0.05168   0.0456651  0.00305655
          87     0.00776   0.0452294  0.00305231
          88     0.07392   0.0455555  0.00303499
          89       0.077   0.0459088  0.00302138
          90     0.05512   0.0460111  0.00298954
          91     0.06176   0.0461842   0.0029617
          92     0.02416   0.0459448  0.00293916
          93     0.04336    0.045917  0.00290769
          94     0.04676    0.045926  0.00287677
          95    -0.00696   0.0453693  0.00289985
          96     0.03432   0.0452542  0.00287193
          97     0.03072   0.0451043  0.00284623
          98    -0.00548   0.0445882  0.00286361
          99      0.0162   0.0443014    0.002849
         100     0.05476    0.044406  0.00282243
