#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     2.23115     2.23115           0
           2     2.02335     2.12725   0.0734684
           3      2.4395     2.23133   0.0980875
           4     2.30195     2.24899   0.0751376
           5      2.3457     2.26833   0.0625502
           6     2.47525     2.30282   0.0608945
           7      2.0476     2.26636    0.062159
           8      2.1525     2.25213   0.0559948
           9      2.4213     2.27092   0.0528341
          10      1.9709     2.24092   0.0554183
          11      2.3941     2.25485   0.0521005
          12     2.28655     2.25749   0.0478257
          13      2.2942     2.26031   0.0442301
          14     2.06755     2.24654   0.0431607
          15      2.4411     2.25951   0.0421873
          16     2.26605     2.25992   0.0395525
          17     2.27015     2.26052   0.0372305
          18     2.07125     2.25001    0.036617
          19      2.1055      2.2424   0.0354709
          20      1.9845     2.22951    0.035965
          21     1.84085       2.211   0.0387226
          22     2.02125     2.20238   0.0379109
          23     1.91745     2.18999    0.038233
          24     1.88035     2.17709   0.0387557
          25     2.02305     2.17092   0.0376921
          26      2.6085     2.18775   0.0398228
          27     2.21515     2.18877   0.0383608
          28      2.1908     2.18884   0.0369909
          29      1.9446     2.18042   0.0366616
          30     2.24195     2.18247   0.0354969
          31      2.4736     2.19186   0.0355724
          32      1.9677     2.18486   0.0351437
          33      2.3372     2.18947   0.0343807
          34      2.4013      2.1957   0.0339293
          35     2.44075      2.2027   0.0336745
          36      2.3067     2.20559   0.0328627
          37     2.43235     2.21172    0.032541
          38       2.043     2.20728   0.0319861
          39     2.17695      2.2065   0.0311754
          40      1.9206     2.19936   0.0312047
          41      2.1838     2.19898   0.0304459
          42      2.1302     2.19734    0.029765
          43      2.4136     2.20237   0.0294946
          44     2.04635     2.19882   0.0290366
          45     2.24405     2.19983   0.0284088
          46     2.06265     2.19685   0.0279473
          47     2.09675     2.19472   0.0274337
          48      1.8832     2.18823   0.0276191
          49     2.05425     2.18549   0.0271905
          50      2.2888     2.18756    0.026725
          51      2.3493     2.19073   0.0263885
          52     2.12845     2.18953   0.0259082
          53      2.3623     2.19279   0.0256236
          54     2.22255     2.19334    0.025155
          55     1.90985     2.18819   0.0252202
          56     2.24065     2.18913   0.0247873
          57     2.01585     2.18609   0.0245381
          58     2.18335     2.18604   0.0241151
          59     2.06165     2.18393   0.0237983
          60       2.161     2.18355   0.0234048
          61      2.1722     2.18336   0.0230218
          62      1.8587     2.17813   0.0232384
          63       2.475     2.18284   0.0233424
          64     2.30925     2.18481   0.0230611
          65      1.9155     2.18067   0.0230755
          66      1.8525      2.1757   0.0232554
          67     2.30975      2.1777   0.0229943
          68      2.1316     2.17702   0.0226661
          69     2.79675       2.186   0.0240514
          70      1.8299     2.18091   0.0242398
          71      2.1509     2.18049   0.0239021
          72     2.10475     2.17944   0.0235933
          73     2.06365     2.17785   0.0233233
          74      1.9872     2.17528     0.02315
          75      2.1906     2.17548   0.0228422
          76      2.4353      2.1789   0.0227961
          77      2.0897     2.17774   0.0225294
          78     2.23045     2.17842   0.0222507
          79      2.3605     2.18072   0.0220881
          80       2.345     2.18278   0.0219073
          81      2.1904     2.18287    0.021637
          82     2.42195     2.18579   0.0215687
          83     2.13665     2.18519   0.0213169
          84     2.14725     2.18474    0.021068
          85     2.06415     2.18332   0.0208678
          86      2.2824     2.18448   0.0206569
          87     2.48675     2.18795   0.0207096
          88     2.34545     2.18974   0.0205515
          89      2.2091     2.18996   0.0203217
          90     2.02405     2.18811   0.0201794
          91      2.0272     2.18635   0.0200349
          92      1.9432      2.1837   0.0199907
          93     2.32505     2.18522   0.0198335
          94     2.09605     2.18427   0.0196451
          95     2.07075     2.18308   0.0194747
          96      2.1367      2.1826   0.0192778
          97     1.92825     2.17997   0.0192566
          98      2.0101     2.17824   0.0191379
          99      2.3228      2.1797   0.0190002
         100     2.26215     2.18052   0.0188281
