#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.283475    0.283475           0
           2    0.286399    0.284937  0.00103379
           3    0.273442    0.281105  0.00320352
           4    0.257815    0.275283  0.00558566
           5    0.253847    0.270996  0.00588825
           6    0.265464    0.270074  0.00497853
           7    0.301258    0.274528  0.00593473
           8     0.24044    0.270267  0.00654627
           9     0.26224    0.269375  0.00587936
          10    0.299972    0.272435  0.00603527
          11     0.27252    0.272443  0.00548662
          12    0.239237    0.269676  0.00568451
          13    0.287624    0.271056   0.0054123
          14    0.259919    0.270261  0.00508384
          15    0.272945     0.27044  0.00474807
          16    0.271979    0.270536  0.00445229
          17    0.249169    0.269279  0.00436419
          18    0.272448    0.269455  0.00412529
          19    0.254472    0.268666  0.00398283
          20    0.257379    0.268102  0.00382346
          21    0.267488    0.268073   0.0036415
          22    0.284785    0.268832  0.00355433
          23     0.26067    0.268478  0.00341747
          24    0.264639    0.268318  0.00327881
          25     0.27426    0.268555  0.00315626
          26    0.282908    0.269107  0.00308276
          27    0.276674    0.269388   0.0029813
          28    0.298769    0.270437  0.00305391
          29    0.269929    0.270419  0.00294866
          30    0.279938    0.270737  0.00286739
          31    0.279637    0.271024  0.00278923
          32     0.26731    0.270908  0.00270448
          33    0.273106    0.270974  0.00262335
          34     0.30225    0.271894  0.00270266
          35    0.269244    0.271819   0.0026265
          36    0.283725    0.272149  0.00257428
          37     0.26718    0.272015  0.00250821
          38     0.29738    0.272682  0.00252946
          39    0.270002    0.272614  0.00246554
          40     0.26446     0.27241  0.00241231
          41    0.300234    0.273088  0.00244707
          42      0.2535    0.272622  0.00243285
          43    0.274895    0.272675  0.00237684
          44    0.274622    0.272719  0.00232323
          45    0.253484    0.272292   0.0023106
          46     0.27187    0.272283  0.00226038
          47    0.265785    0.272144  0.00221651
          48    0.254688    0.271781  0.00219997
          49    0.245472    0.271244  0.00221962
          50     0.28766    0.271572  0.00219938
          51    0.257076    0.271288  0.00217454
          52     0.24399    0.270763  0.00219518
          53    0.278654    0.270912   0.0021588
          54    0.266202    0.270824  0.00212059
          55    0.277742     0.27095  0.00208576
          56    0.270975    0.270951  0.00204851
          57    0.275088    0.271023  0.00201386
          58     0.23645    0.270427  0.00206547
          59    0.283244    0.270644  0.00204186
          60    0.271744    0.270663  0.00200791
          61     0.25331    0.270378  0.00199504
          62    0.278515     0.27051  0.00196718
          63    0.307275    0.271093  0.00202066
          64    0.264674    0.270993  0.00199157
          65     0.26445    0.270892  0.00196348
          66    0.254322    0.270641  0.00194971
          67    0.259574    0.270476   0.0019276
          68    0.292462    0.270799  0.00192617
          69    0.247738    0.270465  0.00192704
          70    0.272922      0.2705  0.00189983
          71     0.26468    0.270418  0.00187484
          72    0.266159    0.270359  0.00184973
          73    0.254547    0.270142  0.00183703
          74      0.2387    0.269717   0.0018607
          75     0.27297    0.269761  0.00183639
          76    0.278434    0.269875  0.00181577
          77    0.275762    0.269951   0.0017938
          78     0.25344     0.26974  0.00178325
          79    0.263999    0.269667  0.00176216
          80    0.278659    0.269779  0.00174371
          81    0.271916    0.269806  0.00172238
          82    0.248972    0.269552  0.00172002
          83    0.255299     0.26938  0.00170784
          84    0.273395    0.269428  0.00168818
          85    0.281296    0.269567  0.00167408
          86    0.257035    0.269422  0.00166095
          87    0.295437    0.269721  0.00166856
          88    0.251982    0.269519  0.00166173
          89    0.272724    0.269555  0.00164345
          90      0.2748    0.269613  0.00162622
          91    0.273105    0.269652   0.0016088
          92    0.274672    0.269706  0.00159224
          93    0.279388     0.26981  0.00157852
          94    0.265046     0.26976  0.00156254
          95    0.276568    0.269831  0.00154773
          96    0.276286    0.269899  0.00153307
          97    0.286747    0.270072  0.00152707
          98      0.2738     0.27011  0.00151197
          99    0.266315    0.270072  0.00149718
         100    0.252145    0.269893   0.0014929
