#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1      2.5575      2.5575           0
           2     2.60065     2.57907   0.0152558
           3      1.6875     2.28188    0.242869
           4     1.90365     2.18732    0.199713
           5     2.52635     2.25513    0.170893
           6     1.73425     2.16832    0.162977
           7      2.4099     2.20283    0.143302
           8     1.98805     2.17598    0.127879
           9      2.3616     2.19661    0.115322
          10     2.22695     2.19964    0.103829
          11     2.48165     2.22528   0.0975041
          12     2.06385     2.21183    0.090302
          13     1.72205     2.17415   0.0908757
          14     2.26885     2.18091   0.0846359
          15      2.1635     2.17975   0.0790015
          16     2.41585     2.19451   0.0754294
          17     2.18705     2.19407   0.0709937
          18      2.4156     2.20638    0.068108
          19     2.03415     2.19731   0.0651238
          20      2.2985     2.20237   0.0620638
          21      2.0772     2.19641   0.0593939
          22      2.2861     2.20049   0.0568339
          23     2.36005     2.20743   0.0547847
          24     1.95195     2.19678   0.0535261
          25      2.4355     2.20633   0.0522299
          26     2.04735     2.20022   0.0505777
          27       2.126     2.19747   0.0487791
          28     2.03205     2.19156   0.0473934
          29     1.81085     2.17843   0.0475426
          30      2.4267     2.18671   0.0466725
          31     1.92915      2.1784   0.0459005
          32      2.2106      2.1794   0.0444771
          33     2.27375     2.18226   0.0432211
          34     2.19115     2.18253   0.0419507
          35      1.9435      2.1757   0.0413042
          36       2.177     2.17573   0.0401569
          37     2.45995     2.18341   0.0397995
          38      2.1345     2.18213    0.038773
          39       2.267      2.1843   0.0378398
          40        2.37     2.18895   0.0371775
          41     2.43595     2.19497   0.0367556
          42     2.11835     2.19315   0.0359257
          43     1.87265     2.18569   0.0358551
          44     2.15825     2.18507   0.0350456
          45     2.02115     2.18143   0.0344556
          46      2.2769      2.1835    0.033769
          47     2.12725      2.1823   0.0330717
          48      2.0543     2.17964   0.0324901
          49      2.2348     2.18076   0.0318465
          50     1.85675     2.17428   0.0318621
          51      2.2369     2.17551    0.031261
          52      2.3786     2.17942   0.0309028
          53       1.906     2.17426   0.0307473
          54      2.0499     2.17195   0.0302641
          55      2.2703     2.17374   0.0297666
          56     2.26755     2.17542   0.0292821
          57      2.2361     2.17648   0.0287878
          58      2.2343     2.17748   0.0283087
          59      2.3375     2.18019   0.0279585
          60      2.2528      2.1814   0.0275187
          61      1.8119     2.17534   0.0277262
          62     2.02465     2.17291   0.0273854
          63      2.1158     2.17201   0.0269657
          64     1.95785     2.16866   0.0267511
          65      2.2156     2.16938   0.0263493
          66     2.36185      2.1723    0.026111
          67      1.9147     2.16845   0.0260028
          68     1.99375     2.16589    0.025747
          69     2.44805     2.16997   0.0256965
          70     2.49095     2.17456   0.0257353
          71      2.3612     2.17719   0.0255067
          72     2.34155     2.17947   0.0252544
          73     2.14095     2.17894    0.024914
          74      1.9295     2.17557   0.0248043
          75     2.13615     2.17505   0.0244792
          76     2.02955     2.17313   0.0242318
          77     2.20005     2.17348   0.0239196
          78     1.74195     2.16795   0.0242443
          79     2.36525     2.17045   0.0240657
          80      2.0861     2.16939    0.023788
          81     2.33925     2.17149   0.0235866
          82      1.9937     2.16932   0.0233984
          83      2.2359     2.17012   0.0231302
          84      2.6797     2.17619    0.023637
          85     2.57285     2.18086   0.0238151
          86     2.61255     2.18588   0.0240614
          87     2.33015     2.18754   0.0238419
          88     2.11425      2.1867   0.0235855
          89      2.0961     2.18568   0.0233425
          90      1.9509     2.18308   0.0232284
          91     2.58385     2.18748   0.0233869
          92      2.4728     2.19058   0.0233375
          93     2.20725     2.19076   0.0230872
          94     2.03715     2.18913   0.0228994
          95     2.00115     2.18715   0.0227436
          96     2.12115     2.18646   0.0225171
          97     2.39815     2.18864   0.0223905
          98     1.79765     2.18465   0.0225147
          99      2.0345     2.18314   0.0223383
         100     2.08415     2.18215   0.0221368
