#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1     0.03988     0.03988           0
           2     0.04764     0.04376  0.00274357
           3    -0.00224   0.0284267   0.0126525
           4     0.00572     0.02275   0.0106872
           5     0.10684    0.039568   0.0173025
           6     0.04128   0.0398533   0.0144211
           7     0.06396   0.0432971   0.0127655
           8      0.0286     0.04146   0.0113012
           9     0.02624   0.0397689   0.0101713
          10     0.02596    0.038388  0.00924741
          11    -0.00576   0.0343745   0.0092367
          12    -0.00848   0.0308033  0.00913129
          13      0.0606   0.0330954   0.0087118
          14     0.03436   0.0331857     0.00809
          15      0.0578   0.0348267  0.00771529
          16      0.0216       0.034  0.00727724
          17     0.05448   0.0352047  0.00694817
          18     0.05984   0.0365733   0.0066956
          19     0.03188   0.0363263  0.00634775
          20     0.04144    0.036582  0.00603551
          21     0.09972   0.0395886  0.00645366
          22     0.07492   0.0411945  0.00635699
          23       0.032   0.0407948  0.00609316
          24     0.03396     0.04051  0.00584593
          25       0.107   0.0431696  0.00618758
          26     0.03288   0.0427738  0.00596224
          27     0.09816   0.0448252  0.00608407
          28    -0.02556   0.0423114  0.00636494
          29      0.0734   0.0433834  0.00623508
          30       0.045   0.0434373  0.00602748
          31     0.09248   0.0450194  0.00603709
          32     0.11256     0.04713  0.00620643
          33     0.05788   0.0474558   0.0060269
          34     0.03652   0.0471341  0.00585821
          35     0.04848   0.0471726  0.00569096
          36     0.06748   0.0477367  0.00556077
          37     0.05684   0.0479827  0.00541592
          38     0.03616   0.0476716  0.00528232
          39     0.04524   0.0476092  0.00514724
          40     0.07808    0.048371  0.00507462
          41     0.02964   0.0479141  0.00497137
          42     0.02756   0.0474295  0.00487657
          43     0.05336   0.0475674  0.00476511
          44      0.0298   0.0471636  0.00467389
          45      0.0886   0.0480844  0.00465985
          46     0.04784   0.0480791  0.00455855
          47    -0.01312    0.046777  0.00464381
          48     0.02304   0.0462825  0.00457331
          49     0.02436   0.0458351  0.00450181
          50      0.0412   0.0457424  0.00441273
          51     0.00468   0.0449373  0.00439905
          52     0.02864   0.0446238   0.0043256
          53       0.045   0.0446309  0.00424399
          54     0.05632   0.0448474  0.00417091
          55     0.02432   0.0444742  0.00411174
          56     0.03508   0.0443064  0.00404174
          57    -0.00328   0.0434716  0.00405614
          58     0.06924   0.0439159  0.00401046
          59     0.01728   0.0434644  0.00396782
          60     0.05032   0.0435787  0.00390333
          61      0.0192    0.043179  0.00385975
          62     0.06428   0.0435194  0.00381247
          63     0.06328    0.043833  0.00376484
          64     0.02448   0.0435306  0.00371813
          65     0.06192   0.0438135  0.00367168
          66     0.06128   0.0440782  0.00362557
          67      0.0496   0.0441606   0.0035724
          68     0.01672   0.0437571  0.00354258
          69     0.07204    0.044167  0.00351487
          70     0.06972    0.044532  0.00348356
          71     0.04952   0.0446023  0.00343521
          72     0.03312   0.0444428   0.0033912
          73     0.07508   0.0448625  0.00337061
          74     0.05428   0.0449897  0.00332746
          75     -0.0002   0.0443872   0.0033372
          76     0.05544   0.0445326  0.00329646
          77     0.03848    0.044454  0.00325459
          78     0.00556   0.0439554  0.00325084
          79     0.07184   0.0443084  0.00322879
          80      0.0722    0.044657   0.0032072
          81       0.035   0.0445378  0.00316982
          82     0.02624   0.0443146  0.00313901
          83     0.03312   0.0441798  0.00310409
          84      0.0194   0.0438848  0.00308112
          85     0.11612   0.0447346   0.0031599
          86     0.09044    0.045266  0.00316753
          87     0.04568   0.0452708  0.00313112
          88     0.08504   0.0457227  0.00312799
          89    -0.00164   0.0451906  0.00313778
          90      0.0026   0.0447173   0.0031384
          91     0.02848   0.0445389  0.00310898
          92     0.05612   0.0446648  0.00307774
          93     0.03792   0.0445923   0.0030455
          94     0.05004   0.0446502  0.00301365
          95     0.05556   0.0447651  0.00298411
          96    -0.01592   0.0441329  0.00301924
          97     0.06564   0.0443546  0.00299624
          98     0.01588   0.0440641  0.00297973
          99     0.05772    0.044202  0.00295282
         100    -0.00708   0.0436892  0.00296749
