#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -0.56488    -0.56488           0
           2    -0.55112      -0.558  0.00486489
           3     -0.5544     -0.5568  0.00338803
           4    -0.55432    -0.55618  0.00259713
           5      -0.552   -0.555344  0.00220816
           6    -0.55432   -0.555173  0.00184672
           7    -0.55176   -0.554686  0.00164602
           8    -0.55784    -0.55508  0.00148674
           9    -0.56144   -0.555787  0.00147999
          10    -0.56072    -0.55628  0.00141182
          11    -0.54688   -0.555425  0.00152025
          12    -0.55504   -0.555393  0.00139391
          13    -0.55216   -0.555145  0.00130868
          14    -0.54952   -0.554743  0.00127539
          15     -0.5584   -0.554987  0.00121344
          16    -0.56456   -0.555585  0.00127662
          17    -0.55408   -0.555496  0.00120459
          18    -0.55304    -0.55536  0.00114537
          19     -0.5464   -0.554888  0.00117818
          20     -0.5552   -0.554904  0.00111937
          21     -0.5532   -0.554823  0.00106901
          22     -0.5508    -0.55464  0.00103594
          23    -0.55056   -0.554463  0.00100597
          24    -0.55512    -0.55449 0.000964426
          25    -0.54824    -0.55424 0.000957704
          26      -0.554   -0.554231 0.000920914
          27    -0.54216   -0.553784 0.000989388
          28    -0.55472   -0.553817 0.000954618
          29    -0.55256   -0.553774 0.000922684
          30    -0.55896   -0.553947 0.000907978
          31    -0.54488   -0.553654 0.000924594
          32    -0.55464   -0.553685 0.000896214
          33    -0.55008   -0.553576 0.000875688
          34    -0.54992   -0.553468 0.000856509
          35    -0.56544    -0.55381 0.000897742
          36    -0.54568   -0.553584 0.000900764
          37    -0.56264   -0.553829 0.000909061
          38    -0.54472   -0.553589 0.000916199
          39    -0.54744   -0.553432 0.000906174
          40    -0.56048   -0.553608 0.000900488
          41    -0.55416   -0.553621 0.000878625
          42     -0.5616   -0.553811 0.000878002
          43    -0.56736   -0.554127 0.000912369
          44    -0.56552   -0.554385 0.000927652
          45    -0.55304   -0.554356 0.000907519
          46    -0.56032   -0.554485 0.000897005
          47       -0.55    -0.55439 0.000882981
          48      -0.552    -0.55434 0.000865989
          49    -0.55752   -0.554405 0.000850744
          50    -0.55376   -0.554392 0.000833826
          51    -0.55216   -0.554348 0.000818625
          52    -0.56104   -0.554477 0.000812934
          53     -0.5484   -0.554362 0.000805641
          54     -0.5664   -0.554585 0.000820984
          55    -0.55472   -0.554588  0.00080606
          56    -0.55976    -0.55468 0.000796941
          57     -0.5576   -0.554731 0.000784604
          58    -0.55128   -0.554672 0.000773329
          59    -0.55648   -0.554702 0.000760829
          60      -0.564   -0.554857 0.000763766
          61    -0.54544   -0.554703  0.00076669
          62    -0.55352   -0.554684 0.000754561
          63    -0.55328   -0.554662 0.000742913
          64      -0.564   -0.554808 0.000745496
          65    -0.54952   -0.554726 0.000738452
          66    -0.56488    -0.55488 0.000743116
          67    -0.54784   -0.554775 0.000739416
          68     -0.5532   -0.554752 0.000728905
          69    -0.55888   -0.554812 0.000720793
          70     -0.5596    -0.55488 0.000713734
          71     -0.5468   -0.554766 0.000712697
          72    -0.54624   -0.554648 0.000712568
          73      -0.566   -0.554803 0.000719576
          74    -0.55888   -0.554858 0.000711958
          75    -0.55472   -0.554857 0.000702467
          76    -0.56088   -0.554936 0.000697681
          77    -0.55224   -0.554901 0.000689498
          78    -0.55888   -0.554952 0.000682543
          79    -0.55056   -0.554896 0.000676164
          80    -0.55704   -0.554923 0.000668242
          81     -0.5664   -0.555065 0.000674847
          82    -0.55328   -0.555043 0.000666968
          83    -0.55688   -0.555065   0.0006593
          84    -0.56472    -0.55518 0.000661394
          85    -0.55224   -0.555145 0.000654517
          86    -0.56216   -0.555227 0.000651968
          87    -0.56344   -0.555321 0.000651273
          88    -0.55576   -0.555326 0.000643891
          89    -0.55648   -0.555339 0.000636787
          90    -0.54752   -0.555252 0.000635611
          91     -0.5552   -0.555252 0.000628627
          92    -0.55224   -0.555219 0.000622646
          93     -0.5612   -0.555283 0.000619263
          94    -0.55832   -0.555316 0.000613517
          95     -0.5436   -0.555192 0.000619329
          96    -0.55384   -0.555178 0.000613038
          97    -0.55008   -0.555126 0.000608967
          98    -0.55672   -0.555142 0.000602971
          99    -0.54976   -0.555088 0.000599326
         100    -0.55168   -0.555054   0.0005943
