#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1     -0.8156     -0.8156           0
           2     -0.7992     -0.8074  0.00579828
           3     -0.8076   -0.807467   0.0038659
           4    -0.80464    -0.80676  0.00296331
           5    -0.81144   -0.807696  0.00251413
           6     -0.8136    -0.80868  0.00227955
           7    -0.79968   -0.807394  0.00228793
           8     -0.7992    -0.80637  0.00221941
           9    -0.79176   -0.804747  0.00249688
          10    -0.80392   -0.804664  0.00224856
          11     -0.8204   -0.806095  0.00245742
          12    -0.80768   -0.806227  0.00225619
          13    -0.78776   -0.804806  0.00248998
          14    -0.82016   -0.805903   0.0025422
          15    -0.80864   -0.806085  0.00237926
          16     -0.7996    -0.80568  0.00226482
          17    -0.81304   -0.806113  0.00217258
          18    -0.80608   -0.806111  0.00205188
          19    -0.80552    -0.80608  0.00194412
          20    -0.80568    -0.80606  0.00184702
          21    -0.79928   -0.805737  0.00178706
          22     -0.7872   -0.804895  0.00189409
          23    -0.79696    -0.80455  0.00184288
          24    -0.80064   -0.804387  0.00177328
          25    -0.80976   -0.804602  0.00171533
          26    -0.82032   -0.805206  0.00175265
          27    -0.79576   -0.804856   0.0017223
          28    -0.80664    -0.80492  0.00166197
          29    -0.79712   -0.804651  0.00162628
          30    -0.80088   -0.804525  0.00157692
          31     -0.7964   -0.804263  0.00154768
          32     -0.8032    -0.80423  0.00149967
          33    -0.79576   -0.803973  0.00147603
          34    -0.79896   -0.803826  0.00143996
          35    -0.82112    -0.80432  0.00148117
          36     -0.7992   -0.804178  0.00144684
          37     -0.8144   -0.804454  0.00143387
          38     -0.8076   -0.804537  0.00139853
          39    -0.79888   -0.804392  0.00137017
          40    -0.82136   -0.804816  0.00140004
          41    -0.81512   -0.805067  0.00138827
          42    -0.80928   -0.805168  0.00135883
          43    -0.79384   -0.804904  0.00135253
          44    -0.81176    -0.80506  0.00133073
          45    -0.80192    -0.80499  0.00130299
          46     -0.8032   -0.804951  0.00127524
          47    -0.80056   -0.804858  0.00125153
          48    -0.79648   -0.804683  0.00123757
          49    -0.81048   -0.804802  0.00121795
          50     -0.8072    -0.80485  0.00119454
          51    -0.80208   -0.804795  0.00117235
          52    -0.80088    -0.80472  0.00115222
          53     -0.8044   -0.804714  0.00113049
          54     -0.8068   -0.804753  0.00111022
          55     -0.7956   -0.804586  0.00110243
          56    -0.80424    -0.80458  0.00108277
          57      -0.802   -0.804535  0.00106472
          58    -0.80248   -0.804499  0.00104695
          59    -0.80816   -0.804561  0.00103104
          60    -0.80336   -0.804541  0.00101405
          61    -0.81016   -0.804633   0.0010016
          62    -0.81904   -0.804866  0.00101204
          63    -0.79272   -0.804673  0.00101417
          64    -0.80688   -0.804707 0.000998912
          65     -0.8092   -0.804777 0.000985933
          66    -0.80736   -0.804816 0.000971771
          67    -0.79944   -0.804736 0.000960573
          68    -0.80592   -0.804753 0.000946605
          69    -0.81216    -0.80486 0.000938954
          70    -0.79912   -0.804778 0.000929114
          71     -0.8104   -0.804857 0.000919395
          72    -0.79392   -0.804706  0.00091909
          73    -0.80584   -0.804721 0.000906631
          74    -0.79208    -0.80455 0.000910331
          75    -0.80736   -0.804588 0.000898963
          76    -0.80864   -0.804641 0.000888715
          77    -0.79088   -0.804462 0.000894962
          78     -0.8048   -0.804467 0.000883498
          79     -0.8004   -0.804415 0.000873813
          80    -0.80704   -0.804448 0.000863506
          81    -0.80072   -0.804402 0.000854071
          82     -0.8032   -0.804387 0.000843782
          83    -0.80384   -0.804381 0.000833641
          84    -0.80656   -0.804407 0.000824121
          85    -0.80392   -0.804401 0.000814445
          86     -0.7908   -0.804243 0.000820186
          87      -0.806   -0.804263 0.000811007
          88    -0.80832   -0.804309 0.000803101
          89    -0.81056   -0.804379 0.000797142
          90    -0.81472   -0.804494 0.000796522
          91    -0.81176   -0.804574 0.000791761
          92    -0.80504   -0.804579 0.000783171
          93    -0.79976   -0.804527 0.000776462
          94    -0.80216   -0.804502  0.00076861
          95     -0.7916   -0.804366 0.000772425
          96    -0.79672   -0.804287 0.000768475
          97     -0.8028   -0.804271 0.000760705
          98    -0.80296   -0.804258 0.000753061
          99    -0.80472   -0.804263 0.000745468
         100     -0.7932   -0.804152 0.000746177
