#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1      0.1246      0.1246           0
           2      0.2422      0.1834   0.0415779
           3     0.27284    0.213213   0.0368901
           4     0.20076      0.2101   0.0277986
           5     0.22376    0.212832   0.0223727
           6     0.23436     0.21642   0.0189295
           7     0.11672    0.202177   0.0209078
           8     0.07556     0.18635   0.0235344
           9     0.25316    0.193773   0.0220592
          10     0.19204      0.1936    0.019854
          11     0.13748    0.188498   0.0186931
          12     0.20696    0.190037   0.0171985
          13     0.14996    0.186954   0.0161495
          14        0.23    0.190029   0.0152858
          15     0.08132    0.182781   0.0158922
          16      0.1296    0.179457   0.0152426
          17     0.28208    0.185494   0.0154953
          18     0.18024    0.185202   0.0146372
          19     0.09512    0.180461   0.0146145
          20     0.08208    0.175542   0.0146883
          21      0.2098    0.177173   0.0140792
          22     0.32232    0.183771   0.0149051
          23      0.1422    0.181963   0.0143662
          24     0.26084     0.18525   0.0141385
          25     0.26124     0.18829   0.0138959
          26      0.1524    0.186909   0.0134298
          27     0.13572    0.185013   0.0130656
          28     0.36772    0.191539   0.0141348
          29     0.33044    0.196328   0.0144361
          30     0.15384    0.194912   0.0140242
          31      0.1384    0.193089   0.0136898
          32     0.31152     0.19679   0.0137531
          33     0.22912     0.19777   0.0133712
          34       0.239    0.198982   0.0130328
          35      0.1098    0.196434   0.0129071
          36     0.11436    0.194154   0.0127484
          37       0.082    0.191123   0.0127591
          38     0.34836    0.195261   0.0130771
          39      -0.015     0.18987   0.0138085
          40      0.0944    0.187483    0.013668
          41     0.11372    0.185684   0.0134525
          42     0.19452    0.185894   0.0131338
          43     0.22024    0.186693   0.0128527
          44     0.36792    0.190812    0.013204
          45      0.1484    0.189869   0.0129442
          46     0.23348    0.190817   0.0126975
          47     0.13784     0.18969   0.0124772
          48      0.3144    0.192288   0.0124849
          49     0.23052    0.193069   0.0122544
          50     0.22836    0.193774   0.0120297
          51     0.09896    0.191915   0.0119366
          52     0.07864    0.189737   0.0119041
          53     0.12352    0.188488   0.0117449
          54     0.18632    0.188447   0.0115275
          55     0.22552    0.189121   0.0113376
          56      0.2396    0.190023   0.0111709
          57     0.30356    0.192015   0.0111511
          58     0.19256    0.192024   0.0109588
          59     0.20212    0.192195   0.0107744
          60     0.06824    0.190129   0.0107911
          61     0.06464    0.188072   0.0108085
          62     0.22324    0.188639    0.010649
          63     0.18776    0.188625     0.01048
          64       0.351    0.191163   0.0106189
          65     0.15416    0.190593   0.0104708
          66     0.22312    0.191086   0.0103238
          67     0.23816    0.191789   0.0101936
          68     0.11636    0.190679   0.0101038
          69      0.2784    0.191951   0.0100371
          70      0.2226    0.192389  0.00990321
          71      0.1044    0.191149  0.00984096
          72     0.03648    0.189001  0.00993598
          73      0.2902    0.190387  0.00989611
          74     0.35028    0.192548  0.00999548
          75      0.3062    0.194063  0.00997641
          76     0.12508    0.193156  0.00988635
          77     0.12896    0.192322  0.00979304
          78     0.27752    0.193414  0.00972822
          79      0.3178    0.194989  0.00973166
          80     0.23436    0.195481  0.00962245
          81      0.2974    0.196739  0.00958556
          82      0.3424    0.198516  0.00963185
          83     0.31856    0.199962  0.00962378
          84     0.13824    0.199227  0.00953722
          85     0.13248    0.198442  0.00945729
          86     0.14036    0.197767  0.00937141
          87     0.35428    0.199566  0.00943479
          88      0.0904    0.198325  0.00940877
          89     0.26552     0.19908   0.0093333
          90     0.16024    0.198648  0.00923957
          91      0.2546    0.199263  0.00915847
          92     0.12468    0.198453  0.00909473
          93     0.10688    0.197468  0.00905008
          94     0.20744    0.197574  0.00895443
          95     0.22044    0.197815  0.00886341
          96     0.22944    0.198144   0.0087772
          97     0.11928    0.197331  0.00872429
          98     0.16896    0.197042  0.00864006
          99     0.15852    0.196653  0.00856155
         100     0.16512    0.196337  0.00848174
