# BLOCK:    VELOCITY:     AVE_POFV:        ERROR:
           1   0.0942809   0.0117851   0.0117851           0
           1    0.282843   0.0373195   0.0373195           0
           1    0.471405   0.0853439   0.0853439           0
           1    0.659966   0.0647199   0.0647199           0
           1    0.848528    0.131404    0.131404           0
           1     1.03709    0.172259    0.172259           0
           1     1.22565    0.219007    0.219007           0
           1     1.41421    0.250335    0.250335           0
           1     1.60278    0.229515    0.229515           0
           1     1.79134    0.270665    0.270665           0
           1      1.9799    0.523357    0.523357           0
           1     2.16846    0.342554    0.342554           0
           1     2.35702    0.349134    0.349134           0
           1     2.54558    0.493011    0.493011           0
           1     2.73415     0.62412     0.62412           0
           1     2.92271    0.403051    0.403051           0
           1     3.11127    0.273807    0.273807           0
           1     3.29983    0.263888    0.263888           0
           1     3.48839    0.139359    0.139359           0
           1     3.67696    0.119422    0.119422           0
           1     3.86552   0.0632468   0.0632468           0
           1     4.05408   0.0400694   0.0400694           0
           1     4.24264   0.0118833   0.0118833           0
           1      4.4312   0.0358464   0.0358464           0
           1     4.61976  0.00196419  0.00196419           0
           1     4.80833   0.0063836   0.0063836           0
           1     4.99689   0.0658984   0.0658984           0
           1     5.18545    0.008446    0.008446           0
           1     5.37401  0.00540151  0.00540151           0
           1     5.56257   0.0593184   0.0593184           0

           2   0.0942809           0  0.00589256  0.00416667
           2    0.282843   0.0175795   0.0274495  0.00697917
           2    0.471405   0.0388909   0.0621174   0.0164236
           2    0.659966   0.0587291   0.0617245  0.00211806
           2    0.848528    0.128949    0.130176 0.000868056
           2     1.03709    0.137493    0.154876   0.0122917
           2     1.22565    0.183357    0.201182   0.0126042
           2     1.41421    0.248077    0.249206 0.000798611
           2     1.60278    0.278227    0.253871   0.0172222
           2     1.79134    0.248862    0.259764  0.00770833
           2      1.9799    0.376731    0.450044   0.0518403
           2     2.16846    0.435951    0.389252   0.0330208
           2     2.35702    0.511277    0.430206   0.0573264
           2     2.54558    0.565489     0.52925    0.025625
           2     2.73415    0.643271    0.633695  0.00677083
           2     2.92271    0.387239    0.395145  0.00559028
           2     3.11127    0.343732     0.30877   0.0247222
           2     3.29983    0.188856    0.226372   0.0265278
           2     3.48839    0.156742     0.14805  0.00614583
           2     3.67696   0.0682554    0.093839   0.0180903
           2     3.86552   0.0578453    0.060546  0.00190972
           2     4.05408   0.0624611   0.0512652  0.00791667
           2     4.24264   0.0164992   0.0141912  0.00163194
           2      4.4312  0.00608898   0.0209677   0.0105208
           2     4.61976   0.0321144   0.0170393   0.0106597
           2     4.80833   0.0193472   0.0128654  0.00458333
           2     4.99689   0.0329001   0.0493993   0.0116667
           2     5.18545  0.00923167  0.00883883 0.000277778
           2     5.37401  0.00186598  0.00363374     0.00125
           2     5.56257   0.0210168   0.0401676   0.0135417

           3   0.0942809           0  0.00392837   0.0032075
           3    0.282843  0.00137493    0.018758  0.00848587
           3    0.471405  0.00176777   0.0420008   0.0197399
           3    0.659966    0.080728    0.068059  0.00536138
           3    0.848528    0.111271    0.123875  0.00517781
           3     1.03709   0.0928078    0.134187   0.0187754
           3     1.22565    0.172947     0.19177   0.0113868
           3     1.41421     0.17933    0.225914   0.0190253
           3     1.60278    0.385177     0.29764    0.037536
           3     1.79134    0.435067    0.318198   0.0479875
           3      1.9799    0.413363    0.437817   0.0359732
           3     2.16846    0.479654    0.419386   0.0330148
           3     2.35702    0.434281    0.431564   0.0382337
           3     2.54558    0.375356    0.477952   0.0452345
           3     2.73415    0.759354    0.675582   0.0344966
           3     2.92271    0.371231    0.387174  0.00750005
           3     3.11127    0.321734    0.313091   0.0168549
           3     3.29983    0.123351    0.192032   0.0331504
           3     3.48839    0.145252    0.147117  0.00416744
           3     3.67696    0.112941    0.100206    0.013133
           3     3.86552   0.0993878   0.0734933   0.0106478
           3     4.05408   0.0194454   0.0406586   0.0101417
           3     4.24264   0.0566668   0.0283497   0.0116115
           3      4.4312   0.0303467    0.024094  0.00746395
           3     4.61976   0.0513635   0.0284807   0.0117376
           3     4.80833           0  0.00857694  0.00464727
           3     4.99689           0   0.0329328   0.0155324
           3     5.18545           0  0.00589256  0.00241274
           3     5.37401           0   0.0024225  0.00129326
           3     5.56257   0.0140439   0.0314597   0.0114914

           4   0.0942809   0.0155171  0.00682554  0.00347595
           4    0.282843   0.0271058   0.0208449  0.00661605
           4    0.471405   0.0311323   0.0392837   0.0149908
           4    0.659966   0.0644253   0.0671506  0.00409728
           4    0.848528    0.232756    0.151095   0.0238912
           4     1.03709    0.152126    0.138671   0.0146074
           4     1.22565    0.076505    0.162954   0.0263764
           4     1.41421    0.265165    0.235727   0.0166078
           4     1.60278    0.324582    0.304375     0.02875
           4     1.79134    0.387534    0.335532   0.0389958
           4      1.9799    0.386552    0.425001   0.0291738
           4     2.16846    0.309556    0.391929   0.0343301
           4     2.35702    0.455495    0.437547   0.0291396
           4     2.54558    0.467476    0.475333   0.0340016
           4     2.73415    0.436147    0.615723   0.0579368
           4     2.92271    0.530232    0.422938   0.0314796
           4     3.11127    0.392248     0.33288   0.0212957
           4     3.29983    0.159099    0.183799    0.025865
           4     3.48839    0.152126     0.14837  0.00330835
           4     3.67696    0.138868    0.109872   0.0129261
           4     3.86552    0.090549   0.0777572  0.00879826
           4     4.05408   0.0527384   0.0436786  0.00804338
           4     4.24264  0.00805316   0.0232756  0.00975447
           4      4.4312   0.0541133   0.0315988  0.00857782
           4     4.61976    0.044096   0.0323845   0.0094301
           4     4.80833           0  0.00643271  0.00394926
           4     4.99689           0   0.0246996   0.0136582
           4     5.18545           0  0.00441942  0.00221407
           4     5.37401           0  0.00181687  0.00110267
           4     5.56257   0.0169902   0.0278423  0.00917025

           5   0.0942809           0  0.00546044  0.00303701
           5    0.282843  0.00324091   0.0173241  0.00615882
           5    0.471405   0.0221953    0.035866   0.0123761
           5    0.659966    0.103022   0.0743248   0.0072055
           5    0.848528    0.225096    0.165895   0.0232495
           5     1.03709    0.177464     0.14643   0.0135911
           5     1.22565    0.126199    0.155603   0.0221017
           5     1.41421    0.268111    0.242204   0.0144943
           5     1.60278    0.266442    0.296788   0.0239801
           5     1.79134     0.44862     0.35815   0.0371817
           5      1.9799    0.344616    0.408924   0.0274132
           5     2.16846    0.391757    0.391894   0.0274641
           5     2.35702    0.648378    0.479713   0.0443376
           5     2.54558    0.550856    0.490437   0.0303715
           5     2.73415    0.235604    0.539699   0.0822919
           5     2.92271    0.360723    0.410495   0.0275333
           5     3.11127    0.307984    0.327901   0.0176091
           5     3.29983    0.198285    0.186696   0.0208536
           5     3.48839    0.099486    0.138593  0.00913633
           5     3.67696   0.0579435    0.099486   0.0139004
           5     3.86552    0.078862   0.0779782  0.00704138
           5     4.05408    0.086326   0.0522081  0.00998033
           5     4.24264    0.076505   0.0339215   0.0123111
           5      4.4312    0.128654   0.0510099   0.0186687
           5     4.61976   0.0438013   0.0346679  0.00781563
           5     4.80833  0.00491046  0.00612826  0.00317112
           5     4.99689  0.00196419   0.0201525   0.0116589
           5     5.18545   0.0214096  0.00781746  0.00351777
           5     5.37401   0.0118833  0.00383016   0.0020052
           5     5.56257   0.0129636   0.0248666  0.00780409

           6   0.0942809           0  0.00455036  0.00266371
           6    0.282843   0.0142403   0.0168102  0.00515375
           6    0.471405   0.0700232   0.0415589   0.0115488
           6    0.659966    0.117262    0.081481  0.00887304
           6    0.848528    0.210561    0.173339   0.0205318
           6     1.03709    0.111762    0.140652   0.0124939
           6     1.22565    0.123449    0.150244   0.0190567
           6     1.41421    0.131502    0.223753    0.020726
           6     1.60278    0.517366    0.333551    0.039059
           6     1.79134    0.364356    0.359184   0.0309991
           6      1.9799     0.49635    0.423495   0.0264347
           6     2.16846    0.386552    0.391004   0.0229012
           6     2.35702    0.419452    0.469669   0.0380685
           6     2.54558    0.495171    0.491226   0.0253198
           6     2.73415    0.303368    0.500311   0.0774314
           6     2.92271    0.376043    0.404753   0.0235356
           6     3.11127    0.133172    0.295446   0.0330621
           6     3.29983    0.309065    0.207091    0.025468
           6     3.48839     0.10803    0.133499  0.00892128
           6     3.67696   0.0781746   0.0959341   0.0120289
           6     3.86552    0.124922   0.0858022  0.00924358
           6     4.05408    0.147216   0.0680427   0.0166768
           6     4.24264    0.157429   0.0545061   0.0214093
           6      4.4312  0.00962451   0.0441123   0.0167832
           6     4.61976   0.0388909   0.0353717  0.00654464
           6     4.80833   0.0102138  0.00680918  0.00271472
           6     4.99689           0   0.0167938   0.0101881
           6     5.18545  0.00206239  0.00685828  0.00305945
           6     5.37401 0.000883883  0.00333912  0.00173008
           6     5.56257 0.000883883   0.0208695  0.00745711

           7   0.0942809           0  0.00390031  0.00236117
           7    0.282843   0.0031427   0.0148577  0.00477304
           7    0.471405   0.0235702   0.0389891   0.0101808
           7    0.659966    0.153403   0.0917555    0.012179
           7    0.848528    0.256523    0.185223   0.0207546
           7     1.03709   0.0934952    0.133915   0.0123929
