#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     1.70876     1.70876           0
           2     1.67764      1.6932   0.0110011
           3     1.17853     1.52164    0.140268
           4     1.49486     1.51495    0.105361
           5     1.69499     1.55096   0.0902323
           6     1.36328     1.51968   0.0804324
           7      1.5592     1.52532   0.0691399
           8     1.40396     1.51015   0.0621395
           9     1.55389     1.51501   0.0554249
          10     1.61832     1.52534    0.050836
          11     1.77861     1.54837   0.0511635
          12     1.34766     1.53164   0.0495583
          13     1.42973      1.5238   0.0463621
          14     1.54682     1.52545   0.0430797
          15     1.43234     1.51924   0.0406524
          16       1.528     1.51979   0.0381153
          17      1.4024     1.51288   0.0364934
          18     1.74893       1.526   0.0367466
          19     1.43103       1.521   0.0351509
          20     1.59389     1.52464   0.0335818
          21     1.59773     1.52812   0.0321625
          22      1.5152     1.52753   0.0307059
          23     1.59739     1.53057   0.0295207
          24     1.35078     1.52308   0.0292257
          25     1.43714     1.51964   0.0282582
          26     1.50935     1.51925   0.0271741
          27     1.38286      1.5142    0.026633
          28      1.4064     1.51035   0.0259586
          29     1.39949     1.50652   0.0253433
          30     1.66678     1.51187   0.0250552
          31     1.52779     1.51238   0.0242522
          32     1.51086     1.51233   0.0234944
          33     1.59697      1.5149    0.022922
          34     1.42758     1.51233   0.0223912
          35     1.46914     1.51109   0.0217854
          36     1.43095     1.50887   0.0212937
          37     1.43309     1.50682   0.0208165
          38     1.48712      1.5063   0.0202751
          39     1.50455     1.50626   0.0197553
          40     1.60265     1.50867   0.0194079
          41     1.82901     1.51648   0.0204469
          42     1.59343     1.51831   0.0200419
          43     1.28703     1.51293   0.0202847
          44     1.52147     1.51313   0.0198246
          45     1.51107     1.51308   0.0193842
          46     1.54417     1.51376   0.0189745
          47     1.41011     1.51155   0.0186985
          48     1.52316     1.51179   0.0183106
          49     1.49524     1.51146     0.01794
          50     1.34632     1.50815   0.0178826
          51      1.5224     1.50843   0.0175342
          52     1.60051      1.5102   0.0172861
          53     1.22387      1.5048   0.0177842
          54     1.47141     1.50418   0.0174656
          55     1.47183     1.50359   0.0171579
          56     1.53903     1.50423   0.0168632
          57     1.54109     1.50487   0.0165798
          58     1.50792     1.50493    0.016294
          59     1.66493     1.50764   0.0162419
          60     1.66914     1.51033   0.0161927
          61     1.23457     1.50581   0.0165463
          62      1.2584     1.50182   0.0167537
          63     1.56552     1.50283   0.0165182
          64     1.33781     1.50025   0.0164601
          65     1.50177     1.50027   0.0162069
          66     1.57916     1.50147   0.0160054
          67     1.34417     1.49912   0.0159378
          68     1.40741     1.49777   0.0157603
          69     1.56859      1.4988   0.0155653
          70     1.57874     1.49994   0.0153848
          71     1.38059     1.49826   0.0152597
          72     1.48147     1.49803   0.0150495
          73     1.48173      1.4978    0.014845
          74     1.30467     1.49519    0.014872
          75     1.42021     1.49419   0.0147073
          76     1.52236     1.49457   0.0145185
          77      1.3008     1.49205   0.0145464
          78     1.19343     1.48822   0.0148551
          79      1.3112     1.48598   0.0148351
          80     1.56505     1.48697   0.0146826
          81     1.62493     1.48867   0.0145998
          82     1.41057     1.48772   0.0144527
          83     1.69705     1.49024    0.014497
          84     1.58303     1.49135   0.0143665
          85     1.50535     1.49151   0.0141984
          86      1.4984     1.49159   0.0140335
          87     1.55166     1.49228   0.0138892
          88     1.35743     1.49075   0.0138156
          89     1.48072     1.49064   0.0136609
          90     1.30358     1.48856   0.0136663
          91     1.58632     1.48963   0.0135582
          92     1.42762     1.48896   0.0134276
          93     1.59229     1.49007   0.0133291
          94     1.42594     1.48939   0.0132048
          95     1.38918     1.48833   0.0131078
          96     1.55251       1.489   0.0129883
          97     1.65491     1.49071   0.0129666
          98     1.37499     1.48953   0.0128879
          99     1.43099     1.48894   0.0127713
         100     1.52425     1.48929   0.0126484
